# Species	Genes	Alg.-Conn.	042.fasta	11368.fasta	2a301.fasta	ATCC8739.fasta	IAI39.fasta	O55H7.fasta	S88.fasta	Ss046.fasta	W.fasta
9	9	0.903	lcl|FN554766.1_prot_CBG33978.1_1144	lcl|AP010953.1_prot_BAI24724.1_1423	lcl|NC_004337.2_prot_NP_707006.4_1008	lcl|NZ_CP022959.1_prot_WP_000197578.1_2610	lcl|NC_011750.1_prot_WP_000197578.1_2070	lcl|CP003109.1_prot_AEZ39920.1_1285	lcl|CU928161.2_prot_CAR02430.1_1058	lcl|CP000038.1_prot_AAZ87835.1_1038	lcl|NC_017635.1_prot_WP_000197578.1_1177
9	9	0.903	lcl|FN554766.1_prot_CBG34656.1_1822	lcl|AP010953.1_prot_BAI25637.1_2390	lcl|NC_004337.2_prot_NP_707560.1_1547	lcl|NZ_CP022959.1_prot_WP_001182363.1_2036	lcl|NC_011750.1_prot_WP_001182338.1_1383	lcl|CP003109.1_prot_AEZ40607.1_1972	lcl|CU928161.2_prot_CAR03021.1_1648	lcl|CP000038.1_prot_AAZ88197.1_1400	lcl|NC_017635.1_prot_WP_001182363.1_1809
9	9	0.903	lcl|FN554766.1_prot_CBG34713.1_1879	lcl|AP010953.1_prot_BAI25738.1_2495	lcl|NC_004337.2_prot_NP_707392.2_1383	lcl|NZ_CP022959.1_prot_WP_000771396.1_1975	lcl|NC_011750.1_prot_WP_000771396.1_1318	lcl|CP003109.1_prot_AEZ40667.1_2032	lcl|CU928161.2_prot_CAR03083.1_1711	lcl|CP000038.1_prot_AAZ88142.1_1345	lcl|NC_017635.1_prot_WP_000771396.1_1870
9	9	0.903	lcl|FN554766.1_prot_CBG34920.1_2086	lcl|AP010953.1_prot_BAI26063.1_2824	lcl|NC_004337.2_prot_NP_707823.2_1797	lcl|NZ_CP022959.1_prot_WP_001274299.1_1759	lcl|NC_011750.1_prot_WP_001274301.1_1107	lcl|CP003109.1_prot_AEZ40880.1_2245	lcl|CU928161.2_prot_CAR03290.1_1918	lcl|CP000038.1_prot_AAZ88661.1_1864	lcl|NC_017635.1_prot_WP_001274299.1_2090
9	9	0.903	lcl|FN554766.1_prot_CBG35539.1_2705	lcl|AP010953.1_prot_BAI26750.1_3552	lcl|NC_004337.2_prot_NP_708344.1_2306	lcl|NZ_CP022959.1_prot_WP_001295476.1_1212	lcl|NC_011750.1_prot_WP_001295476.1_2634	lcl|CP003109.1_prot_AEZ41571.1_2936	lcl|CU928161.2_prot_CAR03944.1_2571	lcl|CP000038.1_prot_AAZ89215.1_2418	lcl|NC_017635.1_prot_WP_001295476.1_2701
9	9	0.903	lcl|FN554766.1_prot_CBG35730.1_2896	lcl|AP010953.1_prot_BAI26962.1_3769	lcl|NC_004337.2_prot_NP_708513.1_2461	lcl|NZ_CP022959.1_prot_WP_000252907.1_1040	lcl|NC_011750.1_prot_WP_000252908.1_2874	lcl|CP003109.1_prot_AEZ41760.1_3125	lcl|CU928161.2_prot_CAR04215.1_2844	lcl|CP000038.1_prot_AAZ89454.1_2657	lcl|NC_017635.1_prot_WP_000252908.1_2864
9	9	0.903	lcl|FN554766.1_prot_CBG36396.1_3562	lcl|AP010953.1_prot_BAI27568.1_4398	lcl|NC_004337.2_prot_NP_709084.2_3015	lcl|NZ_CP022959.1_prot_WP_000135224.1_430	lcl|NC_011750.1_prot_WP_000135224.1_3758	lcl|CP003109.1_prot_AEZ42389.1_3754	lcl|CU928161.2_prot_CAR04901.1_3527	lcl|CP000038.1_prot_AAZ89999.1_3202	lcl|NC_017635.1_prot_WP_000135224.1_3498
9	9	0.903	lcl|FN554766.1_prot_CBG36408.1_3574	lcl|AP010953.1_prot_BAI27580.1_4410	lcl|NC_004337.2_prot_NP_709096.1_3027	lcl|NZ_CP022959.1_prot_WP_001096200.1_418	lcl|NC_011750.1_prot_WP_001096200.1_3770	lcl|CP003109.1_prot_AEZ42401.1_3766	lcl|CU928161.2_prot_CAR04912.1_3538	lcl|CP000038.1_prot_AAZ90011.1_3214	lcl|NC_017635.1_prot_WP_001096200.1_3510
9	9	0.903	lcl|FN554766.1_prot_CBG36967.1_4133	lcl|AP010953.1_prot_BAI27982.1_4824	lcl|NC_004337.2_prot_NP_709568.2_3490	lcl|NZ_CP022959.1_prot_WP_001280871.1_4404	lcl|NC_011750.1_prot_WP_001280855.1_4315	lcl|CP003109.1_prot_AEZ42914.1_4279	lcl|CU928161.2_prot_CAR05382.1_4010	lcl|CP000038.1_prot_AAZ90458.1_3661	lcl|NC_017635.1_prot_WP_001280838.1_3987
9	9	0.902	lcl|FN554766.1_prot_CBG32930.1_96	lcl|AP010953.1_prot_BAI23459.1_98	lcl|NC_004337.2_prot_NP_706050.2_92	lcl|NZ_CP022959.1_prot_WP_000462776.1_3705	lcl|NC_011750.1_prot_WP_000462776.1_104	lcl|CP003109.1_prot_AEZ38728.1_93	lcl|CU928161.2_prot_CAR01464.1_97	lcl|CP000038.1_prot_AAZ86898.1_100	lcl|NC_017635.1_prot_WP_000462776.1_94
9	9	0.902	lcl|FN554766.1_prot_CBG33431.1_597	lcl|AP010953.1_prot_BAI23973.1_644	lcl|NC_004337.2_prot_NP_706419.1_440	lcl|NZ_CP022959.1_prot_WP_000074231.1_3199	lcl|NC_011750.1_prot_WP_000074212.1_541	lcl|CP003109.1_prot_AEZ39332.1_697	lcl|CU928161.2_prot_CAR01952.1_581	lcl|CP000038.1_prot_AAZ87292.1_494	lcl|NC_017635.1_prot_WP_000074237.1_621
9	9	0.902	lcl|FN554766.1_prot_CBG33718.1_884	lcl|AP010953.1_prot_BAI24246.1_930	lcl|NC_004337.2_prot_NP_706681.1_690	lcl|NZ_CP022959.1_prot_WP_000146343.1_2955	lcl|NC_011750.1_prot_WP_000146357.1_772	lcl|CP003109.1_prot_AEZ39610.1_975	lcl|CU928161.2_prot_CAR02159.1_787	lcl|CP000038.1_prot_AAZ87530.1_732	lcl|NC_017635.1_prot_WP_000146343.1_844
9	9	0.902	lcl|FN554766.1_prot_CBG34095.1_1261	lcl|AP010953.1_prot_BAI25031.1_1732	lcl|NC_004337.2_prot_NP_707125.1_1127	lcl|NZ_CP022959.1_prot_WP_001295620.1_2500	lcl|NC_011750.1_prot_WP_001317783.1_1546	lcl|CP003109.1_prot_AEZ40051.1_1416	lcl|CU928161.2_prot_CAR02611.1_1239	lcl|CP000038.1_prot_AAZ88628.1_1831	lcl|NC_017635.1_prot_WP_001295620.1_1288
9	9	0.902	lcl|FN554766.1_prot_CBG34835.1_2001	lcl|AP010953.1_prot_BAI25921.1_2682	lcl|NC_004337.2_prot_NP_707706.2_1685	lcl|NZ_CP022959.1_prot_WP_000944242.1_1847	lcl|NC_011750.1_prot_WP_000944256.1_1192	lcl|CP003109.1_prot_AEZ40792.1_2157	lcl|CU928161.2_prot_CAR03204.1_1832	lcl|CP000038.1_prot_AAZ88017.1_1220	lcl|NC_017635.1_prot_WP_000944256.1_1998
9	9	0.902	lcl|FN554766.1_prot_CBG35335.1_2501	lcl|AP010953.1_prot_BAI26457.1_3250	lcl|NC_004337.2_prot_NP_708145.1_2108	lcl|NZ_CP022959.1_prot_WP_001295285.1_1432	lcl|NC_011750.1_prot_WP_001297897.1_2403	lcl|CP003109.1_prot_AEZ41348.1_2713	lcl|CU928161.2_prot_CAR03689.1_2316	lcl|CP000038.1_prot_AAZ88965.1_2168	lcl|NC_017635.1_prot_WP_001297080.1_2429
9	9	0.902	lcl|FN554766.1_prot_CBG35695.1_2861	lcl|AP010953.1_prot_BAI26929.1_3736	lcl|NC_004337.2_prot_NP_708481.1_2434	lcl|NZ_CP022959.1_prot_WP_000137280.1_1073	lcl|NC_011750.1_prot_WP_000137280.1_2838	lcl|CP003109.1_prot_AEZ41724.1_3089	lcl|CU928161.2_prot_CAR04178.1_2807	lcl|CP000038.1_prot_AAZ89422.1_2625	lcl|NC_017635.1_prot_WP_000137280.1_2829
9	9	0.902	lcl|FN554766.1_prot_CBG35747.1_2913	lcl|AP010953.1_prot_BAI26981.1_3788	lcl|NC_004337.2_prot_NP_708524.2_2472	lcl|NZ_CP022959.1_prot_WP_001274390.1_1023	lcl|NC_011750.1_prot_WP_001274382.1_2892	lcl|CP003109.1_prot_AEZ41777.1_3142	lcl|CU928161.2_prot_CAR04234.1_2863	lcl|CP000038.1_prot_AAZ89474.1_2677	lcl|NC_017635.1_prot_WP_001274407.1_2882
9	9	0.902	lcl|FN554766.1_prot_CBG35975.1_3141	lcl|AP010953.1_prot_BAI27227.1_4042	lcl|NC_004337.2_prot_NP_708708.2_2653	lcl|NZ_CP022959.1_prot_WP_001112301.1_793	lcl|NC_011750.1_prot_WP_001112301.1_3341	lcl|CP003109.1_prot_AEZ41997.1_3362	lcl|CU928161.2_prot_CAR04460.1_3088	lcl|CP000038.1_prot_AAZ89684.1_2887	lcl|NC_017635.1_prot_WP_001112301.1_3150
9	9	0.902	lcl|FN554766.1_prot_CBG37170.1_4336	lcl|AP010953.1_prot_BAI28239.1_5087	lcl|NC_004337.2_prot_NP_709774.2_3687	lcl|NZ_CP022959.1_prot_WP_000023081.1_4203	lcl|NC_011750.1_prot_WP_000023081.1_4319	lcl|CP003109.1_prot_AEZ43129.1_4494	lcl|CU928161.2_prot_CAR05608.1_4236	lcl|CP000038.1_prot_AAZ90656.1_3859	lcl|NC_017635.1_prot_WP_000023081.1_4239
9	9	0.902	lcl|FN554766.1_prot_CBG37272.1_4438	lcl|AP010953.1_prot_BAI28339.1_5196	lcl|NC_004337.2_prot_NP_709854.2_3767	lcl|NZ_CP022959.1_prot_WP_000719886.1_4106	lcl|NC_011750.1_prot_WP_000719886.1_4452	lcl|CP003109.1_prot_AEZ43234.1_4599	lcl|CU928161.2_prot_CAR05729.1_4356	lcl|CP000038.1_prot_AAZ90755.1_3958	lcl|NC_017635.1_prot_WP_000719886.1_4339
9	9	0.901	lcl|FN554766.1_prot_CBG33454.1_620	lcl|AP010953.1_prot_BAI23995.1_666	lcl|NC_004337.2_prot_NP_706447.1_467	lcl|NZ_CP022959.1_prot_WP_001041786.1_3178	lcl|NC_011750.1_prot_WP_001041787.1_562	lcl|CP003109.1_prot_AEZ39354.1_719	lcl|CU928161.2_prot_CAR01972.1_601	lcl|CP000038.1_prot_AAZ87310.1_512	lcl|NC_017635.1_prot_WP_001041789.1_643
9	9	0.901	lcl|FN554766.1_prot_CBG33856.1_1022	lcl|AP010953.1_prot_BAI24392.1_1076	lcl|NC_004337.2_prot_NP_706872.1_880	lcl|NZ_CP022959.1_prot_WP_000053099.1_2750	lcl|NC_011750.1_prot_WP_000053110.1_2198	lcl|CP003109.1_prot_AEZ39761.1_1126	lcl|CU928161.2_prot_CAR02302.1_930	lcl|CP000038.1_prot_AAZ87690.1_892	lcl|NC_017635.1_prot_WP_000053089.1_1041
9	9	0.901	lcl|FN554766.1_prot_CBG33988.1_1154	lcl|AP010953.1_prot_BAI24734.1_1433	lcl|NC_004337.2_prot_NP_707016.2_1018	lcl|NZ_CP022959.1_prot_WP_000480255.1_2600	lcl|NC_011750.1_prot_WP_000480245.1_2060	lcl|CP003109.1_prot_AEZ39930.1_1295	lcl|CU928161.2_prot_CAR02440.1_1068	lcl|CP000038.1_prot_AAZ87845.1_1048	lcl|NC_017635.1_prot_WP_000480245.1_1187
9	9	0.901	lcl|FN554766.1_prot_CBG34821.1_1987	lcl|AP010953.1_prot_BAI25841.1_2600	lcl|NC_004337.2_prot_NP_707289.4_1284	lcl|NZ_CP022959.1_prot_WP_001055778.1_1861	lcl|NC_011750.1_prot_WP_001055783.1_1206	lcl|CP003109.1_prot_AEZ40777.1_2142	lcl|CU928161.2_prot_CAR03189.1_1817	lcl|CP000038.1_prot_AAZ88043.1_1246	lcl|NC_017635.1_prot_WP_001315679.1_1984
9	9	0.901	lcl|FN554766.1_prot_CBG35837.1_3003	lcl|AP010953.1_prot_BAI27071.1_3880	lcl|NC_004337.2_prot_NP_708604.2_2550	lcl|NZ_CP022959.1_prot_WP_001300698.1_933	lcl|NC_011750.1_prot_WP_001328931.1_3209	lcl|CP003109.1_prot_AEZ41868.1_3233	lcl|CU928161.2_prot_CAR04320.1_2948	lcl|CP000038.1_prot_AAZ89565.1_2768	lcl|NC_017635.1_prot_WP_001307370.1_2975
9	9	0.901	lcl|FN554766.1_prot_CBG35856.1_3022	lcl|AP010953.1_prot_BAI27095.1_3904	lcl|NC_004337.2_prot_NP_708620.1_2567	lcl|NZ_CP022959.1_prot_WP_000082188.1_914	lcl|NC_011750.1_prot_WP_000082188.1_3228	lcl|CP003109.1_prot_AEZ41887.1_3252	lcl|CU928161.2_prot_CAR04366.1_2994	lcl|CP000038.1_prot_AAZ89583.1_2786	lcl|NC_017635.1_prot_WP_000082188.1_3023
9	9	0.901	lcl|FN554766.1_prot_CBG35860.1_3026	lcl|AP010953.1_prot_BAI27099.1_3908	lcl|NC_004337.2_prot_NP_708624.1_2571	lcl|NZ_CP022959.1_prot_WP_000004618.1_910	lcl|NC_011750.1_prot_WP_000004624.1_3232	lcl|CP003109.1_prot_AEZ41891.1_3256	lcl|CU928161.2_prot_CAR04370.1_2998	lcl|CP000038.1_prot_AAZ89590.1_2793	lcl|NC_017635.1_prot_WP_000004616.1_3027
9	9	0.901	lcl|FN554766.1_prot_CBG36312.1_3478	lcl|AP010953.1_prot_BAI27474.1_4300	lcl|NC_004337.2_prot_NP_708995.1_2928	lcl|NZ_CP022959.1_prot_WP_000922901.1_519	lcl|NC_011750.1_prot_WP_000922873.1_3662	lcl|CP003109.1_prot_AEZ42301.1_3666	lcl|CU928161.2_prot_CAR04806.1_3432	lcl|CP000038.1_prot_AAZ89917.1_3120	lcl|NC_017635.1_prot_WP_000922872.1_3413
9	9	0.901	lcl|FN554766.1_prot_CBG36383.1_3549	lcl|AP010953.1_prot_BAI27554.1_4384	lcl|NC_004337.2_prot_NP_709070.2_3002	lcl|NZ_CP022959.1_prot_WP_001301412.1_444	lcl|NC_011750.1_prot_WP_001361937.1_3744	lcl|CP003109.1_prot_AEZ42375.1_3740	lcl|CU928161.2_prot_CAR04887.1_3513	lcl|CP000038.1_prot_AAZ89986.1_3189	lcl|NC_017635.1_prot_WP_001297709.1_3484
9	9	0.901	lcl|FN554766.1_prot_CBG36389.1_3555	lcl|AP010953.1_prot_BAI27560.1_4390	lcl|NC_004337.2_prot_NP_709076.2_3008	lcl|NZ_CP022959.1_prot_WP_000744778.1_438	lcl|NC_011750.1_prot_WP_001329571.1_3750	lcl|CP003109.1_prot_AEZ42381.1_3746	lcl|CU928161.2_prot_CAR04893.1_3519	lcl|CP000038.1_prot_AAZ89991.1_3194	lcl|NC_017635.1_prot_WP_000744779.1_3490
9	9	0.901	lcl|FN554766.1_prot_CBG37115.1_4281	lcl|AP010953.1_prot_BAI27834.1_4669	lcl|NC_004337.2_prot_NP_709721.2_3636	lcl|NZ_CP022959.1_prot_WP_000591795.1_4260	lcl|NC_011750.1_prot_WP_000591795.1_3059	lcl|CP003109.1_prot_AEZ43066.1_4431	lcl|CU928161.2_prot_CAR05546.1_4174	lcl|CP000038.1_prot_AAZ90600.1_3803	lcl|NC_017635.1_prot_WP_000591795.1_4181
9	9	0.9	lcl|FN554766.1_prot_CBG32975.1_141	lcl|AP010953.1_prot_BAI23505.1_146	lcl|NC_004337.2_prot_NP_706091.4_130	lcl|NZ_CP022959.1_prot_WP_012304915.1_3657	lcl|NC_011750.1_prot_WP_010723084.1_154	lcl|CP003109.1_prot_AEZ38773.1_138	lcl|CU928161.2_prot_CAR01518.1_150	lcl|CP000038.1_prot_AAZ86948.1_150	lcl|NC_017635.1_prot_WP_010723084.1_141
9	9	0.9	lcl|FN554766.1_prot_CBG33449.1_615	lcl|AP010953.1_prot_BAI23990.1_661	lcl|NC_004337.2_prot_NP_706441.1_461	lcl|NZ_CP022959.1_prot_WP_000077810.1_3183	lcl|NC_011750.1_prot_WP_000077749.1_557	lcl|CP003109.1_prot_AEZ39349.1_714	lcl|CU928161.2_prot_CAR01967.1_596	lcl|CP000038.1_prot_AAZ87305.1_507	lcl|NC_017635.1_prot_WP_000077721.1_638
9	9	0.9	lcl|FN554766.1_prot_CBG33889.1_1055	lcl|AP010953.1_prot_BAI24846.1_1546	lcl|NC_004337.2_prot_NP_706914.1_921	lcl|NZ_CP022959.1_prot_WP_001019196.1_2704	lcl|NC_011750.1_prot_WP_001019197.1_2162	lcl|CP003109.1_prot_AEZ39803.1_1168	lcl|CU928161.2_prot_CAR02337.1_965	lcl|CP000038.1_prot_AAZ87733.1_935	lcl|NC_017635.1_prot_WP_001019197.1_1084
9	9	0.9	lcl|FN554766.1_prot_CBG34840.1_2006	lcl|AP010953.1_prot_BAI25924.1_2685	lcl|NC_004337.2_prot_NP_707709.2_1688	lcl|NZ_CP022959.1_prot_WP_001295500.1_1844	lcl|NC_011750.1_prot_WP_001295500.1_1189	lcl|CP003109.1_prot_AEZ40796.1_2161	lcl|CU928161.2_prot_CAR03207.1_1835	lcl|CP000038.1_prot_AAZ88014.1_1217	lcl|NC_017635.1_prot_WP_001295500.1_2001
9	9	0.9	lcl|FN554766.1_prot_CBG34914.1_2080	lcl|AP010953.1_prot_BAI26059.1_2820	lcl|NC_004337.2_prot_NP_707814.2_1790	lcl|NZ_CP022959.1_prot_WP_001295642.1_1765	lcl|NC_011750.1_prot_WP_001295642.1_1112	lcl|CP003109.1_prot_AEZ40872.1_2237	lcl|CU928161.2_prot_CAR03282.1_1910	lcl|CP000038.1_prot_AAZ88650.1_1853	lcl|NC_017635.1_prot_WP_001295642.1_2081
9	9	0.9	lcl|FN554766.1_prot_CBG35236.1_2402	lcl|AP010953.1_prot_BAI26294.1_3082	lcl|NC_004337.2_prot_NP_708067.1_2033	lcl|NZ_CP022959.1_prot_WP_000551969.1_1524	lcl|NC_011750.1_prot_WP_000551978.1_2306	lcl|CP003109.1_prot_AEZ41261.1_2626	lcl|CU928161.2_prot_CAR03600.1_2227	lcl|CP000038.1_prot_AAZ88876.1_2079	lcl|NC_017635.1_prot_WP_000551977.1_2347
9	9	0.9	lcl|FN554766.1_prot_CBG35327.1_2493	lcl|AP010953.1_prot_BAI26449.1_3242	lcl|NC_004337.2_prot_NP_708138.2_2102	lcl|NZ_CP022959.1_prot_WP_000879112.1_1440	lcl|NC_011750.1_prot_WP_001571691.1_2395	lcl|CP003109.1_prot_AEZ41340.1_2705	lcl|CU928161.2_prot_CAR03681.1_2308	lcl|CP000038.1_prot_AAZ88958.1_2161	lcl|NC_017635.1_prot_WP_001297077.1_2421
9	9	0.9	lcl|FN554766.1_prot_CBG35620.1_2786	lcl|AP010953.1_prot_BAI26826.1_3628	lcl|NC_004337.2_prot_NP_708432.2_2387	lcl|NZ_CP022959.1_prot_WP_000997403.1_1132	lcl|NC_011750.1_prot_WP_000997418.1_2773	lcl|CP003109.1_prot_AEZ41650.1_3015	lcl|CU928161.2_prot_CAR04018.1_2646	lcl|CP000038.1_prot_AAZ89328.1_2531	lcl|NC_017635.1_prot_WP_000997411.1_2780
9	9	0.9	lcl|FN554766.1_prot_CBG36104.1_3270	lcl|AP010953.1_prot_BAI27276.1_4093	lcl|NC_004337.2_prot_NP_708803.1_2740	lcl|NZ_CP022959.1_prot_WP_001076243.1_728	lcl|NC_011750.1_prot_WP_001076272.1_3455	lcl|CP003109.1_prot_AEZ42096.1_3461	lcl|CU928161.2_prot_CAR04599.1_3226	lcl|CP000038.1_prot_AAZ89800.1_3003	lcl|NC_017635.1_prot_WP_001076233.1_3207
9	9	0.9	lcl|FN554766.1_prot_CBG37255.1_4421	lcl|AP010953.1_prot_BAI28324.1_5179	lcl|NC_004337.2_prot_NP_709839.1_3752	lcl|NZ_CP022959.1_prot_WP_000019358.1_4122	lcl|NC_011750.1_prot_WP_000019358.1_4436	lcl|CP003109.1_prot_AEZ43218.1_4583	lcl|CU928161.2_prot_CAR05711.1_4338	lcl|CP000038.1_prot_AAZ90739.1_3942	lcl|NC_017635.1_prot_WP_000019358.1_4323
9	9	0.9	lcl|FN554766.1_prot_CBG37678.1_4844	lcl|AP010953.1_prot_BAI28686.1_5566	lcl|NC_004337.2_prot_NP_710098.4_4009	lcl|NZ_CP022959.1_prot_WP_001292620.1_3844	lcl|NC_011750.1_prot_WP_001292634.1_4774	lcl|CP003109.1_prot_AEZ43504.1_4869	lcl|CU928161.2_prot_CAR06124.1_4747	lcl|CP000038.1_prot_AAZ90978.1_4181	lcl|NC_017635.1_prot_WP_001292655.1_4617
9	9	0.899	lcl|FN554766.1_prot_CBG32901.1_67	lcl|AP010953.1_prot_BAI23427.1_66	lcl|NC_004337.2_prot_NP_706017.2_59	lcl|NZ_CP022959.1_prot_WP_001300811.1_3738	lcl|NC_011750.1_prot_WP_001361831.1_68	lcl|CP003109.1_prot_AEZ38699.1_64	lcl|CU928161.2_prot_CAR01433.1_65	lcl|CP000038.1_prot_AAZ86865.1_67	lcl|NC_017635.1_prot_WP_001300811.1_61
9	9	0.899	lcl|FN554766.1_prot_CBG32942.1_108	lcl|AP010953.1_prot_BAI23473.1_112	lcl|NC_004337.2_prot_NP_706064.1_105	lcl|NZ_CP022959.1_prot_WP_000923721.1_3691	lcl|NC_011750.1_prot_WP_000923703.1_118	lcl|CP003109.1_prot_AEZ38740.1_105	lcl|CU928161.2_prot_CAR01477.1_110	lcl|CP000038.1_prot_AAZ86912.1_114	lcl|NC_017635.1_prot_WP_000923721.1_108
9	9	0.899	lcl|FN554766.1_prot_CBG33036.1_202	lcl|AP010953.1_prot_BAI23567.1_210	lcl|NC_004337.2_prot_NP_706152.2_190	lcl|NZ_CP022959.1_prot_WP_000644685.1_3593	lcl|NC_011750.1_prot_WP_000644686.1_435	lcl|CP003109.1_prot_AEZ38834.1_199	lcl|CU928161.2_prot_CAR01581.1_211	lcl|CP000038.1_prot_AAZ87010.1_212	lcl|NC_017635.1_prot_WP_000644685.1_204
9	9	0.899	lcl|FN554766.1_prot_CBG33288.1_454	lcl|AP010953.1_prot_BAI23790.1_451	lcl|NC_004337.2_prot_NP_706307.1_332	lcl|NZ_CP022959.1_prot_WP_001199800.1_3341	lcl|NC_011750.1_prot_WP_001199629.1_263	lcl|CP003109.1_prot_AEZ39136.1_501	lcl|CU928161.2_prot_CAR01762.1_392	lcl|CP000038.1_prot_AAZ87172.1_374	lcl|NC_017635.1_prot_WP_001199827.1_486
9	9	0.899	lcl|FN554766.1_prot_CBG33535.1_701	lcl|AP010953.1_prot_BAI24076.1_749	lcl|NC_004337.2_prot_NP_706540.2_558	lcl|NZ_CP022959.1_prot_WP_001018618.1_3094	lcl|NC_011750.1_prot_WP_001018618.1_636	lcl|CP003109.1_prot_AEZ39434.1_799	lcl|CU928161.2_prot_CAR02061.1_689	lcl|CP000038.1_prot_AAZ87396.1_598	lcl|NC_017635.1_prot_WP_001018618.1_727
9	9	0.899	lcl|FN554766.1_prot_CBG33851.1_1017	lcl|AP010953.1_prot_BAI24380.1_1064	lcl|NC_004337.2_prot_NP_706858.2_866	lcl|NZ_CP022959.1_prot_WP_001263933.1_2762	lcl|NC_011750.1_prot_WP_001263922.1_2210	lcl|CP003109.1_prot_AEZ39750.1_1115	lcl|CU928161.2_prot_CAR02297.1_925	lcl|CP000038.1_prot_AAZ87678.1_880	lcl|NC_017635.1_prot_WP_001263933.1_1029
9	9	0.899	lcl|FN554766.1_prot_CBG33888.1_1054	lcl|AP010953.1_prot_BAI24844.1_1544	lcl|NC_004337.2_prot_NP_706912.2_919	lcl|NZ_CP022959.1_prot_WP_000066490.1_2707	lcl|NC_011750.1_prot_WP_000066490.1_2165	lcl|CP003109.1_prot_AEZ39801.1_1166	lcl|CU928161.2_prot_CAR02336.1_964	lcl|CP000038.1_prot_AAZ87731.1_933	lcl|NC_017635.1_prot_WP_000066490.1_1081
9	9	0.899	lcl|FN554766.1_prot_CBG34265.1_1431	lcl|AP010953.1_prot_BAI25175.1_1894	lcl|NC_004337.2_prot_NP_707231.2_1231	lcl|NZ_CP022959.1_prot_WP_001295589.1_2384	lcl|NC_011750.1_prot_WP_001296042.1_1670	lcl|CP003109.1_prot_AEZ40225.1_1590	lcl|CU928161.2_prot_CAR02788.1_1416	lcl|CP000038.1_prot_AAZ88491.1_1694	lcl|NC_017635.1_prot_WP_000219122.1_1401
9	9	0.899	lcl|FN554766.1_prot_CBG34727.1_1893	lcl|AP010953.1_prot_BAI25752.1_2511	lcl|NC_004337.2_prot_NP_707375.2_1367	lcl|NZ_CP022959.1_prot_WP_000968914.1_1961	lcl|NC_011750.1_prot_WP_000968919.1_1304	lcl|CP003109.1_prot_AEZ40681.1_2046	lcl|CU928161.2_prot_CAR03096.1_1724	lcl|CP000038.1_prot_AAZ88129.1_1332	lcl|NC_017635.1_prot_WP_000968919.1_1884
9	9	0.899	lcl|FN554766.1_prot_CBG34818.1_1984	lcl|AP010953.1_prot_BAI25838.1_2597	lcl|NC_004337.2_prot_NP_707292.1_1287	lcl|NZ_CP022959.1_prot_WP_001262182.1_1864	lcl|NC_011750.1_prot_WP_001262188.1_1209	lcl|CP003109.1_prot_AEZ40774.1_2139	lcl|CU928161.2_prot_CAR03186.1_1814	lcl|CP000038.1_prot_AAZ88045.1_1248	lcl|NC_017635.1_prot_WP_001262174.1_1981
9	9	0.899	lcl|FN554766.1_prot_CBG34868.1_2034	lcl|AP010953.1_prot_BAI25966.1_2727	lcl|NC_004337.2_prot_NP_707763.2_1742	lcl|NZ_CP022959.1_prot_WP_001295504.1_1815	lcl|NC_011750.1_prot_WP_012602283.1_1160	lcl|CP003109.1_prot_AEZ40825.1_2190	lcl|CU928161.2_prot_CAR03236.1_1864	lcl|CP000038.1_prot_AAZ87959.1_1162	lcl|NC_017635.1_prot_WP_001326063.1_2031
9	9	0.899	lcl|FN554766.1_prot_CBG34923.1_2089	lcl|AP010953.1_prot_BAI26066.1_2827	lcl|NC_004337.2_prot_NP_707825.2_1799	lcl|NZ_CP022959.1_prot_WP_001282706.1_1756	lcl|NC_011750.1_prot_WP_001282679.1_1102	lcl|CP003109.1_prot_AEZ40883.1_2248	lcl|CU928161.2_prot_CAR03293.1_1921	lcl|CP000038.1_prot_AAZ88664.1_1867	lcl|NC_017635.1_prot_WP_001282709.1_2093
9	9	0.899	lcl|FN554766.1_prot_CBG34949.1_2115	lcl|AP010953.1_prot_BAI26088.1_2852	lcl|NC_004337.2_prot_NP_707853.1_1827	lcl|NZ_CP022959.1_prot_WP_000826766.1_1730	lcl|NC_011750.1_prot_WP_000826726.1_1077	lcl|CP003109.1_prot_AEZ40908.1_2273	lcl|CU928161.2_prot_CAR03318.1_1946	lcl|CP000038.1_prot_AAZ88690.1_1893	lcl|NC_017635.1_prot_WP_000826770.1_2118
9	9	0.899	lcl|FN554766.1_prot_CBG35382.1_2548	lcl|AP010953.1_prot_BAI26504.1_3297	lcl|NC_004337.2_prot_NP_708191.1_2154	lcl|NZ_CP022959.1_prot_WP_000737621.1_1386	lcl|NC_011750.1_prot_WP_000737621.1_2453	lcl|CP003109.1_prot_AEZ41395.1_2760	lcl|CU928161.2_prot_CAR03735.1_2362	lcl|CP000038.1_prot_AAZ89010.1_2213	lcl|NC_017635.1_prot_WP_000737621.1_2475
9	9	0.899	lcl|FN554766.1_prot_CBG35984.1_3150	lcl|AP010953.1_prot_BAI27236.1_4051	lcl|NC_004337.2_prot_NP_708717.1_2662	lcl|NZ_CP022959.1_prot_WP_001094831.1_783	lcl|NC_011750.1_prot_WP_001094835.1_3350	lcl|CP003109.1_prot_AEZ42006.1_3371	lcl|CU928161.2_prot_CAR04469.1_3097	lcl|CP000038.1_prot_AAZ89693.1_2896	lcl|NC_017635.1_prot_WP_001094831.1_3159
