# Species	Genes	Alg.-Conn.	536.fasta	ABU83972.fasta	APEC01.fasta	CFT073.fasta	E2348:69.fasta	ED1a.fasta	S88.fasta	SE15.fasta	UTI89.fasta
9	9	0.947	lcl|NC_008253.1_prot_WP_001098726.1_2538	lcl|CP001671.1_prot_ADN47376.1_2757	lcl|NZ_CP028310.1_prot_WP_001098726.1_2597	lcl|NZ_CP051263.1_prot_WP_001098726.1_2837	lcl|NC_011601.1_prot_WP_001098726.1_2976	lcl|NC_011745.1_prot_WP_001098720.1_2945	lcl|CU928161.2_prot_CAR04020.1_2648	lcl|NC_013654.1_prot_WP_001098726.1_2486	lcl|NC_007946.1_prot_WP_001098726.1_2728
9	9	0.947	lcl|NC_008253.1_prot_WP_001140251.1_3883	lcl|CP001671.1_prot_ADN48680.1_4061	lcl|NZ_CP028310.1_prot_WP_001140251.1_3785	lcl|NZ_CP051263.1_prot_WP_001140251.1_4271	lcl|NC_011601.1_prot_WP_001140251.1_4228	lcl|NC_011745.1_prot_WP_000415798.1_4321	lcl|CU928161.2_prot_CAR05395.1_4023	lcl|NC_013654.1_prot_WP_001140251.1_3689	lcl|NC_007946.1_prot_WP_001140251.1_4019
9	9	0.947	lcl|NC_008253.1_prot_WP_001168459.1_2527	lcl|CP001671.1_prot_ADN47366.1_2747	lcl|NZ_CP028310.1_prot_WP_001168459.1_2586	lcl|NZ_CP051263.1_prot_WP_001168459.1_2826	lcl|NC_011601.1_prot_WP_001168459.1_2965	lcl|NC_011745.1_prot_WP_001168460.1_2934	lcl|CU928161.2_prot_CAR04009.1_2637	lcl|NC_013654.1_prot_WP_001168459.1_2475	lcl|NC_007946.1_prot_WP_001168459.1_2717
9	9	0.947	lcl|NC_008253.1_prot_WP_001295263.1_3977	lcl|CP001671.1_prot_ADN48774.1_4155	lcl|NZ_CP028310.1_prot_WP_001295263.1_3858	lcl|NZ_CP051263.1_prot_WP_001295263.1_4366	lcl|NC_011601.1_prot_WP_001340163.1_4317	lcl|NC_011745.1_prot_WP_005052859.1_4411	lcl|CU928161.2_prot_CAR05492.1_4121	lcl|NC_013654.1_prot_WP_001295263.1_3782	lcl|NC_007946.1_prot_WP_001295263.1_4115
9	9	0.947	lcl|NC_008253.1_prot_WP_001295847.1_592	lcl|CP001671.1_prot_ADN45222.1_603	lcl|NZ_CP028310.1_prot_WP_000786319.1_587	lcl|NZ_CP051263.1_prot_WP_001528786.1_591	lcl|NC_011601.1_prot_WP_001295847.1_488	lcl|NC_011745.1_prot_WP_024185452.1_552	lcl|CU928161.2_prot_CAR01956.1_585	lcl|NC_013654.1_prot_WP_001295847.1_517	lcl|NC_007946.1_prot_WP_000786320.1_539
9	9	0.947	lcl|NC_008253.1_prot_WP_001298299.1_865	lcl|CP001671.1_prot_ADN45493.1_874	lcl|NZ_CP028310.1_prot_WP_001298299.1_876	lcl|NZ_CP051263.1_prot_WP_001298299.1_916	lcl|NC_011601.1_prot_WP_000488716.1_891	lcl|NC_011745.1_prot_WP_012601376.1_816	lcl|CU928161.2_prot_CAR02232.1_860	lcl|NC_013654.1_prot_WP_000488716.1_817	lcl|NC_007946.1_prot_WP_001298299.1_811
9	9	0.946	lcl|NC_008253.1_prot_WP_000042430.1_2295	lcl|CP001671.1_prot_ADN47138.1_2519	lcl|NZ_CP028310.1_prot_WP_000042442.1_2336	lcl|NZ_CP051263.1_prot_WP_000042430.1_2595	lcl|NC_011601.1_prot_WP_000042430.1_2532	lcl|NC_011745.1_prot_WP_000047367.1_2704	lcl|CU928161.2_prot_CAR03727.1_2354	lcl|NC_013654.1_prot_WP_000042440.1_2238	lcl|NC_007946.1_prot_WP_000042440.1_2428
9	9	0.946	lcl|NC_008253.1_prot_WP_000053062.1_930	lcl|CP001671.1_prot_ADN45556.1_937	lcl|NZ_CP028310.1_prot_WP_000053099.1_950	lcl|NZ_CP051263.1_prot_WP_000053086.1_980	lcl|NC_011601.1_prot_WP_000053113.1_955	lcl|NC_011745.1_prot_WP_000053092.1_944	lcl|CU928161.2_prot_CAR02302.1_930	lcl|NC_013654.1_prot_WP_000053085.1_881	lcl|NC_007946.1_prot_WP_000053080.1_936
9	9	0.946	lcl|NC_008253.1_prot_WP_000084467.1_667	lcl|CP001671.1_prot_ADN45298.1_679	lcl|NZ_CP028310.1_prot_WP_000084469.1_670	lcl|NZ_CP051263.1_prot_WP_000084467.1_666	lcl|NC_011601.1_prot_WP_000084467.1_563	lcl|NC_011745.1_prot_WP_000084460.1_627	lcl|CU928161.2_prot_CAR02034.1_662	lcl|NC_013654.1_prot_WP_000084467.1_608	lcl|NC_007946.1_prot_WP_000084469.1_614
9	9	0.946	lcl|NC_008253.1_prot_WP_000147302.1_1816	lcl|CP001671.1_prot_ADN46679.1_2060	lcl|NZ_CP028310.1_prot_WP_000147302.1_1910	lcl|NZ_CP051263.1_prot_WP_000147302.1_2101	lcl|NC_011601.1_prot_WP_000147302.1_2093	lcl|NC_011745.1_prot_WP_000147310.1_2109	lcl|CU928161.2_prot_CAR03246.1_1874	lcl|NC_013654.1_prot_WP_000147302.1_1792	lcl|NC_007946.1_prot_WP_000147302.1_1959
9	9	0.946	lcl|NC_008253.1_prot_WP_000147637.1_3174	lcl|CP001671.1_prot_ADN48023.1_3404	lcl|NZ_CP028310.1_prot_WP_000147574.1_3163	lcl|NZ_CP051263.1_prot_WP_000147603.1_3569	lcl|NC_011601.1_prot_WP_000147605.1_3566	lcl|NC_011745.1_prot_WP_000147647.1_3700	lcl|CU928161.2_prot_CAR04763.1_3389	lcl|NC_013654.1_prot_WP_000147602.1_3058	lcl|NC_007946.1_prot_WP_000147636.1_3358
9	9	0.946	lcl|NC_008253.1_prot_WP_000165667.1_2597	lcl|CP001671.1_prot_ADN47432.1_2813	lcl|NZ_CP028310.1_prot_WP_000165680.1_2657	lcl|NZ_CP051263.1_prot_WP_000165691.1_2963	lcl|NC_011601.1_prot_WP_000165669.1_3063	lcl|NC_011745.1_prot_WP_000169331.1_3055	lcl|CU928161.2_prot_CAR04193.1_2822	lcl|NC_013654.1_prot_WP_000165701.1_2544	lcl|NC_007946.1_prot_WP_000165690.1_2848
9	9	0.946	lcl|NC_008253.1_prot_WP_000228366.1_4350	lcl|CP001671.1_prot_ADN49159.1_4540	lcl|NZ_CP028310.1_prot_WP_000228346.1_4290	lcl|NZ_CP051263.1_prot_WP_000228366.1_4801	lcl|NC_011601.1_prot_WP_000228369.1_4695	lcl|NC_011745.1_prot_WP_000228373.1_4874	lcl|CU928161.2_prot_CAR05951.1_4575	lcl|NC_013654.1_prot_WP_000228365.1_4171	lcl|NC_007946.1_prot_WP_000228366.1_4461
9	9	0.946	lcl|NC_008253.1_prot_WP_000401115.1_558	lcl|CP001671.1_prot_ADN45188.1_569	lcl|NZ_CP028310.1_prot_WP_000401100.1_552	lcl|NZ_CP051263.1_prot_WP_000401115.1_557	lcl|NC_011601.1_prot_WP_000401115.1_455	lcl|NC_011745.1_prot_ECED1_RS02635_516	lcl|CU928161.2_prot_CAR01855.1_485	lcl|NC_013654.1_prot_WP_000401115.1_483	lcl|NC_007946.1_prot_WP_000401115.1_506
9	9	0.946	lcl|NC_008253.1_prot_WP_000489583.1_1013	lcl|CP001671.1_prot_ADN45822.1_1203	lcl|NZ_CP028310.1_prot_WP_000489587.1_1067	lcl|NZ_CP051263.1_prot_WP_000489574.1_1177	lcl|NC_011601.1_prot_WP_000489572.1_1165	lcl|NC_011745.1_prot_WP_000489575.1_1158	lcl|CU928161.2_prot_CAR02384.1_1012	lcl|NC_013654.1_prot_WP_000489584.1_963	lcl|NC_007946.1_prot_WP_000489568.1_1080
9	9	0.946	lcl|NC_008253.1_prot_WP_000492656.1_2585	lcl|CP001671.1_prot_ADN47419.1_2800	lcl|NZ_CP028310.1_prot_WP_000492656.1_2647	lcl|NZ_CP051263.1_prot_WP_000492656.1_2951	lcl|NC_011601.1_prot_WP_000492656.1_3051	lcl|NC_011745.1_prot_WP_000492652.1_3043	lcl|CU928161.2_prot_CAR04181.1_2810	lcl|NC_013654.1_prot_WP_000492656.1_2534	lcl|NC_007946.1_prot_WP_000492658.1_2836
9	9	0.946	lcl|NC_008253.1_prot_WP_000901994.1_137	lcl|CP001671.1_prot_ADN44755.1_136	lcl|NZ_CP028310.1_prot_WP_000901987.1_184	lcl|NZ_CP051263.1_prot_WP_000901995.1_143	lcl|NC_011601.1_prot_WP_000901992.1_132	lcl|NC_011745.1_prot_WP_000901975.1_139	lcl|CU928161.2_prot_CAR01504.1_136	lcl|NC_013654.1_prot_WP_000901994.1_143	lcl|NC_007946.1_prot_WP_000901993.1_139
9	9	0.946	lcl|NC_008253.1_prot_WP_000907385.1_1333	lcl|CP001671.1_prot_ADN46142.1_1523	lcl|NZ_CP028310.1_prot_WP_000907387.1_1378	lcl|NZ_CP051263.1_prot_WP_000907387.1_1599	lcl|NC_011601.1_prot_WP_000907387.1_1547	lcl|NC_011745.1_prot_WP_000907385.1_1474	lcl|CU928161.2_prot_CAR02767.1_1395	lcl|NC_013654.1_prot_WP_000907387.1_1315	lcl|NC_007946.1_prot_WP_000907391.1_1457
9	9	0.946	lcl|NC_008253.1_prot_WP_000994418.1_1854	lcl|CP001671.1_prot_ADN46726.1_2107	lcl|NZ_CP028310.1_prot_WP_000994417.1_1954	lcl|NZ_CP051263.1_prot_WP_000994423.1_2148	lcl|NC_011601.1_prot_WP_000994426.1_2138	lcl|NC_011745.1_prot_WP_000994435.1_2157	lcl|CU928161.2_prot_CAR03291.1_1919	lcl|NC_013654.1_prot_WP_000994422.1_1839	lcl|NC_007946.1_prot_WP_000994426.1_2005
9	9	0.946	lcl|NC_008253.1_prot_WP_001008035.1_4281	lcl|CP001671.1_prot_ADN49090.1_4471	lcl|NZ_CP028310.1_prot_WP_001008050.1_4217	lcl|NZ_CP051263.1_prot_WP_001008035.1_4732	lcl|NC_011601.1_prot_WP_001008037.1_4625	lcl|NC_011745.1_prot_WP_001008030.1_4757	lcl|CU928161.2_prot_CAR05881.1_4505	lcl|NC_013654.1_prot_WP_001008032.1_4101	lcl|NC_007946.1_prot_WP_001008035.1_4390
9	9	0.946	lcl|NC_008253.1_prot_WP_001011024.1_1932	lcl|CP001671.1_prot_ADN46780.1_2161	lcl|NZ_CP028310.1_prot_WP_001011023.1_2010	lcl|NZ_CP051263.1_prot_WP_001011024.1_2228	lcl|NC_011601.1_prot_WP_001011021.1_2207	lcl|NC_011745.1_prot_WP_001011006.1_2269	lcl|CU928161.2_prot_CAR03346.1_1974	lcl|NC_013654.1_prot_WP_001011025.1_1893	lcl|NC_007946.1_prot_WP_001011024.1_2058
9	9	0.946	lcl|NC_008253.1_prot_WP_001117834.1_2571	lcl|CP001671.1_prot_ADN47405.1_2786	lcl|NZ_CP028310.1_prot_WP_001117838.1_2628	lcl|NZ_CP051263.1_prot_WP_001117834.1_2868	lcl|NC_011601.1_prot_WP_001117834.1_3026	lcl|NC_011745.1_prot_WP_001117832.1_2979	lcl|CU928161.2_prot_CAR04057.1_2686	lcl|NC_013654.1_prot_WP_001117834.1_2520	lcl|NC_007946.1_prot_WP_001117834.1_2761
9	9	0.946	lcl|NC_008253.1_prot_WP_001138904.1_475	lcl|CP001671.1_prot_ADN45107.1_488	lcl|NZ_CP028310.1_prot_WP_001138904.1_469	lcl|NZ_CP051263.1_prot_WP_001138904.1_475	lcl|NC_011601.1_prot_WP_001138906.1_368	lcl|NC_011745.1_prot_WP_001138905.1_436	lcl|CU928161.2_prot_CAR01769.1_399	lcl|NC_013654.1_prot_WP_001138904.1_396	lcl|NC_007946.1_prot_WP_001138904.1_420
9	9	0.946	lcl|NC_008253.1_prot_WP_001262726.1_2536	lcl|CP001671.1_prot_ADN47374.1_2755	lcl|NZ_CP028310.1_prot_WP_001262716.1_2595	lcl|NZ_CP051263.1_prot_WP_001262723.1_2835	lcl|NC_011601.1_prot_WP_001262723.1_2974	lcl|NC_011745.1_prot_WP_001262708.1_2943	lcl|CU928161.2_prot_CAR04017.1_2645	lcl|NC_013654.1_prot_WP_001262723.1_2484	lcl|NC_007946.1_prot_WP_001262723.1_2726
9	9	0.946	lcl|NC_008253.1_prot_WP_001280384.1_2842	lcl|CP001671.1_prot_ADN47661.1_3042	lcl|NZ_CP028310.1_prot_WP_001290136.1_2882	lcl|NZ_CP051263.1_prot_WP_001280386.1_3190	lcl|NC_011601.1_prot_WP_001290144.1_3281	lcl|NC_011745.1_prot_WP_001290112.1_3278	lcl|CU928161.2_prot_CAR04423.1_3051	lcl|NC_013654.1_prot_WP_001280386.1_2776	lcl|NC_007946.1_prot_WP_001280378.1_3082
9	9	0.946	lcl|NC_008253.1_prot_WP_001297940.1_2101	lcl|CP001671.1_prot_ADN46946.1_2327	lcl|NZ_CP028310.1_prot_WP_001352238.1_2133	lcl|NZ_CP051263.1_prot_WP_001339765.1_2402	lcl|NC_011601.1_prot_WP_012578943.1_2337	lcl|NC_011745.1_prot_WP_012601608.1_2405	lcl|CU928161.2_prot_CAR03530.1_2158	lcl|NC_013654.1_prot_WP_001296225.1_2044	lcl|NC_007946.1_prot_WP_001297940.1_2234
9	9	0.946	lcl|NC_008253.1_prot_WP_001298045.1_4407	lcl|CP001671.1_prot_ADN49214.1_4595	lcl|NZ_CP028310.1_prot_WP_001299662.1_4344	lcl|NZ_CP051263.1_prot_WP_024182262.1_4859	lcl|NC_011601.1_prot_WP_012579046.1_4746	lcl|NC_011745.1_prot_WP_001442090.1_4934	lcl|CU928161.2_prot_CAR05999.1_4624	lcl|NC_013654.1_prot_WP_000061766.1_4228	lcl|NC_007946.1_prot_WP_001555771.1_4518
9	9	0.946	lcl|NC_008253.1_prot_WP_001298360.1_1023	lcl|CP001671.1_prot_ADN45833.1_1214	lcl|NZ_CP028310.1_prot_WP_001144615.1_1077	lcl|NZ_CP051263.1_prot_WP_001298360.1_1187	lcl|NC_011601.1_prot_WP_012578880.1_1175	lcl|NC_011745.1_prot_WP_012601460.1_1168	lcl|CU928161.2_prot_CAR02396.1_1024	lcl|NC_013654.1_prot_WP_001295959.1_973	lcl|NC_007946.1_prot_WP_001331937.1_1090
9	9	0.946	lcl|NC_008253.1_prot_WP_001298510.1_1838	lcl|CP001671.1_prot_ADN46710.1_2091	lcl|NZ_CP028310.1_prot_WP_001352258.1_1940	lcl|NZ_CP051263.1_prot_WP_001296169.1_2132	lcl|NC_011601.1_prot_WP_001298510.1_2125	lcl|NC_011745.1_prot_WP_001317902.1_2140	lcl|CU928161.2_prot_CAR03275.1_1903	lcl|NC_013654.1_prot_WP_001545997.1_1822	lcl|NC_007946.1_prot_WP_001350673.1_1989
9	9	0.946	lcl|NC_008253.1_prot_WP_001298527.1_1571	lcl|CP001671.1_prot_ADN46442.1_1823	lcl|NZ_CP028310.1_prot_WP_001300356.1_1659	lcl|NZ_CP051263.1_prot_WP_001304337.1_1856	lcl|NC_011601.1_prot_WP_001339625.1_1804	lcl|NC_011745.1_prot_WP_012601540.1_1803	lcl|CU928161.2_prot_CAR03005.1_1632	lcl|NC_013654.1_prot_WP_001296098.1_1547	lcl|NC_007946.1_prot_WP_001332125.1_1717
9	9	0.945	lcl|NC_008253.1_prot_WP_000081072.1_1627	lcl|CP001671.1_prot_ADN46496.1_1877	lcl|NZ_CP028310.1_prot_WP_000081081.1_1715	lcl|NZ_CP051263.1_prot_WP_000081072.1_1912	lcl|NC_011601.1_prot_WP_000081072.1_1859	lcl|NC_011745.1_prot_WP_000081073.1_1860	lcl|CU928161.2_prot_CAR03060.1_1687	lcl|NC_013654.1_prot_WP_000081065.1_1604	lcl|NC_007946.1_prot_WP_000081072.1_1773
9	9	0.945	lcl|NC_008253.1_prot_WP_000087763.1_962	lcl|CP001671.1_prot_ADN45588.1_969	lcl|NZ_CP028310.1_prot_WP_000087763.1_989	lcl|NZ_CP051263.1_prot_WP_000087763.1_1012	lcl|NC_011601.1_prot_WP_000087763.1_994	lcl|NC_011745.1_prot_WP_000087764.1_1037	lcl|CU928161.2_prot_CAR02334.1_962	lcl|NC_013654.1_prot_WP_000087763.1_913	lcl|NC_007946.1_prot_WP_000087763.1_968
9	9	0.945	lcl|NC_008253.1_prot_WP_000094665.1_3097	lcl|CP001671.1_prot_ADN47953.1_3334	lcl|NZ_CP028310.1_prot_WP_000094721.1_3080	lcl|NZ_CP051263.1_prot_WP_000094725.1_3496	lcl|NC_011601.1_prot_WP_000094729.1_3494	lcl|NC_011745.1_prot_WP_000094735.1_3627	lcl|CU928161.2_prot_CAR04698.1_3324	lcl|NC_013654.1_prot_WP_000094714.1_2985	lcl|NC_007946.1_prot_WP_000094730.1_3289
9	9	0.945	lcl|NC_008253.1_prot_WP_000187001.1_4089	lcl|CP001671.1_prot_ADN48892.1_4273	lcl|NZ_CP028310.1_prot_WP_000187022.1_3976	lcl|NZ_CP051263.1_prot_WP_000186996.1_4479	lcl|NC_011601.1_prot_WP_000187028.1_4434	lcl|NC_011745.1_prot_WP_000187042.1_4522	lcl|CU928161.2_prot_CAR05603.1_4231	lcl|NC_013654.1_prot_WP_000186998.1_3899	lcl|NC_007946.1_prot_WP_000187001.1_4225
9	9	0.945	lcl|NC_008253.1_prot_WP_000208757.1_4290	lcl|CP001671.1_prot_ADN49099.1_4480	lcl|NZ_CP028310.1_prot_WP_000208757.1_4226	lcl|NZ_CP051263.1_prot_WP_000208757.1_4741	lcl|NC_011601.1_prot_WP_000208757.1_4634	lcl|NC_011745.1_prot_WP_000208754.1_4766	lcl|CU928161.2_prot_CAR05890.1_4514	lcl|NC_013654.1_prot_WP_000208757.1_4110	lcl|NC_007946.1_prot_WP_000208757.1_4399
9	9	0.945	lcl|NC_008253.1_prot_WP_000212245.1_572	lcl|CP001671.1_prot_ADN45202.1_583	lcl|NZ_CP028310.1_prot_WP_000212247.1_565	lcl|NZ_CP051263.1_prot_WP_000212234.1_571	lcl|NC_011601.1_prot_WP_000212243.1_468	lcl|NC_011745.1_prot_WP_000212238.1_530	lcl|CU928161.2_prot_CAR01869.1_499	lcl|NC_013654.1_prot_WP_000212245.1_497	lcl|NC_007946.1_prot_WP_000212244.1_520
9	9	0.945	lcl|NC_008253.1_prot_WP_000444747.1_3060	lcl|CP001671.1_prot_ADN47911.1_3292	lcl|NZ_CP028310.1_prot_WP_000444747.1_3038	lcl|NZ_CP051263.1_prot_WP_000444744.1_3453	lcl|NC_011601.1_prot_WP_000444743.1_3456	lcl|NC_011745.1_prot_WP_000444739.1_3586	lcl|CU928161.2_prot_CAR04656.1_3283	lcl|NC_013654.1_prot_WP_000444744.1_2944	lcl|NC_007946.1_prot_WP_000444744.1_3248
9	9	0.945	lcl|NC_008253.1_prot_WP_000542788.1_4238	lcl|CP001671.1_prot_ADN49047.1_4428	lcl|NZ_CP028310.1_prot_WP_000542790.1_4173	lcl|NZ_CP051263.1_prot_WP_000542780.1_4633	lcl|NC_011601.1_prot_WP_000542761.1_4582	lcl|NC_011745.1_prot_WP_000542789.1_4668	lcl|CU928161.2_prot_CAR05760.1_4386	lcl|NC_013654.1_prot_WP_000542778.1_4050	lcl|NC_007946.1_prot_WP_000542780.1_4347
9	9	0.945	lcl|NC_008253.1_prot_WP_000769961.1_2414	lcl|CP001671.1_prot_ADN47255.1_2636	lcl|NZ_CP028310.1_prot_WP_000769961.1_2458	lcl|NZ_CP051263.1_prot_WP_000769942.1_2714	lcl|NC_011601.1_prot_WP_000769961.1_2790	lcl|NC_011745.1_prot_WP_000769941.1_2821	lcl|CU928161.2_prot_CAR03900.1_2527	lcl|NC_013654.1_prot_WP_000769961.1_2363	lcl|NC_007946.1_prot_WP_000769952.1_2605
9	9	0.945	lcl|NC_008253.1_prot_WP_000906235.1_2812	lcl|CP001671.1_prot_ADN47631.1_3012	lcl|NZ_CP028310.1_prot_WP_000906252.1_2851	lcl|NZ_CP051263.1_prot_WP_000906282.1_3159	lcl|NC_011601.1_prot_WP_000906241.1_3251	lcl|NC_011745.1_prot_WP_000906304.1_3248	lcl|CU928161.2_prot_CAR04395.1_3023	lcl|NC_013654.1_prot_WP_000906283.1_2746	lcl|NC_007946.1_prot_WP_000906236.1_3052
9	9	0.945	lcl|NC_008253.1_prot_WP_000980604.1_2014	lcl|CP001671.1_prot_ADN46856.1_2237	lcl|NZ_CP028310.1_prot_WP_000980539.1_2051	lcl|NZ_CP051263.1_prot_WP_000980604.1_2313	lcl|NC_011601.1_prot_WP_000980559.1_2239	lcl|NC_011745.1_prot_WP_000980581.1_2305	lcl|CU928161.2_prot_CAR03398.1_2025	lcl|NC_013654.1_prot_WP_000980569.1_1957	lcl|NC_007946.1_prot_WP_000980617.1_2143
9	9	0.945	lcl|NC_008253.1_prot_WP_001046792.1_1705	lcl|CP001671.1_prot_ADN46573.1_1954	lcl|NZ_CP028310.1_prot_WP_001300415.1_1792	lcl|NZ_CP051263.1_prot_WP_001046792.1_1990	lcl|NC_011601.1_prot_WP_001046792.1_1982	lcl|NC_011745.1_prot_WP_012601549.1_1935	lcl|CU928161.2_prot_CAR03137.1_1765	lcl|NC_013654.1_prot_WP_001046792.1_1680	lcl|NC_007946.1_prot_WP_001046792.1_1848
9	9	0.945	lcl|NC_008253.1_prot_WP_001113442.1_3793	lcl|CP001671.1_prot_ADN48594.1_3975	lcl|NZ_CP028310.1_prot_WP_001113432.1_3690	lcl|NZ_CP051263.1_prot_WP_001113432.1_4181	lcl|NC_011601.1_prot_WP_001113432.1_4137	lcl|NC_011745.1_prot_WP_001113442.1_4231	lcl|CU928161.2_prot_CAR05306.1_3933	lcl|NC_013654.1_prot_WP_001113432.1_3596	lcl|NC_007946.1_prot_WP_001113443.1_3929
9	9	0.945	lcl|NC_008253.1_prot_WP_001127222.1_1757	lcl|CP001671.1_prot_ADN46620.1_2001	lcl|NZ_CP028310.1_prot_WP_001127216.1_1849	lcl|NZ_CP051263.1_prot_WP_001296135.1_2042	lcl|NC_011601.1_prot_WP_001339706.1_2034	lcl|NC_011745.1_prot_WP_012601550.1_1987	lcl|CU928161.2_prot_CAR03187.1_1815	lcl|NC_013654.1_prot_WP_001127222.1_1732	lcl|NC_007946.1_prot_WP_001296135.1_1900
9	9	0.945	lcl|NC_008253.1_prot_WP_001131317.1_4243	lcl|CP001671.1_prot_ADN49052.1_4433	lcl|NZ_CP028310.1_prot_WP_001131339.1_4178	lcl|NZ_CP051263.1_prot_WP_001131332.1_4638	lcl|NC_011601.1_prot_WP_001131340.1_4587	lcl|NC_011745.1_prot_WP_001131345.1_4673	lcl|CU928161.2_prot_CAR05765.1_4391	lcl|NC_013654.1_prot_WP_001131346.1_4055	lcl|NC_007946.1_prot_WP_001131335.1_4352
9	9	0.945	lcl|NC_008253.1_prot_WP_001167663.1_3546	lcl|CP001671.1_prot_ADN48398.1_3779	lcl|NZ_CP028310.1_prot_WP_001167676.1_3525	lcl|NZ_CP051263.1_prot_WP_001167663.1_3944	lcl|NC_011601.1_prot_WP_001167661.1_3904	lcl|NC_011745.1_prot_WP_001167661.1_4063	lcl|CU928161.2_prot_CAR05143.1_3769	lcl|NC_013654.1_prot_WP_001167663.1_3424	lcl|NC_007946.1_prot_WP_001167662.1_3767
9	9	0.945	lcl|NC_008253.1_prot_WP_001169659.1_1240	lcl|CP001671.1_prot_ADN46050.1_1431	lcl|NZ_CP028310.1_prot_WP_001169669.1_1284	lcl|NZ_CP051263.1_prot_WP_001169659.1_1503	lcl|NC_011601.1_prot_WP_001169669.1_1378	lcl|NC_011745.1_prot_WP_001169660.1_1332	lcl|CU928161.2_prot_CAR02614.1_1242	lcl|NC_013654.1_prot_WP_001169659.1_1220	lcl|NC_007946.1_prot_WP_001169659.1_1306
9	9	0.945	lcl|NC_008253.1_prot_WP_001182670.1_3589	lcl|CP001671.1_prot_ADN48441.1_3822	lcl|NZ_CP028310.1_prot_WP_001182650.1_3569	lcl|NZ_CP051263.1_prot_WP_001182637.1_3988	lcl|NC_011601.1_prot_WP_001182636.1_3956	lcl|NC_011745.1_prot_WP_001182669.1_4113	lcl|CU928161.2_prot_CAR05188.1_3814	lcl|NC_013654.1_prot_WP_001182627.1_3471	lcl|NC_007946.1_prot_WP_001182635.1_3811
9	9	0.945	lcl|NC_008253.1_prot_WP_001185734.1_1804	lcl|CP001671.1_prot_ADN46668.1_2049	lcl|NZ_CP028310.1_prot_WP_001185741.1_1896	lcl|NZ_CP051263.1_prot_WP_001185734.1_2089	lcl|NC_011601.1_prot_WP_001185734.1_2081	lcl|NC_011745.1_prot_WP_001185752.1_2097	lcl|CU928161.2_prot_CAR03235.1_1863	lcl|NC_013654.1_prot_WP_001185734.1_1780	lcl|NC_007946.1_prot_WP_001185753.1_1947
9	9	0.945	lcl|NC_008253.1_prot_WP_001287454.1_2605	lcl|CP001671.1_prot_ADN47442.1_2823	lcl|NZ_CP028310.1_prot_WP_039023139.1_2665	lcl|NZ_CP051263.1_prot_WP_001287462.1_2973	lcl|NC_011601.1_prot_WP_001287462.1_3075	lcl|NC_011745.1_prot_WP_001287452.1_3063	lcl|CU928161.2_prot_CAR04203.1_2832	lcl|NC_013654.1_prot_WP_001287462.1_2554	lcl|NC_007946.1_prot_WP_000005714.1_2858
9	9	0.945	lcl|NC_008253.1_prot_WP_001295322.1_546	lcl|CP001671.1_prot_ADN45176.1_557	lcl|NZ_CP028310.1_prot_WP_001300573.1_535	lcl|NZ_CP051263.1_prot_WP_001443070.1_545	lcl|NC_011601.1_prot_WP_001295322.1_441	lcl|NC_011745.1_prot_WP_012601353.1_505	lcl|CU928161.2_prot_CAR01843.1_473	lcl|NC_013654.1_prot_WP_001295322.1_466	lcl|NC_007946.1_prot_WP_001295322.1_494
9	9	0.945	lcl|NC_008253.1_prot_WP_001297893.1_2117	lcl|CP001671.1_prot_ADN46962.1_2343	lcl|NZ_CP028310.1_prot_WP_001300974.1_2149	lcl|NZ_CP051263.1_prot_WP_001443078.1_2419	lcl|NC_011601.1_prot_WP_001340075.1_2354	lcl|NC_011745.1_prot_WP_012601609.1_2421	lcl|CU928161.2_prot_CAR03546.1_2174	lcl|NC_013654.1_prot_WP_001296229.1_2061	lcl|NC_007946.1_prot_WP_001313986.1_2250
9	9	0.945	lcl|NC_008253.1_prot_WP_001297955.1_3828	lcl|CP001671.1_prot_ADN48627.1_4008	lcl|NZ_CP028310.1_prot_WP_001296581.1_3728	lcl|NZ_CP051263.1_prot_WP_001296581.1_4216	lcl|NC_011601.1_prot_WP_024201084.1_4173	lcl|NC_011745.1_prot_WP_016237597.1_4266	lcl|CU928161.2_prot_CAR05341.1_3969	lcl|NC_013654.1_prot_WP_001296581.1_3630	lcl|NC_007946.1_prot_WP_001350840.1_3964
9	9	0.945	lcl|NC_008253.1_prot_WP_001298300.1_908	lcl|CP001671.1_prot_ADN45535.1_916	lcl|NZ_CP028310.1_prot_WP_001298300.1_922	lcl|NZ_CP051263.1_prot_WP_001304765.1_959	lcl|NC_011601.1_prot_WP_001304765.1_934	lcl|NC_011745.1_prot_WP_001591857.1_923	lcl|CU928161.2_prot_CAR02281.1_909	lcl|NC_013654.1_prot_WP_001295930.1_860	lcl|NC_007946.1_prot_WP_001555859.1_915
9	9	0.945	lcl|NC_008253.1_prot_WP_001298519.1_1863	lcl|CP001671.1_prot_ADN46735.1_2116	lcl|NZ_CP028310.1_prot_WP_001302429.1_1963	lcl|NZ_CP051263.1_prot_WP_001298519.1_2157	lcl|NC_011601.1_prot_WP_001339720.1_2147	lcl|NC_011745.1_prot_WP_001295640.1_2166	lcl|CU928161.2_prot_CAR03300.1_1928	lcl|NC_013654.1_prot_WP_001313947.1_1848	lcl|NC_007946.1_prot_WP_001302429.1_2014
