# Species	Genes	Alg.-Conn.	11128.fasta	11368.fasta	12009.fasta	55989.fasta	ATCC8739.fasta	BW2952.fasta	DH10B.fasta	E24377A.fasta	HS.fasta	IAI1.fasta	MG1655.fasta	NCTC86.fasta	SE11.fasta	W3110.fasta
13	14	0.737	lcl|AP010960.1_prot_BAI34571.1_599	lcl|AP010953.1_prot_BAI23973.1_644	lcl|AP010958.1_prot_BAI29441.1_577	lcl|NZ_CP028304.1_prot_WP_000074221.1_709	lcl|NZ_CP022959.1_prot_WP_000074231.1_3199	lcl|NC_012759.1_prot_WP_000074234.1_484	lcl|NC_010473.1_prot_WP_000074234.1_527,lcl|NC_010473.1_prot_WP_000074234.1_635	lcl|CP000800.1_prot_ABV17959.1_565	*	lcl|NC_011741.1_prot_WP_000074237.1_531	lcl|NC_000913.3_prot_NP_415104.1_562	lcl|NZ_CP019778.1_prot_WP_000074234.1_642	lcl|NC_011415.1_prot_WP_000074237.1_641	lcl|AP009048.1_prot_BAA35206.1_562
13	14	0.737	lcl|AP010960.1_prot_BAI34591.1_619	lcl|AP010953.1_prot_BAI23993.1_664	lcl|AP010958.1_prot_BAI29461.1_597	lcl|NZ_CP028304.1_prot_WP_000640932.1_738	lcl|NZ_CP022959.1_prot_WP_000640986.1_3180	lcl|NC_012759.1_prot_WP_000640988.1_503	lcl|NC_010473.1_prot_WP_000640988.1_546,lcl|NC_010473.1_prot_WP_000640988.1_654	lcl|CP000800.1_prot_ABV20101.1_583	*	lcl|NC_011741.1_prot_WP_000640968.1_551	lcl|NC_000913.3_prot_NP_415121.1_581	lcl|NZ_CP019778.1_prot_WP_000640988.1_662	lcl|NC_011415.1_prot_WP_000640977.1_661	lcl|AP009048.1_prot_BAE76344.1_581
13	14	0.737	lcl|AP010960.1_prot_BAI34595.1_623	lcl|AP010953.1_prot_BAI23997.1_668	lcl|AP010958.1_prot_BAI29465.1_601	lcl|NZ_CP028304.1_prot_WP_001295851.1_742	lcl|NZ_CP022959.1_prot_WP_000381303.1_3176	lcl|NC_012759.1_prot_WP_000381303.1_507	lcl|NC_010473.1_prot_WP_000381303.1_550,lcl|NC_010473.1_prot_WP_000381303.1_658	lcl|CP000800.1_prot_ABV18738.1_587	*	lcl|NC_011741.1_prot_WP_001295313.1_555	lcl|NC_000913.3_prot_NP_415125.1_585	lcl|NZ_CP019778.1_prot_WP_000381303.1_666	lcl|NC_011415.1_prot_WP_012565048.1_665	lcl|AP009048.1_prot_BAE76348.1_585
13	14	0.737	lcl|AP010960.1_prot_BAI34597.1_625	lcl|AP010953.1_prot_BAI23999.1_670	lcl|AP010958.1_prot_BAI29467.1_603	lcl|NZ_CP028304.1_prot_WP_000997105.1_744	lcl|NZ_CP022959.1_prot_WP_001007138.1_3174	lcl|NC_012759.1_prot_WP_001007138.1_509	lcl|NC_010473.1_prot_WP_001007138.1_552,lcl|NC_010473.1_prot_WP_001007138.1_660	lcl|CP000800.1_prot_ABV20178.1_589	*	lcl|NC_011741.1_prot_WP_001007142.1_557	lcl|NC_000913.3_prot_NP_415127.1_587	lcl|NZ_CP019778.1_prot_WP_001007138.1_668	lcl|NC_011415.1_prot_WP_001007122.1_667	lcl|AP009048.1_prot_BAE76350.1_587
13	14	0.737	lcl|AP010960.1_prot_BAI34598.1_626	lcl|AP010953.1_prot_BAI24000.1_671	lcl|AP010958.1_prot_BAI29468.1_604	lcl|NZ_CP028304.1_prot_WP_000347643.1_745	lcl|NZ_CP022959.1_prot_WP_000347651.1_3173	lcl|NC_012759.1_prot_WP_000347651.1_510	lcl|NC_010473.1_prot_WP_000347651.1_553,lcl|NC_010473.1_prot_WP_000347651.1_661	lcl|CP000800.1_prot_ABV17579.1_590	*	lcl|NC_011741.1_prot_WP_000347664.1_558	lcl|NC_000913.3_prot_NP_415128.1_588	lcl|NZ_CP019778.1_prot_WP_000347651.1_669	lcl|NC_011415.1_prot_WP_000347652.1_668	lcl|AP009048.1_prot_BAE76351.1_588
13	14	0.737	lcl|AP010960.1_prot_BAI34600.1_628	lcl|AP010953.1_prot_BAI24002.1_673	lcl|AP010958.1_prot_BAI29470.1_606	lcl|NZ_CP028304.1_prot_WP_001043115.1_747	lcl|NZ_CP022959.1_prot_WP_001043156.1_3171	lcl|NC_012759.1_prot_WP_001043156.1_512	lcl|NC_010473.1_prot_WP_001043156.1_555,lcl|NC_010473.1_prot_WP_001043156.1_663	lcl|CP000800.1_prot_ABV17043.1_592	*	lcl|NC_011741.1_prot_WP_001043134.1_560	lcl|NC_000913.3_prot_NP_415130.1_590	lcl|NZ_CP019778.1_prot_WP_066009136.1_671	lcl|NC_011415.1_prot_WP_001043157.1_670	lcl|AP009048.1_prot_BAA35227.2_590
13	14	0.737	lcl|AP010960.1_prot_BAI34606.1_637	lcl|AP010953.1_prot_BAI24010.1_681	lcl|AP010958.1_prot_BAI29478.1_614	lcl|NZ_CP028304.1_prot_WP_000052796.1_755	lcl|NZ_CP022959.1_prot_WP_000052796.1_3163	lcl|NC_012759.1_prot_WP_000052796.1_520	lcl|NC_010473.1_prot_WP_000052796.1_563,lcl|NC_010473.1_prot_WP_000052796.1_671	lcl|CP000800.1_prot_ABV16834.1_600	*	lcl|NC_011741.1_prot_WP_000052796.1_568	lcl|NC_000913.3_prot_NP_415138.1_598	lcl|NZ_CP019778.1_prot_WP_000052796.1_679	lcl|NC_011415.1_prot_WP_000052796.1_678	lcl|AP009048.1_prot_BAA35235.1_598
13	14	0.737	lcl|AP010960.1_prot_BAI34607.1_638	lcl|AP010953.1_prot_BAI24011.1_682	lcl|AP010958.1_prot_BAI29479.1_615	lcl|NZ_CP028304.1_prot_WP_000887629.1_756	lcl|NZ_CP022959.1_prot_WP_000887629.1_3162	lcl|NC_012759.1_prot_WP_000887629.1_521	lcl|NC_010473.1_prot_WP_000887629.1_564,lcl|NC_010473.1_prot_WP_000887629.1_672	lcl|CP000800.1_prot_ABV20688.1_601	*	lcl|NC_011741.1_prot_WP_000887629.1_569	lcl|NC_000913.3_prot_NP_415139.2_599	lcl|NZ_CP019778.1_prot_WP_066009128.1_680	lcl|NC_011415.1_prot_WP_000887629.1_679	lcl|AP009048.1_prot_BAA35236.1_599
13	14	0.737	lcl|AP010960.1_prot_BAI34612.1_643	lcl|AP010953.1_prot_BAI24016.1_687	lcl|AP010958.1_prot_BAI29483.1_620	lcl|NZ_CP028304.1_prot_WP_000050328.1_760	lcl|NZ_CP022959.1_prot_WP_000050323.1_3156	lcl|NC_012759.1_prot_WP_000050323.1_527	lcl|NC_010473.1_prot_WP_000050323.1_570,lcl|NC_010473.1_prot_WP_000050323.1_678	lcl|CP000800.1_prot_ABV17600.1_608	*	lcl|NC_011741.1_prot_WP_000050323.1_575	lcl|NC_000913.3_prot_NP_415145.1_605	lcl|NZ_CP019778.1_prot_WP_000050323.1_686	lcl|NC_011415.1_prot_WP_000050323.1_685	lcl|AP009048.1_prot_BAA35241.1_604
13	14	0.737	lcl|AP010960.1_prot_BAI34613.1_644	lcl|AP010953.1_prot_BAI24017.1_688	lcl|AP010958.1_prot_BAI29484.1_621	lcl|NZ_CP028304.1_prot_WP_000062475.1_761	lcl|NZ_CP022959.1_prot_WP_000062457.1_3155	lcl|NC_012759.1_prot_WP_000062457.1_528	lcl|NC_010473.1_prot_WP_000062457.1_571,lcl|NC_010473.1_prot_WP_000062457.1_679	lcl|CP000800.1_prot_ABV18277.1_609	*	lcl|NC_011741.1_prot_WP_000062457.1_576	lcl|NC_000913.3_prot_NP_415146.1_606	lcl|NZ_CP019778.1_prot_WP_000062457.1_687	lcl|NC_011415.1_prot_WP_000062457.1_686	lcl|AP009048.1_prot_BAE76353.1_605
13	14	0.737	lcl|AP010960.1_prot_BAI34626.1_657	lcl|AP010953.1_prot_BAI24030.1_701	lcl|AP010958.1_prot_BAI29497.1_634	lcl|NZ_CP028304.1_prot_WP_000503931.1_774	lcl|NZ_CP022959.1_prot_WP_000503931.1_3142	lcl|NC_012759.1_prot_WP_000503931.1_541	lcl|NC_010473.1_prot_WP_000503931.1_584,lcl|NC_010473.1_prot_WP_000503931.1_692	lcl|CP000800.1_prot_ABV18585.1_624	*	lcl|NC_011741.1_prot_WP_000503931.1_589	lcl|NC_000913.3_prot_NP_415160.1_618	lcl|NZ_CP019778.1_prot_WP_000503931.1_700	lcl|NC_011415.1_prot_WP_000503931.1_699	lcl|AP009048.1_prot_BAA35270.1_621
13	14	0.737	lcl|AP010960.1_prot_BAI34627.1_658	lcl|AP010953.1_prot_BAI24031.1_702	lcl|AP010958.1_prot_BAI29498.1_635	lcl|NZ_CP028304.1_prot_WP_000042632.1_775	lcl|NZ_CP022959.1_prot_WP_000042632.1_3141	lcl|NC_012759.1_prot_WP_000042632.1_542	lcl|NC_010473.1_prot_WP_000042632.1_585,lcl|NC_010473.1_prot_WP_000042632.1_693	lcl|CP000800.1_prot_ABV18082.1_625	*	lcl|NC_011741.1_prot_WP_000042632.1_590	lcl|NC_000913.3_prot_NP_415161.1_619	lcl|NZ_CP019778.1_prot_WP_000042632.1_701	lcl|NC_011415.1_prot_WP_000042632.1_700	lcl|AP009048.1_prot_BAA35271.1_622
13	14	0.737	lcl|AP010960.1_prot_BAI34629.1_660	lcl|AP010953.1_prot_BAI24033.1_704	lcl|AP010958.1_prot_BAI29500.1_637	lcl|NZ_CP028304.1_prot_WP_000284040.1_777	lcl|NZ_CP022959.1_prot_WP_000284027.1_3139	lcl|NC_012759.1_prot_WP_000284027.1_544	lcl|NC_010473.1_prot_WP_000284027.1_587,lcl|NC_010473.1_prot_WP_000284027.1_695	lcl|CP000800.1_prot_ABV17238.1_628	*	lcl|NC_011741.1_prot_WP_000284027.1_592	lcl|NC_000913.3_prot_NP_415163.2_621	lcl|NZ_CP019778.1_prot_WP_000284027.1_703	lcl|NC_011415.1_prot_WP_000284027.1_702	lcl|AP009048.1_prot_BAA35273.2_624
13	14	0.737	lcl|AP010960.1_prot_BAI34633.1_664	lcl|AP010953.1_prot_BAI24037.1_708	lcl|AP010958.1_prot_BAI29504.1_641	lcl|NZ_CP028304.1_prot_WP_000131717.1_781	lcl|NZ_CP022959.1_prot_WP_000131719.1_3135	lcl|NC_012759.1_prot_WP_000131719.1_548	lcl|NC_010473.1_prot_WP_000131719.1_591,lcl|NC_010473.1_prot_WP_000131719.1_699	lcl|CP000800.1_prot_ABV18050.1_633	*	lcl|NC_011741.1_prot_WP_000131719.1_596	lcl|NC_000913.3_prot_NP_415167.1_625	lcl|NZ_CP019778.1_prot_WP_000131719.1_707	lcl|NC_011415.1_prot_WP_000131719.1_706	lcl|AP009048.1_prot_BAA35277.1_628
13	14	0.737	lcl|AP010960.1_prot_BAI34635.1_666	lcl|AP010953.1_prot_BAI24039.1_710	lcl|AP010958.1_prot_BAI29506.1_643	lcl|NZ_CP028304.1_prot_WP_000776104.1_783	lcl|NZ_CP022959.1_prot_WP_000776104.1_3133	lcl|NC_012759.1_prot_WP_000776104.1_550	lcl|NC_010473.1_prot_WP_000776104.1_593,lcl|NC_010473.1_prot_WP_000776104.1_701	lcl|CP000800.1_prot_ABV17005.1_635	*	lcl|NC_011741.1_prot_WP_000776104.1_598	lcl|NC_000913.3_prot_NP_415169.1_627	lcl|NZ_CP019778.1_prot_WP_000776104.1_709	lcl|NC_011415.1_prot_WP_000776104.1_708	lcl|AP009048.1_prot_BAA35283.1_630
13	14	0.737	lcl|AP010960.1_prot_BAI34639.1_670	lcl|AP010953.1_prot_BAI24043.1_714	lcl|AP010958.1_prot_BAI29510.1_647	lcl|NZ_CP028304.1_prot_WP_000620539.1_787	lcl|NZ_CP022959.1_prot_WP_000620520.1_3129	lcl|NC_012759.1_prot_WP_000620535.1_554	lcl|NC_010473.1_prot_WP_000620535.1_597,lcl|NC_010473.1_prot_WP_000620535.1_705	lcl|CP000800.1_prot_ABV17272.1_639	*	lcl|NC_011741.1_prot_WP_000620532.1_602	lcl|NC_000913.3_prot_NP_415173.1_631	lcl|NZ_CP019778.1_prot_WP_078045923.1_713	lcl|NC_011415.1_prot_WP_000620550.1_712	lcl|AP009048.1_prot_BAA35287.1_634
13	14	0.737	lcl|AP010960.1_prot_BAI34641.1_672	lcl|AP010953.1_prot_BAI24045.1_716	lcl|AP010958.1_prot_BAI29512.1_649	lcl|NZ_CP028304.1_prot_WP_001157896.1_789	lcl|NZ_CP022959.1_prot_WP_001556475.1_3127	lcl|NC_012759.1_prot_WP_001340834.1_556	lcl|NC_010473.1_prot_WP_001340834.1_599,lcl|NC_010473.1_prot_WP_001340834.1_707	lcl|CP000800.1_prot_ABV20717.1_641	*	lcl|NC_011741.1_prot_WP_001157890.1_604	lcl|NC_000913.3_prot_NP_415175.1_633	lcl|NZ_CP019778.1_prot_WP_001340834.1_715	lcl|NC_011415.1_prot_WP_001297565.1_714	lcl|AP009048.1_prot_BAA35289.1_636
13	14	0.737	lcl|AP010960.1_prot_BAI34653.1_684	lcl|AP010953.1_prot_BAI24056.1_729	lcl|AP010958.1_prot_BAI29524.1_661	lcl|NZ_CP028304.1_prot_WP_000020941.1_799	lcl|NZ_CP022959.1_prot_WP_000020941.1_3115	lcl|NC_012759.1_prot_WP_000020941.1_568	lcl|NC_010473.1_prot_WP_000020941.1_611,lcl|NC_010473.1_prot_WP_000020941.1_719	lcl|CP000800.1_prot_ABV16849.1_655	*	lcl|NC_011741.1_prot_WP_000020944.1_616	lcl|NC_000913.3_prot_NP_415187.1_645	lcl|NZ_CP019778.1_prot_WP_000020941.1_727	lcl|NC_011415.1_prot_WP_000020941.1_726	lcl|AP009048.1_prot_BAA35306.1_648
13	14	0.736	lcl|AP010960.1_prot_BAI34575.1_603	lcl|AP010953.1_prot_BAI23977.1_648	lcl|AP010958.1_prot_BAI29445.1_581	lcl|NZ_CP028304.1_prot_WP_001295847.1_713	lcl|NZ_CP022959.1_prot_WP_000786320.1_3195	lcl|NC_012759.1_prot_WP_000786319.1_488	lcl|NC_010473.1_prot_WP_000786319.1_531,lcl|NC_010473.1_prot_WP_000786319.1_639	lcl|CP000800.1_prot_ABV20562.1_569	*	lcl|NC_011741.1_prot_WP_000786320.1_535	lcl|NC_000913.3_prot_NP_415108.1_566	lcl|NZ_CP019778.1_prot_WP_000786319.1_646	lcl|NC_011415.1_prot_WP_000786320.1_645	lcl|AP009048.1_prot_BAA35216.1_566
13	14	0.736	lcl|AP010960.1_prot_BAI34576.1_604	lcl|AP010953.1_prot_BAI23978.1_649	lcl|AP010958.1_prot_BAI29446.1_582	lcl|NZ_CP028304.1_prot_WP_001153132.1_714	lcl|NZ_CP022959.1_prot_WP_001153148.1_3194	lcl|NC_012759.1_prot_WP_001153148.1_489	lcl|NC_010473.1_prot_WP_001153148.1_532,lcl|NC_010473.1_prot_WP_001153148.1_640	lcl|CP000800.1_prot_ABV20492.1_570	*	lcl|NC_011741.1_prot_WP_001153146.1_536	lcl|NC_000913.3_prot_NP_415109.1_567	lcl|NZ_CP019778.1_prot_WP_001153148.1_647	lcl|NC_011415.1_prot_WP_001153146.1_646	lcl|AP009048.1_prot_BAA35217.1_567
13	14	0.736	lcl|AP010960.1_prot_BAI34585.1_613	lcl|AP010953.1_prot_BAI23987.1_658	lcl|AP010958.1_prot_BAI29455.1_591	lcl|NZ_CP028304.1_prot_WP_001034890.1_732	lcl|NZ_CP022959.1_prot_WP_001034911.1_3186	lcl|NC_012759.1_prot_WP_001034943.1_497	lcl|NC_010473.1_prot_WP_001034943.1_540,lcl|NC_010473.1_prot_WP_001034943.1_648	lcl|CP000800.1_prot_ABV18985.1_577	*	lcl|NC_011741.1_prot_WP_001034879.1_545	lcl|NC_000913.3_prot_NP_415116.1_575	lcl|NZ_CP019778.1_prot_WP_068879470.1_656	lcl|NC_011415.1_prot_WP_001034904.1_655	lcl|AP009048.1_prot_BAA35225.1_575
13	14	0.736	lcl|AP010960.1_prot_BAI34593.1_621	lcl|AP010953.1_prot_BAI23995.1_666	lcl|AP010958.1_prot_BAI29463.1_599	lcl|NZ_CP028304.1_prot_WP_001041812.1_740	lcl|NZ_CP022959.1_prot_WP_001041786.1_3178	lcl|NC_012759.1_prot_WP_001041786.1_505	lcl|NC_010473.1_prot_WP_001041786.1_548,lcl|NC_010473.1_prot_WP_001041786.1_656	lcl|CP000800.1_prot_ABV19129.1_585	*	lcl|NC_011741.1_prot_WP_001041789.1_553	lcl|NC_000913.3_prot_NP_415123.1_583	lcl|NZ_CP019778.1_prot_WP_001041786.1_664	lcl|NC_011415.1_prot_WP_001041789.1_663	lcl|AP009048.1_prot_BAE76346.1_583
13	14	0.736	lcl|AP010960.1_prot_BAI34619.1_650	lcl|AP010953.1_prot_BAI24023.1_694	lcl|AP010958.1_prot_BAI29490.1_627	lcl|NZ_CP028304.1_prot_WP_000939762.1_767	lcl|NZ_CP022959.1_prot_WP_001325442.1_3149	lcl|NC_012759.1_prot_WP_000939767.1_534	lcl|NC_010473.1_prot_WP_000939767.1_577,lcl|NC_010473.1_prot_WP_000939767.1_685	lcl|CP000800.1_prot_ABV19057.1_615	*	lcl|NC_011741.1_prot_WP_000939766.1_582	lcl|NC_000913.3_prot_NP_415152.1_612	lcl|NZ_CP019778.1_prot_WP_000939767.1_693	lcl|NC_011415.1_prot_WP_000939766.1_692	lcl|AP009048.1_prot_BAA35255.1_611
13	14	0.736	lcl|AP010960.1_prot_BAI34642.1_673	lcl|AP010953.1_prot_BAI24046.1_717	lcl|AP010958.1_prot_BAI29513.1_650	lcl|NZ_CP028304.1_prot_WP_001044880.1_790	lcl|NZ_CP022959.1_prot_WP_001044869.1_3126	lcl|NC_012759.1_prot_WP_001044880.1_557	lcl|NC_010473.1_prot_WP_001044880.1_600,lcl|NC_010473.1_prot_WP_001044880.1_708	lcl|CP000800.1_prot_ABV19790.1_642	*	lcl|NC_011741.1_prot_WP_001044880.1_605	lcl|NC_000913.3_prot_NP_415176.1_634	lcl|NZ_CP019778.1_prot_WP_078045924.1_716	lcl|NC_011415.1_prot_WP_001044880.1_715	lcl|AP009048.1_prot_BAA35290.1_637
13	14	0.736	lcl|AP010960.1_prot_BAI35561.1_1641	lcl|AP010953.1_prot_BAI25110.1_1826	lcl|AP010958.1_prot_BAI30253.1_1423	lcl|NZ_CP028304.1_prot_WP_000209513.1_1621	lcl|NZ_CP022959.1_prot_WP_000209520.1_2456	lcl|NC_012759.1_prot_WP_000209520.1_1154,lcl|NC_012759.1_prot_WP_000209520.1_3987	lcl|NC_010473.1_prot_WP_000209520.1_1361	lcl|CP000800.1_prot_ABV18964.1_1389	*	lcl|NC_011741.1_prot_WP_000209520.1_1248	lcl|NC_000913.3_prot_NP_415777.1_1239	lcl|NZ_CP019778.1_prot_WP_066009309.1_1560	lcl|NC_011415.1_prot_WP_000209520.1_1299	lcl|AP009048.1_prot_BAA14793.2_1245
13	14	0.735	lcl|AP010960.1_prot_BAI34580.1_608	lcl|AP010953.1_prot_BAI23982.1_653	lcl|AP010958.1_prot_BAI29450.1_586	lcl|NZ_CP028304.1_prot_WP_001130670.1_718	lcl|NZ_CP022959.1_prot_WP_001130654.1_3190	lcl|NC_012759.1_prot_WP_001130654.1_493	lcl|NC_010473.1_prot_WP_001130654.1_536,lcl|NC_010473.1_prot_WP_001130654.1_644	lcl|CP000800.1_prot_ABV19257.1_575	*	lcl|NC_011741.1_prot_WP_001130618.1_540	lcl|NC_000913.3_prot_NP_415113.1_571	lcl|NZ_CP019778.1_prot_WP_001130654.1_651	lcl|NC_011415.1_prot_WP_001130618.1_650	lcl|AP009048.1_prot_BAA35221.1_571
13	14	0.735	lcl|AP010960.1_prot_BAI34592.1_620	lcl|AP010953.1_prot_BAI23994.1_665	lcl|AP010958.1_prot_BAI29462.1_598	lcl|NZ_CP028304.1_prot_WP_001295850.1_739	lcl|NZ_CP022959.1_prot_WP_001295314.1_3179	lcl|NC_012759.1_prot_WP_000016947.1_504	lcl|NC_010473.1_prot_WP_000016947.1_547,lcl|NC_010473.1_prot_WP_000016947.1_655	lcl|CP000800.1_prot_ABV19588.1_584	*	lcl|NC_011741.1_prot_WP_001295314.1_552	lcl|NC_000913.3_prot_NP_415122.1_582	lcl|NZ_CP019778.1_prot_WP_000016947.1_663	lcl|NC_011415.1_prot_WP_001295314.1_662	lcl|AP009048.1_prot_BAE76345.1_582
13	14	0.735	lcl|AP010960.1_prot_BAI34610.1_641	lcl|AP010953.1_prot_BAI24014.1_685	lcl|AP010958.1_prot_BAI29481.1_618	lcl|NZ_CP028304.1_prot_WP_000089731.1_758	lcl|NZ_CP022959.1_prot_WP_000089731.1_3158	lcl|NC_012759.1_prot_WP_000089731.1_525	lcl|NC_010473.1_prot_WP_000089731.1_568,lcl|NC_010473.1_prot_WP_000089731.1_676	lcl|CP000800.1_prot_ABV19637.1_606	*	lcl|NC_011741.1_prot_WP_000089731.1_573	lcl|NC_000913.3_prot_NP_415143.1_603	lcl|NZ_CP019778.1_prot_WP_000089731.1_684	lcl|NC_011415.1_prot_WP_000089731.1_683	lcl|AP009048.1_prot_BAA35239.1_602
13	14	0.734	lcl|AP010960.1_prot_BAI34573.1_601	lcl|AP010953.1_prot_BAI23975.1_646	lcl|AP010958.1_prot_BAI29443.1_579	lcl|NZ_CP028304.1_prot_WP_000717135.1_711	lcl|NZ_CP022959.1_prot_WP_000717157.1_3197	lcl|NC_012759.1_prot_WP_000717157.1_486	lcl|NC_010473.1_prot_WP_000717157.1_529,lcl|NC_010473.1_prot_WP_000717157.1_637	lcl|CP000800.1_prot_ABV18487.1_567	*	lcl|NC_011741.1_prot_WP_000717162.1_533	lcl|NC_000913.3_prot_NP_415106.1_564	lcl|NZ_CP019778.1_prot_WP_000717157.1_644	lcl|NC_011415.1_prot_WP_000717162.1_643	lcl|AP009048.1_prot_BAA35208.1_564
13	14	0.734	lcl|AP010960.1_prot_BAI34596.1_624	lcl|AP010953.1_prot_BAI23998.1_669	lcl|AP010958.1_prot_BAI29466.1_602	lcl|NZ_CP028304.1_prot_WP_000026831.1_743	lcl|NZ_CP022959.1_prot_WP_000026812.1_3175	lcl|NC_012759.1_prot_WP_000026812.1_508	lcl|NC_010473.1_prot_WP_000026812.1_551,lcl|NC_010473.1_prot_WP_000026812.1_659	lcl|CP000800.1_prot_ABV20661.1_588	*	lcl|NC_011741.1_prot_WP_000026805.1_556	lcl|NC_000913.3_prot_NP_415126.1_586	lcl|NZ_CP019778.1_prot_WP_000026812.1_667	lcl|NC_011415.1_prot_WP_000026805.1_666	lcl|AP009048.1_prot_BAE76349.1_586
13	14	0.734	lcl|AP010960.1_prot_BAI34603.1_631	lcl|AP010953.1_prot_BAI24005.1_676	lcl|AP010958.1_prot_BAI29473.1_609	lcl|NZ_CP028304.1_prot_WP_000183901.1_750	lcl|NZ_CP022959.1_prot_WP_000183907.1_3168	lcl|NC_012759.1_prot_WP_000183907.1_515	lcl|NC_010473.1_prot_WP_000183907.1_558,lcl|NC_010473.1_prot_WP_000183907.1_666	lcl|CP000800.1_prot_ABV18499.1_595	*	lcl|NC_011741.1_prot_WP_000183938.1_563	lcl|NC_000913.3_prot_NP_415133.1_593	lcl|NZ_CP019778.1_prot_WP_066009132.1_674	lcl|NC_011415.1_prot_WP_000183947.1_673	lcl|AP009048.1_prot_BAA35230.1_593
13	14	0.734	lcl|AP010960.1_prot_BAI34605.1_636	lcl|AP010953.1_prot_BAI24009.1_680	lcl|AP010958.1_prot_BAI29477.1_613	lcl|NZ_CP028304.1_prot_WP_001295854.1_754	lcl|NZ_CP022959.1_prot_WP_000913829.1_3164	lcl|NC_012759.1_prot_WP_000913829.1_519	lcl|NC_010473.1_prot_WP_000913829.1_562,lcl|NC_010473.1_prot_WP_000913829.1_670	lcl|CP000800.1_prot_ABV17659.1_599	*	lcl|NC_011741.1_prot_WP_000913829.1_567	lcl|NC_000913.3_prot_NP_415137.2_597	lcl|NZ_CP019778.1_prot_WP_000913829.1_678	lcl|NC_011415.1_prot_WP_000913832.1_677	lcl|AP009048.1_prot_BAA35234.2_597
13	14	0.734	lcl|AP010960.1_prot_BAI34608.1_639	lcl|AP010953.1_prot_BAI24012.1_683	lcl|AP010958.1_prot_BAI29480.1_616	lcl|NZ_CP028304.1_prot_WP_001295855.1_757	lcl|NZ_CP022959.1_prot_WP_000278509.1_3161	lcl|NC_012759.1_prot_WP_000278509.1_522	lcl|NC_010473.1_prot_WP_000278509.1_565,lcl|NC_010473.1_prot_WP_000278509.1_673	lcl|CP000800.1_prot_ABV16731.1_602	*	lcl|NC_011741.1_prot_WP_000278505.1_570	lcl|NC_000913.3_prot_NP_415140.1_600	lcl|NZ_CP019778.1_prot_WP_000278509.1_681	lcl|NC_011415.1_prot_WP_000278505.1_680	lcl|AP009048.1_prot_BAA35237.1_600
13	14	0.734	lcl|AP010960.1_prot_BAI34614.1_645	lcl|AP010953.1_prot_BAI24018.1_689	lcl|AP010958.1_prot_BAI29485.1_622	lcl|NZ_CP028304.1_prot_WP_000550407.1_762	lcl|NZ_CP022959.1_prot_WP_000550414.1_3154	lcl|NC_012759.1_prot_WP_000550422.1_529	lcl|NC_010473.1_prot_WP_000550422.1_572,lcl|NC_010473.1_prot_WP_000550422.1_680	lcl|CP000800.1_prot_ABV16668.1_610	*	lcl|NC_011741.1_prot_WP_000550424.1_577	lcl|NC_000913.3_prot_NP_415147.1_607	lcl|NZ_CP019778.1_prot_WP_000550422.1_688	lcl|NC_011415.1_prot_WP_000550422.1_687	lcl|AP009048.1_prot_BAE76354.1_606
13	14	0.733	lcl|AP010960.1_prot_BAI34572.1_600	lcl|AP010953.1_prot_BAI23974.1_645	lcl|AP010958.1_prot_BAI29442.1_578	lcl|NZ_CP028304.1_prot_WP_000709873.1_710	lcl|NZ_CP022959.1_prot_WP_000709870.1_3198	lcl|NC_012759.1_prot_WP_000709870.1_485	lcl|NC_010473.1_prot_WP_000709870.1_528,lcl|NC_010473.1_prot_WP_000709870.1_636	lcl|CP000800.1_prot_ABV19755.1_566	*	lcl|NC_011741.1_prot_WP_000709865.1_532	lcl|NC_000913.3_prot_NP_415105.1_563	lcl|NZ_CP019778.1_prot_WP_000709870.1_643	lcl|NC_011415.1_prot_WP_000709865.1_642	lcl|AP009048.1_prot_BAA35207.1_563
13	14	0.733	lcl|AP010960.1_prot_BAI34577.1_605	lcl|AP010953.1_prot_BAI23979.1_650	lcl|AP010958.1_prot_BAI29447.1_583	lcl|NZ_CP028304.1_prot_WP_000351450.1_715	lcl|NZ_CP022959.1_prot_WP_000351461.1_3193	lcl|NC_012759.1_prot_WP_000351487.1_490	lcl|NC_010473.1_prot_WP_000351487.1_533,lcl|NC_010473.1_prot_WP_000351487.1_641	lcl|CP000800.1_prot_ABV17696.1_571	*	lcl|NC_011741.1_prot_WP_000351464.1_537	lcl|NC_000913.3_prot_NP_415110.1_568	lcl|NZ_CP019778.1_prot_WP_000351487.1_648	lcl|NC_011415.1_prot_WP_000351464.1_647	lcl|AP009048.1_prot_BAA35218.1_568
13	14	0.733	lcl|AP010960.1_prot_BAI34594.1_622	lcl|AP010953.1_prot_BAI23996.1_667	lcl|AP010958.1_prot_BAI29464.1_600	lcl|NZ_CP028304.1_prot_WP_001234367.1_741	lcl|NZ_CP022959.1_prot_WP_001234311.1_3177	lcl|NC_012759.1_prot_WP_001234311.1_506	lcl|NC_010473.1_prot_WP_001234311.1_549,lcl|NC_010473.1_prot_WP_001234311.1_657	lcl|CP000800.1_prot_ABV16842.1_586	*	lcl|NC_011741.1_prot_WP_001234314.1_554	lcl|NC_000913.3_prot_NP_415124.1_584	lcl|NZ_CP019778.1_prot_WP_001234311.1_665	lcl|NC_011415.1_prot_WP_001234312.1_664	lcl|AP009048.1_prot_BAE76347.1_584
