# Species	Genes	Alg.-Conn.	D:SotonD1.fasta	E:11023.fasta	E:150.fasta	E:Bour.fasta	E:SW3.fasta	E:SotonE4.fasta	E:SotonE8.fasta	F:SW4.fasta	F:SW5.fasta	F:SotonF3.fasta
10	10	0.975	lcl|NC_020967.1_prot_WP_009872930.1_809	lcl|CP001890.1_prot_ADH21280.1_826	lcl|CP001886.1_prot_ADH17588.1_827	lcl|NC_020971.1_prot_WP_009872930.1_810	lcl|NC_017952.1_prot_WP_009872930.1_808	lcl|NC_020969.1_prot_WP_009872930.1_809	lcl|NC_020942.1_prot_WP_009872930.1_813	lcl|NC_017951.1_prot_WP_009872930.1_809	lcl|NC_017953.1_prot_WP_009872930.1_809	lcl|NC_020964.1_prot_WP_009872930.1_808
10	10	0.975	lcl|NC_020967.1_prot_WP_009872934.1_815	lcl|CP001890.1_prot_ADH21287.1_833	lcl|CP001886.1_prot_ADH17595.1_834	lcl|NC_020971.1_prot_WP_009872934.1_816	lcl|NC_017952.1_prot_WP_009872934.1_814	lcl|NC_020969.1_prot_WP_009872934.1_815	lcl|NC_020942.1_prot_WP_009872934.1_819	lcl|NC_017951.1_prot_WP_009872934.1_815	lcl|NC_017953.1_prot_WP_009872934.1_815	lcl|NC_020964.1_prot_WP_009872934.1_814
10	10	0.975	lcl|NC_020967.1_prot_WP_009873016.1_33	lcl|CP001890.1_prot_ADH20488.1_34	lcl|CP001886.1_prot_ADH16795.1_34	lcl|NC_020971.1_prot_WP_014541213.1_33	lcl|NC_017952.1_prot_WP_014541746.1_33	lcl|NC_020969.1_prot_WP_014541746.1_33	lcl|NC_020942.1_prot_WP_014541746.1_33	lcl|NC_017951.1_prot_WP_009873016.1_33	lcl|NC_017953.1_prot_WP_009873016.1_33	lcl|NC_020964.1_prot_WP_009873016.1_33
10	10	0.975	lcl|NC_020967.1_prot_WP_009873078.1_229	lcl|CP001890.1_prot_ADH20684.1_230	lcl|CP001886.1_prot_ADH16989.1_228	lcl|NC_020971.1_prot_WP_009873078.1_230	lcl|NC_017952.1_prot_WP_009873078.1_228	lcl|NC_020969.1_prot_WP_009873078.1_229	lcl|NC_020942.1_prot_WP_009873078.1_232	lcl|NC_017951.1_prot_WP_009873078.1_229	lcl|NC_017953.1_prot_WP_009873078.1_229	lcl|NC_020964.1_prot_WP_009873078.1_228
10	10	0.975	lcl|NC_020967.1_prot_WP_009873132.1_449	lcl|CP001890.1_prot_ADH20903.1_449	lcl|CP001886.1_prot_ADH17208.1_447	lcl|NC_020971.1_prot_WP_009873132.1_450	lcl|NC_017952.1_prot_WP_009873132.1_448	lcl|NC_020969.1_prot_WP_009873132.1_449	lcl|NC_020942.1_prot_WP_009873132.1_452	lcl|NC_017951.1_prot_WP_009873132.1_449	lcl|NC_017953.1_prot_WP_009873132.1_449	lcl|NC_020964.1_prot_WP_009873132.1_448
10	10	0.975	lcl|NC_020967.1_prot_WP_009873146.1_499	lcl|CP001890.1_prot_ADH20956.1_502	lcl|CP001886.1_prot_ADH17261.1_500	lcl|NC_020971.1_prot_WP_009873146.1_500	lcl|NC_017952.1_prot_WP_014541766.1_498	lcl|NC_020969.1_prot_WP_014541766.1_499	lcl|NC_020942.1_prot_WP_014541766.1_502	lcl|NC_017951.1_prot_WP_009873146.1_499	lcl|NC_017953.1_prot_WP_009873146.1_499	lcl|NC_020964.1_prot_WP_009873146.1_498
10	10	0.975	lcl|NC_020967.1_prot_WP_009873242.1_894	lcl|CP001890.1_prot_ADH21370.1_916	lcl|CP001886.1_prot_ADH17678.1_917	lcl|NC_020971.1_prot_WP_009873242.1_894	lcl|NC_017952.1_prot_WP_014541783.1_892	lcl|NC_020969.1_prot_WP_014541783.1_893	lcl|NC_020942.1_prot_WP_014541783.1_898	lcl|NC_017951.1_prot_WP_009873242.1_893	lcl|NC_017953.1_prot_WP_009873242.1_893	lcl|NC_020964.1_prot_WP_009873242.1_893
10	10	0.975	lcl|NC_020967.1_prot_WP_014541236.1_121	lcl|CP001890.1_prot_ADH20578.1_124	lcl|CP001886.1_prot_ADH16885.1_124	lcl|NC_020971.1_prot_WP_009871466.1_122	lcl|NC_017952.1_prot_WP_009872390.1_121	lcl|NC_020969.1_prot_WP_009872390.1_121	lcl|NC_020942.1_prot_WP_009872390.1_122	lcl|NC_017951.1_prot_WP_014541236.1_121	lcl|NC_017953.1_prot_WP_014541236.1_121	lcl|NC_020964.1_prot_WP_014541236.1_121
10	10	0.974	lcl|NC_020967.1_prot_WP_009871441.1_95	lcl|CP001890.1_prot_ADH20551.1_97	lcl|CP001886.1_prot_ADH16859.1_98	lcl|NC_020971.1_prot_WP_009871441.1_95	lcl|NC_017952.1_prot_WP_009871441.1_95	lcl|NC_020969.1_prot_WP_009871441.1_95	lcl|NC_020942.1_prot_WP_009871441.1_96	lcl|NC_017951.1_prot_WP_009871441.1_95	lcl|NC_017953.1_prot_WP_009871441.1_95	lcl|NC_020964.1_prot_WP_009871441.1_95
10	10	0.974	lcl|NC_020967.1_prot_WP_009871498.1_154	lcl|CP001890.1_prot_ADH20612.1_158	lcl|CP001886.1_prot_ADH16919.1_158	lcl|NC_020971.1_prot_WP_009871498.1_155	lcl|NC_017952.1_prot_WP_009871498.1_154	lcl|NC_020969.1_prot_WP_009871498.1_154	lcl|NC_020942.1_prot_WP_009871498.1_155	lcl|NC_017951.1_prot_WP_009871498.1_154	lcl|NC_017953.1_prot_WP_009871498.1_154	lcl|NC_020964.1_prot_WP_009871498.1_154
10	10	0.974	lcl|NC_020967.1_prot_WP_009871577.1_235	lcl|CP001890.1_prot_ADH20690.1_236	lcl|CP001886.1_prot_ADH16995.1_234	lcl|NC_020971.1_prot_WP_009871577.1_236	lcl|NC_017952.1_prot_WP_009871577.1_234	lcl|NC_020969.1_prot_WP_009871577.1_235	lcl|NC_020942.1_prot_WP_009871577.1_238	lcl|NC_017951.1_prot_WP_009871577.1_235	lcl|NC_017953.1_prot_WP_009871577.1_235	lcl|NC_020964.1_prot_WP_009871577.1_234
10	10	0.974	lcl|NC_020967.1_prot_WP_009871607.1_265	lcl|CP001890.1_prot_ADH20722.1_268	lcl|CP001886.1_prot_ADH17027.1_266	lcl|NC_020971.1_prot_WP_009871607.1_266	lcl|NC_017952.1_prot_WP_009871607.1_264	lcl|NC_020969.1_prot_WP_009871607.1_265	lcl|NC_020942.1_prot_WP_009871607.1_268	lcl|NC_017951.1_prot_WP_009871607.1_265	lcl|NC_017953.1_prot_WP_009871607.1_265	lcl|NC_020964.1_prot_WP_009871607.1_264
10	10	0.974	lcl|NC_020967.1_prot_WP_009871738.1_399	lcl|CP001890.1_prot_ADH20853.1_399	lcl|CP001886.1_prot_ADH17158.1_397	lcl|NC_020971.1_prot_WP_009871738.1_400	lcl|NC_017952.1_prot_WP_009871738.1_398	lcl|NC_020969.1_prot_WP_009871738.1_399	lcl|NC_020942.1_prot_WP_009871738.1_402	lcl|NC_017951.1_prot_WP_009871738.1_399	lcl|NC_017953.1_prot_WP_009871738.1_399	lcl|NC_020964.1_prot_WP_009871738.1_398
10	10	0.974	lcl|NC_020967.1_prot_WP_009871820.1_479	lcl|CP001890.1_prot_ADH20936.1_482	lcl|CP001886.1_prot_ADH17241.1_480	lcl|NC_020971.1_prot_WP_009871820.1_480	lcl|NC_017952.1_prot_WP_009871820.1_478	lcl|NC_020969.1_prot_WP_009871820.1_479	lcl|NC_020942.1_prot_WP_009871820.1_482	lcl|NC_017951.1_prot_WP_009871820.1_479	lcl|NC_017953.1_prot_WP_009871820.1_479	lcl|NC_020964.1_prot_WP_009871820.1_478
10	10	0.974	lcl|NC_020967.1_prot_WP_009871850.1_507	lcl|CP001890.1_prot_ADH20965.1_511	lcl|CP001886.1_prot_ADH17269.1_508	lcl|NC_020971.1_prot_WP_009871850.1_508	lcl|NC_017952.1_prot_WP_009871850.1_506	lcl|NC_020969.1_prot_WP_009871850.1_507	lcl|NC_020942.1_prot_WP_009871850.1_510	lcl|NC_017951.1_prot_WP_009871850.1_507	lcl|NC_017953.1_prot_WP_009871850.1_507	lcl|NC_020964.1_prot_WP_009871850.1_506
10	10	0.974	lcl|NC_020967.1_prot_WP_009871852.1_509	lcl|CP001890.1_prot_ADH20967.1_513	lcl|CP001886.1_prot_ADH17271.1_510	lcl|NC_020971.1_prot_WP_009871852.1_510	lcl|NC_017952.1_prot_WP_014541767.1_508	lcl|NC_020969.1_prot_WP_009871852.1_509	lcl|NC_020942.1_prot_WP_014541767.1_512	lcl|NC_017951.1_prot_WP_009871852.1_509	lcl|NC_017953.1_prot_WP_009871852.1_509	lcl|NC_020964.1_prot_WP_009871852.1_508
10	10	0.974	lcl|NC_020967.1_prot_WP_009871866.1_522	lcl|CP001890.1_prot_ADH20980.1_526	lcl|CP001886.1_prot_ADH17285.1_524	lcl|NC_020971.1_prot_WP_009871866.1_523	lcl|NC_017952.1_prot_WP_009871866.1_521	lcl|NC_020969.1_prot_WP_009871866.1_522	lcl|NC_020942.1_prot_WP_009871866.1_525	lcl|NC_017951.1_prot_WP_009871866.1_522	lcl|NC_017953.1_prot_WP_009871866.1_522	lcl|NC_020964.1_prot_WP_009871866.1_521
10	10	0.974	lcl|NC_020967.1_prot_WP_009871932.1_587	lcl|CP001890.1_prot_ADH21046.1_592	lcl|CP001886.1_prot_ADH17351.1_590	lcl|NC_020971.1_prot_WP_009871932.1_588	lcl|NC_017952.1_prot_WP_009871932.1_586	lcl|NC_020969.1_prot_WP_009871932.1_587	lcl|NC_020942.1_prot_WP_009871932.1_590	lcl|NC_017951.1_prot_WP_009871932.1_587	lcl|NC_017953.1_prot_WP_009871932.1_587	lcl|NC_020964.1_prot_WP_009871932.1_586
10	10	0.974	lcl|NC_020967.1_prot_WP_009872066.1_713	lcl|CP001890.1_prot_ADH21177.1_723	lcl|CP001886.1_prot_ADH17484.1_723	lcl|NC_020971.1_prot_WP_009872066.1_714	lcl|NC_017952.1_prot_WP_009872066.1_712	lcl|NC_020969.1_prot_WP_009872066.1_713	lcl|NC_020942.1_prot_WP_009872066.1_716	lcl|NC_017951.1_prot_WP_009872066.1_713	lcl|NC_017953.1_prot_WP_009872066.1_713	lcl|NC_020964.1_prot_WP_009872066.1_712
10	10	0.974	lcl|NC_020967.1_prot_WP_009872166.1_808	lcl|CP001890.1_prot_ADH21279.1_825	lcl|CP001886.1_prot_ADH17587.1_826	lcl|NC_020971.1_prot_WP_009872166.1_809	lcl|NC_017952.1_prot_WP_009872166.1_807	lcl|NC_020969.1_prot_WP_009872166.1_808	lcl|NC_020942.1_prot_WP_009872166.1_812	lcl|NC_017951.1_prot_WP_009872166.1_808	lcl|NC_017953.1_prot_WP_009872166.1_808	lcl|NC_020964.1_prot_WP_009872166.1_807
10	10	0.974	lcl|NC_020967.1_prot_WP_009872319.1_20	lcl|CP001890.1_prot_ADH20475.1_21	lcl|CP001886.1_prot_ADH16782.1_21	lcl|NC_020971.1_prot_WP_009872319.1_20	lcl|NC_017952.1_prot_WP_009872319.1_20	lcl|NC_020969.1_prot_WP_009872319.1_20	lcl|NC_020942.1_prot_WP_009872319.1_20	lcl|NC_017951.1_prot_WP_009872319.1_20	lcl|NC_017953.1_prot_WP_009872319.1_20	lcl|NC_020964.1_prot_WP_009872319.1_20
10	10	0.974	lcl|NC_020967.1_prot_WP_009872349.1_55	lcl|CP001890.1_prot_ADH20510.1_56	lcl|CP001886.1_prot_ADH16817.1_56	lcl|NC_020971.1_prot_WP_009872349.1_55	lcl|NC_017952.1_prot_WP_009872349.1_55	lcl|NC_020969.1_prot_WP_009872349.1_55	lcl|NC_020942.1_prot_WP_009872349.1_55	lcl|NC_017951.1_prot_WP_009872349.1_55	lcl|NC_017953.1_prot_WP_009872349.1_55	lcl|NC_020964.1_prot_WP_009872349.1_55
10	10	0.974	lcl|NC_020967.1_prot_WP_009872378.1_108	lcl|CP001890.1_prot_ADH20564.1_110	lcl|CP001886.1_prot_ADH16871.1_110	lcl|NC_020971.1_prot_WP_009872378.1_108	lcl|NC_017952.1_prot_WP_009872378.1_108	lcl|NC_020969.1_prot_WP_009872378.1_108	lcl|NC_020942.1_prot_WP_009872378.1_109	lcl|NC_017951.1_prot_WP_009872378.1_108	lcl|NC_017953.1_prot_WP_009872378.1_108	lcl|NC_020964.1_prot_WP_009872378.1_108
10	10	0.974	lcl|NC_020967.1_prot_WP_009872380.1_110	lcl|CP001890.1_prot_ADH20566.1_112	lcl|CP001886.1_prot_ADH16873.1_112	lcl|NC_020971.1_prot_WP_009872380.1_110	lcl|NC_017952.1_prot_WP_009872380.1_110	lcl|NC_020969.1_prot_WP_009872380.1_110	lcl|NC_020942.1_prot_WP_009872380.1_111	lcl|NC_017951.1_prot_WP_009872380.1_110	lcl|NC_017953.1_prot_WP_009872380.1_110	lcl|NC_020964.1_prot_WP_009872380.1_110
10	10	0.974	lcl|NC_020967.1_prot_WP_009872442.1_190	lcl|CP001890.1_prot_ADH20645.1_191	lcl|CP001886.1_prot_ADH16950.1_189	lcl|NC_020971.1_prot_WP_009872442.1_191	lcl|NC_017952.1_prot_WP_009872442.1_189	lcl|NC_020969.1_prot_WP_009872442.1_190	lcl|NC_020942.1_prot_WP_009872442.1_193	lcl|NC_017951.1_prot_WP_009872442.1_190	lcl|NC_017953.1_prot_WP_009872442.1_190	lcl|NC_020964.1_prot_WP_009872442.1_189
10	10	0.974	lcl|NC_020967.1_prot_WP_009872452.1_201	lcl|CP001890.1_prot_ADH20656.1_202	lcl|CP001886.1_prot_ADH16961.1_200	lcl|NC_020971.1_prot_WP_009871543.1_202	lcl|NC_017952.1_prot_WP_009872452.1_200	lcl|NC_020969.1_prot_WP_009872452.1_201	lcl|NC_020942.1_prot_WP_009872452.1_204	lcl|NC_017951.1_prot_WP_009872452.1_201	lcl|NC_017953.1_prot_WP_009872452.1_201	lcl|NC_020964.1_prot_WP_009872452.1_200
10	10	0.974	lcl|NC_020967.1_prot_WP_009872453.1_202	lcl|CP001890.1_prot_ADH20657.1_203	lcl|CP001886.1_prot_ADH16962.1_201	lcl|NC_020971.1_prot_WP_014541239.1_203	lcl|NC_017952.1_prot_WP_009872453.1_201	lcl|NC_020969.1_prot_WP_009872453.1_202	lcl|NC_020942.1_prot_WP_009872453.1_205	lcl|NC_017951.1_prot_WP_009872453.1_202	lcl|NC_017953.1_prot_WP_009872453.1_202	lcl|NC_020964.1_prot_WP_009872453.1_201
10	10	0.974	lcl|NC_020967.1_prot_WP_009872455.1_204	lcl|CP001890.1_prot_ADH20659.1_205	lcl|CP001886.1_prot_ADH16964.1_203	lcl|NC_020971.1_prot_WP_009871546.1_205	lcl|NC_017952.1_prot_WP_009872455.1_203	lcl|NC_020969.1_prot_WP_009872455.1_204	lcl|NC_020942.1_prot_WP_009872455.1_207	lcl|NC_017951.1_prot_WP_009872455.1_204	lcl|NC_017953.1_prot_WP_009872455.1_204	lcl|NC_020964.1_prot_WP_009872455.1_203
10	10	0.974	lcl|NC_020967.1_prot_WP_009872473.1_222	lcl|CP001890.1_prot_ADH20677.1_223	lcl|CP001886.1_prot_ADH16982.1_221	lcl|NC_020971.1_prot_WP_009871564.1_223	lcl|NC_017952.1_prot_WP_009872473.1_221	lcl|NC_020969.1_prot_WP_009872473.1_222	lcl|NC_020942.1_prot_WP_009872473.1_225	lcl|NC_017951.1_prot_WP_009872473.1_222	lcl|NC_017953.1_prot_WP_009872473.1_222	lcl|NC_020964.1_prot_WP_009872473.1_221
10	10	0.974	lcl|NC_020967.1_prot_WP_009872491.1_245	lcl|CP001890.1_prot_ADH20700.1_246	lcl|CP001886.1_prot_ADH17005.1_244	lcl|NC_020971.1_prot_WP_009872491.1_246	lcl|NC_017952.1_prot_WP_009872491.1_244	lcl|NC_020969.1_prot_WP_009872491.1_245	lcl|NC_020942.1_prot_WP_009872491.1_248	lcl|NC_017951.1_prot_WP_009872491.1_245	lcl|NC_017953.1_prot_WP_009872491.1_245	lcl|NC_020964.1_prot_WP_009872491.1_244
10	10	0.974	lcl|NC_020967.1_prot_WP_009872563.1_335	lcl|CP001890.1_prot_ADH20791.1_337	lcl|CP001886.1_prot_ADH17096.1_335	lcl|NC_020971.1_prot_WP_009872563.1_336	lcl|NC_017952.1_prot_WP_009872563.1_334	lcl|NC_020969.1_prot_WP_009872563.1_335	lcl|NC_020942.1_prot_WP_009872563.1_338	lcl|NC_017951.1_prot_WP_009872563.1_335	lcl|NC_017953.1_prot_WP_009872563.1_335	lcl|NC_020964.1_prot_WP_009872563.1_334
10	10	0.974	lcl|NC_020967.1_prot_WP_009872578.1_353	lcl|CP001890.1_prot_ADH20809.1_355	lcl|CP001886.1_prot_ADH17114.1_353	lcl|NC_020971.1_prot_WP_009872578.1_354	lcl|NC_017952.1_prot_WP_009872578.1_352	lcl|NC_020969.1_prot_WP_009872578.1_353	lcl|NC_020942.1_prot_WP_009872578.1_356	lcl|NC_017951.1_prot_WP_009872578.1_353	lcl|NC_017953.1_prot_WP_009872578.1_353	lcl|NC_020964.1_prot_WP_009872578.1_352
10	10	0.974	lcl|NC_020967.1_prot_WP_009872643.1_431	lcl|CP001890.1_prot_ADH20885.1_431	lcl|CP001886.1_prot_ADH17190.1_429	lcl|NC_020971.1_prot_WP_009872643.1_432	lcl|NC_017952.1_prot_WP_009872643.1_430	lcl|NC_020969.1_prot_WP_009872643.1_431	lcl|NC_020942.1_prot_WP_009872643.1_434	lcl|NC_017951.1_prot_WP_009872643.1_431	lcl|NC_017953.1_prot_WP_009872643.1_431	lcl|NC_020964.1_prot_WP_009872643.1_430
10	10	0.974	lcl|NC_020967.1_prot_WP_009872663.1_463	lcl|CP001890.1_prot_ADH20917.1_463	lcl|CP001886.1_prot_ADH17222.1_461	lcl|NC_020971.1_prot_WP_009872663.1_464	lcl|NC_017952.1_prot_WP_009872663.1_462	lcl|NC_020969.1_prot_WP_009872663.1_463	lcl|NC_020942.1_prot_WP_009872663.1_466	lcl|NC_017951.1_prot_WP_009872663.1_463	lcl|NC_017953.1_prot_WP_009872663.1_463	lcl|NC_020964.1_prot_WP_009872663.1_462
10	10	0.974	lcl|NC_020967.1_prot_WP_009872687.1_489	lcl|CP001890.1_prot_ADH20947.1_493	lcl|CP001886.1_prot_ADH17252.1_491	lcl|NC_020971.1_prot_WP_009872687.1_490	lcl|NC_017952.1_prot_WP_009872687.1_488	lcl|NC_020969.1_prot_WP_009872687.1_489	lcl|NC_020942.1_prot_WP_009872687.1_492	lcl|NC_017951.1_prot_WP_009872687.1_489	lcl|NC_017953.1_prot_WP_009872687.1_489	lcl|NC_020964.1_prot_WP_009872687.1_488
10	10	0.974	lcl|NC_020967.1_prot_WP_009872704.1_515	lcl|CP001890.1_prot_ADH20973.1_519	lcl|CP001886.1_prot_ADH17277.1_516	lcl|NC_020971.1_prot_WP_009872704.1_516	lcl|NC_017952.1_prot_WP_009872704.1_514	lcl|NC_020969.1_prot_WP_009872704.1_515	lcl|NC_020942.1_prot_WP_009872704.1_518	lcl|NC_017951.1_prot_WP_009872704.1_515	lcl|NC_017953.1_prot_WP_009872704.1_515	lcl|NC_020964.1_prot_WP_009872704.1_514
10	10	0.974	lcl|NC_020967.1_prot_WP_009872709.1_524	lcl|CP001890.1_prot_ADH20982.1_528	lcl|CP001886.1_prot_ADH17287.1_526	lcl|NC_020971.1_prot_WP_009872709.1_525	lcl|NC_017952.1_prot_WP_009872709.1_523	lcl|NC_020969.1_prot_WP_009872709.1_524	lcl|NC_020942.1_prot_WP_009872709.1_527	lcl|NC_017951.1_prot_WP_009872709.1_524	lcl|NC_017953.1_prot_WP_009872709.1_524	lcl|NC_020964.1_prot_WP_015506367.1_523
10	10	0.974	lcl|NC_020967.1_prot_WP_009872717.1_535	lcl|CP001890.1_prot_ADH20993.1_539	lcl|CP001886.1_prot_ADH17298.1_537	lcl|NC_020971.1_prot_WP_009872717.1_536	lcl|NC_017952.1_prot_WP_009872717.1_534	lcl|NC_020969.1_prot_WP_009872717.1_535	lcl|NC_020942.1_prot_WP_009872717.1_538	lcl|NC_017951.1_prot_WP_009872717.1_535	lcl|NC_017953.1_prot_WP_009872717.1_535	lcl|NC_020964.1_prot_WP_009872717.1_534
10	10	0.974	lcl|NC_020967.1_prot_WP_009872726.1_547	lcl|CP001890.1_prot_ADH21005.1_551	lcl|CP001886.1_prot_ADH17310.1_549	lcl|NC_020971.1_prot_WP_009872726.1_548	lcl|NC_017952.1_prot_WP_009872726.1_546	lcl|NC_020969.1_prot_WP_009872726.1_547	lcl|NC_020942.1_prot_WP_009872726.1_550	lcl|NC_017951.1_prot_WP_009872726.1_547	lcl|NC_017953.1_prot_WP_009872726.1_547	lcl|NC_020964.1_prot_WP_009872726.1_546
10	10	0.974	lcl|NC_020967.1_prot_WP_009872749.1_576	lcl|CP001890.1_prot_ADH21034.1_580	lcl|CP001886.1_prot_ADH17339.1_578	lcl|NC_020971.1_prot_WP_009872749.1_577	lcl|NC_017952.1_prot_WP_009872749.1_575	lcl|NC_020969.1_prot_WP_009872749.1_576	lcl|NC_020942.1_prot_WP_009872749.1_579	lcl|NC_017951.1_prot_WP_009872749.1_576	lcl|NC_017953.1_prot_WP_009872749.1_576	lcl|NC_020964.1_prot_WP_009872749.1_575
10	10	0.974	lcl|NC_020967.1_prot_WP_009872777.1_617	lcl|CP001890.1_prot_ADH21075.1_621	lcl|CP001886.1_prot_ADH17381.1_620	lcl|NC_020971.1_prot_WP_009872777.1_618	lcl|NC_017952.1_prot_WP_009872777.1_616	lcl|NC_020969.1_prot_WP_009872777.1_617	lcl|NC_020942.1_prot_WP_009872777.1_620	lcl|NC_017951.1_prot_WP_009872777.1_617	lcl|NC_017953.1_prot_WP_009872777.1_617	lcl|NC_020964.1_prot_WP_009872777.1_616
10	10	0.974	lcl|NC_020967.1_prot_WP_009872812.1_665	lcl|CP001890.1_prot_ADH21127.1_673	lcl|CP001886.1_prot_ADH17433.1_672	lcl|NC_020971.1_prot_WP_009872812.1_666	lcl|NC_017952.1_prot_WP_009872812.1_664	lcl|NC_020969.1_prot_WP_009872812.1_665	lcl|NC_020942.1_prot_WP_009872812.1_668	lcl|NC_017951.1_prot_WP_009872812.1_665	lcl|NC_017953.1_prot_WP_009872812.1_665	lcl|NC_020964.1_prot_WP_009872812.1_664
10	10	0.974	lcl|NC_020967.1_prot_WP_009872821.1_676	lcl|CP001890.1_prot_ADH21139.1_685	lcl|CP001886.1_prot_ADH17445.1_684	lcl|NC_020971.1_prot_WP_009872821.1_677	lcl|NC_017952.1_prot_WP_009872821.1_675	lcl|NC_020969.1_prot_WP_009872821.1_676	lcl|NC_020942.1_prot_WP_009872821.1_679	lcl|NC_017951.1_prot_WP_009872821.1_676	lcl|NC_017953.1_prot_WP_009872821.1_676	lcl|NC_020964.1_prot_WP_009872821.1_675
10	10	0.974	lcl|NC_020967.1_prot_WP_009872827.1_684	lcl|CP001890.1_prot_ADH21147.1_693	lcl|CP001886.1_prot_ADH17453.1_692	lcl|NC_020971.1_prot_WP_009872827.1_685	lcl|NC_017952.1_prot_WP_009872827.1_683	lcl|NC_020969.1_prot_WP_009872827.1_684	lcl|NC_020942.1_prot_WP_009872827.1_687	lcl|NC_017951.1_prot_WP_009872827.1_684	lcl|NC_017953.1_prot_WP_009872827.1_684	lcl|NC_020964.1_prot_WP_009872827.1_683
10	10	0.974	lcl|NC_020967.1_prot_WP_009872879.1_746	lcl|CP001890.1_prot_ADH21213.1_759	lcl|CP001886.1_prot_ADH17521.1_760	lcl|NC_020971.1_prot_WP_009872879.1_747	lcl|NC_017952.1_prot_WP_009872879.1_745	lcl|NC_020969.1_prot_WP_009872879.1_746	lcl|NC_020942.1_prot_WP_009872879.1_750	lcl|NC_017951.1_prot_WP_009872879.1_746	lcl|NC_017953.1_prot_WP_009872879.1_746	lcl|NC_020964.1_prot_WP_009872879.1_745
10	10	0.974	lcl|NC_020967.1_prot_WP_009872882.1_751	lcl|CP001890.1_prot_ADH21218.1_764	lcl|CP001886.1_prot_ADH17526.1_765	lcl|NC_020971.1_prot_WP_009872882.1_752	lcl|NC_017952.1_prot_WP_009872882.1_750	lcl|NC_020969.1_prot_WP_009872882.1_751	lcl|NC_020942.1_prot_WP_009872882.1_755	lcl|NC_017951.1_prot_WP_009872882.1_751	lcl|NC_017953.1_prot_WP_009872882.1_751	lcl|NC_020964.1_prot_WP_009872882.1_750
10	10	0.974	lcl|NC_020967.1_prot_WP_009872911.1_785	lcl|CP001890.1_prot_ADH21255.1_801	lcl|CP001886.1_prot_ADH17563.1_802	lcl|NC_020971.1_prot_WP_009872911.1_786	lcl|NC_017952.1_prot_WP_009872911.1_784	lcl|NC_020969.1_prot_WP_009872911.1_785	lcl|NC_020942.1_prot_WP_009872911.1_789	lcl|NC_017951.1_prot_WP_009872911.1_785	lcl|NC_017953.1_prot_WP_009872911.1_785	lcl|NC_020964.1_prot_WP_009872911.1_784
10	10	0.974	lcl|NC_020967.1_prot_WP_009872970.1_866	lcl|CP001890.1_prot_ADH21341.1_887	lcl|CP001886.1_prot_ADH17649.1_888	lcl|NC_020971.1_prot_WP_009872970.1_866	lcl|NC_017952.1_prot_WP_009872970.1_864	lcl|NC_020969.1_prot_WP_009872970.1_865	lcl|NC_020942.1_prot_WP_009872970.1_870	lcl|NC_017951.1_prot_WP_009872970.1_865	lcl|NC_017953.1_prot_WP_009872970.1_865	lcl|NC_020964.1_prot_WP_009872970.1_865
10	10	0.974	lcl|NC_020967.1_prot_WP_009873044.1_100	lcl|CP001890.1_prot_ADH20556.1_102	lcl|CP001886.1_prot_ADH16864.1_103	lcl|NC_020971.1_prot_WP_014541231.1_100	lcl|NC_017952.1_prot_WP_009873044.1_100	lcl|NC_020969.1_prot_WP_009873044.1_100	lcl|NC_020942.1_prot_WP_009873044.1_101	lcl|NC_017951.1_prot_WP_009873044.1_100	lcl|NC_017953.1_prot_WP_014736660.1_100	lcl|NC_020964.1_prot_WP_009873044.1_100
10	10	0.974	lcl|NC_020967.1_prot_WP_009873080.1_233	lcl|CP001890.1_prot_ADH20688.1_234	lcl|CP001886.1_prot_ADH16993.1_232	lcl|NC_020971.1_prot_WP_009873080.1_234	lcl|NC_017952.1_prot_WP_009873080.1_232	lcl|NC_020969.1_prot_WP_009873080.1_233	lcl|NC_020942.1_prot_WP_009873080.1_236	lcl|NC_017951.1_prot_WP_009873080.1_233	lcl|NC_017953.1_prot_WP_009873080.1_233	lcl|NC_020964.1_prot_WP_009873080.1_232
10	10	0.974	lcl|NC_020967.1_prot_WP_009873224.1_823	lcl|CP001890.1_prot_ADH21297.1_843	lcl|CP001886.1_prot_ADH17605.1_844	lcl|NC_020971.1_prot_WP_009873224.1_824	lcl|NC_017952.1_prot_WP_014541776.1_822	lcl|NC_020969.1_prot_WP_014541776.1_823	lcl|NC_020942.1_prot_WP_014541776.1_827	lcl|NC_017951.1_prot_WP_009873224.1_823	lcl|NC_017953.1_prot_WP_009873224.1_823	lcl|NC_020964.1_prot_WP_009873224.1_822
10	10	0.974	lcl|NC_020967.1_prot_WP_009873237.1_888	lcl|CP001890.1_prot_ADH21364.1_910	lcl|CP001886.1_prot_ADH17672.1_911	lcl|NC_020971.1_prot_WP_009873237.1_888	lcl|NC_017952.1_prot_WP_014541779.1_886	lcl|NC_020969.1_prot_WP_014541779.1_887	lcl|NC_020942.1_prot_WP_014541779.1_892	lcl|NC_017951.1_prot_WP_009873237.1_887	lcl|NC_017953.1_prot_WP_009873237.1_887	lcl|NC_020964.1_prot_WP_009873237.1_887
