# Species	Genes	Alg.-Conn.	11128.fasta	11368.fasta	12009.fasta	E24377A.fasta	IAI1.fasta	SE11.fasta	Sb227.fasta	Ss046.fasta	W.fasta
9	9	0.855	lcl|AP010960.1_prot_BAI34630.1_661	lcl|AP010953.1_prot_BAI24034.1_705	lcl|AP010958.1_prot_BAI29501.1_638	lcl|CP000800.1_prot_ABV20139.1_629	lcl|NC_011741.1_prot_WP_000850550.1_593	lcl|NC_011415.1_prot_WP_000850550.1_703	lcl|CP000036.1_prot_ABB65196.1_460	lcl|CP000038.1_prot_AAZ87351.1_553	lcl|NC_017635.1_prot_WP_000850550.1_683
9	9	0.855	lcl|AP010960.1_prot_BAI34815.1_858	lcl|AP010953.1_prot_BAI24239.1_923	lcl|AP010958.1_prot_BAI29684.1_833	lcl|CP000800.1_prot_ABV17390.1_818	lcl|NC_011741.1_prot_WP_000007101.1_812	lcl|NC_011415.1_prot_WP_000007101.1_853	lcl|CP000036.1_prot_ABB65361.1_625	lcl|CP000038.1_prot_AAZ87524.1_726	lcl|NC_017635.1_prot_WP_000007101.1_836
9	9	0.855	lcl|AP010960.1_prot_BAI34877.1_922	lcl|AP010953.1_prot_BAI24296.1_980	lcl|AP010958.1_prot_BAI29748.1_897	lcl|CP000800.1_prot_ABV18141.1_881	lcl|NC_011741.1_prot_WP_000203025.1_872	lcl|NC_011415.1_prot_WP_000203025.1_912	lcl|CP000036.1_prot_ABB65460.1_724	lcl|CP000038.1_prot_AAZ87581.1_783	lcl|NC_017635.1_prot_WP_000203025.1_945
9	9	0.855	lcl|AP010960.1_prot_BAI34911.1_956	lcl|AP010953.1_prot_BAI24330.1_1014	lcl|AP010958.1_prot_BAI29782.1_931	lcl|CP000800.1_prot_ABV17527.1_916	lcl|NC_011741.1_prot_WP_000537418.1_907	lcl|NC_011415.1_prot_WP_000537418.1_947	lcl|CP000036.1_prot_ABB65493.1_757	lcl|CP000038.1_prot_AAZ87630.1_832	lcl|NC_017635.1_prot_WP_000537418.1_980
9	9	0.855	lcl|AP010960.1_prot_BAI35464.1_1537	lcl|AP010953.1_prot_BAI25020.1_1721	lcl|AP010958.1_prot_BAI30144.1_1310	lcl|CP000800.1_prot_ABV19217.1_1292	lcl|NC_011741.1_prot_WP_001260333.1_1197	lcl|NC_011415.1_prot_WP_001260333.1_1245	lcl|CP000036.1_prot_ABB66457.1_1725	lcl|CP000038.1_prot_AAZ88636.1_1839	lcl|NC_017635.1_prot_WP_001260333.1_1277
9	9	0.855	lcl|AP010960.1_prot_BAI35680.1_1769	lcl|AP010953.1_prot_BAI25258.1_1980	lcl|AP010958.1_prot_BAI30338.1_1512	lcl|CP000800.1_prot_ABV16782.1_1486	lcl|NC_011741.1_prot_WP_000837924.1_1342	lcl|NC_011415.1_prot_WP_000837924.1_1451	lcl|CP000036.1_prot_ABB66294.1_1562	lcl|CP000038.1_prot_AAZ88435.1_1638	lcl|NC_017635.1_prot_WP_000837909.1_1484
9	9	0.855	lcl|AP010960.1_prot_BAI36222.1_2358	lcl|AP010953.1_prot_BAI25927.1_2688	lcl|AP010958.1_prot_BAI30838.1_2040	lcl|CP000800.1_prot_ABV20763.1_1984	lcl|NC_011741.1_prot_WP_000800512.1_1876	lcl|NC_011415.1_prot_WP_000800512.1_2027	lcl|CP000036.1_prot_ABB65793.1_1058	lcl|CP000038.1_prot_AAZ88011.1_1214	lcl|NC_017635.1_prot_WP_000800512.1_2004
9	9	0.855	lcl|AP010960.1_prot_BAI36348.1_2485	lcl|AP010953.1_prot_BAI25990.1_2751	lcl|AP010958.1_prot_BAI30953.1_2161	lcl|CP000800.1_prot_ABV18908.1_2037	lcl|NC_011741.1_prot_WP_000179469.1_1941	lcl|NC_011415.1_prot_WP_000179469.1_2137	lcl|CP000036.1_prot_ABB65746.1_1011	lcl|CP000038.1_prot_AAZ87933.1_1136	lcl|NC_017635.1_prot_WP_000179469.1_2056
9	9	0.855	lcl|AP010960.1_prot_BAI36363.1_2500	lcl|AP010953.1_prot_BAI26051.1_2812	lcl|AP010958.1_prot_BAI30968.1_2176	lcl|CP000800.1_prot_ABV18712.1_2055	lcl|NC_011741.1_prot_WP_001295643.1_1958	lcl|NC_011415.1_prot_WP_001295643.1_2154	lcl|CP000036.1_prot_ABB65731.1_996	lcl|CP000038.1_prot_AAZ87917.1_1120	lcl|NC_017635.1_prot_WP_001295643.1_2073
9	9	0.855	lcl|AP010960.1_prot_BAI36382.1_2520	lcl|AP010953.1_prot_BAI26064.1_2825	lcl|AP010958.1_prot_BAI30981.1_2189	lcl|CP000800.1_prot_ABV20604.1_2071	lcl|NC_011741.1_prot_WP_000994427.1_1971	lcl|NC_011415.1_prot_WP_000994447.1_2172	lcl|CP000036.1_prot_ABB65716.1_981	lcl|CP000038.1_prot_AAZ88662.1_1865	lcl|NC_017635.1_prot_WP_000994451.1_2091
9	9	0.855	lcl|AP010960.1_prot_BAI36388.1_2526	lcl|AP010953.1_prot_BAI26070.1_2831	lcl|AP010958.1_prot_BAI30987.1_2195	lcl|CP000800.1_prot_ABV20451.1_2077	lcl|NC_011741.1_prot_WP_000133106.1_1977	lcl|NC_011415.1_prot_WP_000133112.1_2178	lcl|CP000036.1_prot_ABB65713.1_978	lcl|CP000038.1_prot_AAZ88668.1_1871	lcl|NC_017635.1_prot_WP_000133124.1_2097
9	9	0.855	lcl|AP010960.1_prot_BAI36394.1_2532	lcl|AP010953.1_prot_BAI26076.1_2837	lcl|AP010958.1_prot_BAI30993.1_2201	lcl|CP000800.1_prot_ABV18713.1_2083	lcl|NC_011741.1_prot_WP_000942314.1_1983	lcl|NC_011415.1_prot_WP_000983977.1_2184	lcl|CP000036.1_prot_ABB65708.1_973	lcl|CP000038.1_prot_AAZ88674.1_1877	lcl|NC_017635.1_prot_WP_000983977.1_2103
9	9	0.855	lcl|AP010960.1_prot_BAI37072.1_3256	lcl|AP010953.1_prot_BAI26777.1_3579	lcl|AP010958.1_prot_BAI31806.1_3049	lcl|CP000800.1_prot_ABV20691.1_2686	lcl|NC_011741.1_prot_WP_000940018.1_2515	lcl|NC_011415.1_prot_WP_000940018.1_2833	lcl|CP000036.1_prot_ABB67100.1_2368	lcl|CP000038.1_prot_AAZ89242.1_2445	lcl|NC_017635.1_prot_WP_000940019.1_2729
9	9	0.855	lcl|AP010960.1_prot_BAI37613.1_3831	lcl|AP010953.1_prot_BAI27292.1_4109	lcl|AP010958.1_prot_BAI32406.1_3686	lcl|CP000800.1_prot_ABV19542.1_3299	lcl|NC_011741.1_prot_WP_000439331.1_3039	lcl|NC_011415.1_prot_WP_000439331.1_3296	lcl|CP000036.1_prot_ABB67506.1_2774	lcl|CP000038.1_prot_AAZ89730.1_2933	lcl|NC_017635.1_prot_WP_000439331.1_3224
9	9	0.855	lcl|AP010960.1_prot_BAI37872.1_4097	lcl|AP010953.1_prot_BAI27549.1_4379	lcl|AP010958.1_prot_BAI32719.1_4009	lcl|CP000800.1_prot_ABV19918.1_3576	lcl|NC_011741.1_prot_WP_001299298.1_3294	lcl|NC_011415.1_prot_WP_001299298.1_3551	lcl|CP000036.1_prot_ABB67759.1_3027	lcl|CP000038.1_prot_AAZ89981.1_3184	lcl|NC_017635.1_prot_WP_001299298.1_3479
9	9	0.855	lcl|AP010960.1_prot_BAI38142.1_4380	lcl|AP010953.1_prot_BAI28195.1_5041	lcl|AP010958.1_prot_BAI33369.1_4674	lcl|CP000800.1_prot_ABV20569.1_3867	lcl|NC_011741.1_prot_WP_000980111.1_3580	lcl|NC_011415.1_prot_WP_000980111.1_3830	lcl|CP000036.1_prot_ABB68048.1_3316	lcl|CP000038.1_prot_AAZ90370.1_3573	lcl|NC_017635.1_prot_WP_000980111.1_3765
9	9	0.855	lcl|AP010960.1_prot_BAI38388.1_4638	lcl|AP010953.1_prot_BAI27933.1_4774	lcl|AP010958.1_prot_BAI33056.1_4352	lcl|CP000800.1_prot_ABV18948.1_4127	lcl|NC_011741.1_prot_WP_001213584.1_3835	lcl|NC_011415.1_prot_WP_001213584.1_4091	lcl|CP000036.1_prot_ABB68282.1_3550	lcl|CP000038.1_prot_AAZ90508.1_3711	lcl|NC_017635.1_prot_WP_001213584.1_4035
9	9	0.855	lcl|AP010960.1_prot_BAI38503.1_4756	lcl|AP010953.1_prot_BAI27817.1_4652	lcl|AP010958.1_prot_BAI33291.1_4595	lcl|CP000800.1_prot_ABV20162.1_4258	lcl|NC_011741.1_prot_WP_000068834.1_3954	lcl|NC_011415.1_prot_WP_000068834.1_4210	lcl|CP000036.1_prot_ABB68401.1_3669	lcl|CP000038.1_prot_AAZ90617.1_3820	lcl|NC_017635.1_prot_WP_000068834.1_4198
9	9	0.855	lcl|AP010960.1_prot_BAI38853.1_5132	lcl|AP010953.1_prot_BAI28553.1_5418	lcl|AP010958.1_prot_BAI33725.1_5044	lcl|CP000800.1_prot_ABV19523.1_4589	lcl|NC_011741.1_prot_WP_000230281.1_4261	lcl|NC_011415.1_prot_WP_000230281.1_4530	lcl|CP000036.1_prot_ABB68625.1_3894	lcl|CP000038.1_prot_AAZ90908.1_4111	lcl|NC_017635.1_prot_WP_000230281.1_4503
9	9	0.855	lcl|AP010960.1_prot_BAI38862.1_5143	lcl|AP010953.1_prot_BAI28562.1_5429	lcl|AP010958.1_prot_BAI33734.1_5055	lcl|CP000800.1_prot_ABV20942.1_4598	lcl|NC_011741.1_prot_WP_000786399.1_4271	lcl|NC_011415.1_prot_WP_000786399.1_4540	lcl|CP000036.1_prot_ABB68607.1_3876	lcl|CP000038.1_prot_AAZ90922.1_4125	lcl|NC_017635.1_prot_WP_000786399.1_4515
9	9	0.854	lcl|AP010960.1_prot_BAI34203.1_206	lcl|AP010953.1_prot_BAI23565.1_208	lcl|AP010958.1_prot_BAI29079.1_203	lcl|CP000800.1_prot_ABV17578.1_205	lcl|NC_011741.1_prot_WP_001230983.1_202	lcl|NC_011415.1_prot_WP_001230983.1_203	lcl|CP000036.1_prot_ABB64921.1_185	lcl|CP000038.1_prot_AAZ87008.1_210	lcl|NC_017635.1_prot_WP_001230983.1_202
9	9	0.854	lcl|AP010960.1_prot_BAI34640.1_671	lcl|AP010953.1_prot_BAI24044.1_715	lcl|AP010958.1_prot_BAI29511.1_648	lcl|CP000800.1_prot_ABV20588.1_640	lcl|NC_011741.1_prot_WP_001269673.1_603	lcl|NC_011415.1_prot_WP_001269673.1_713	lcl|CP000036.1_prot_ABB65205.1_469	lcl|CP000038.1_prot_AAZ87361.1_563	lcl|NC_017635.1_prot_WP_001269673.1_693
9	9	0.854	lcl|AP010960.1_prot_BAI36146.1_2281	lcl|AP010953.1_prot_BAI25786.1_2545	lcl|AP010958.1_prot_BAI30763.1_1964	lcl|CP000800.1_prot_ABV18018.1_1908	lcl|NC_011741.1_prot_WP_001284613.1_1798	lcl|NC_011415.1_prot_WP_001284618.1_1949	lcl|CP000036.1_prot_ABB65944.1_1211	lcl|CP000038.1_prot_AAZ88096.1_1299	lcl|NC_017635.1_prot_WP_001284618.1_1926
9	9	0.854	lcl|AP010960.1_prot_BAI36597.1_2749	lcl|AP010953.1_prot_BAI26159.1_2936	lcl|AP010958.1_prot_BAI31280.1_2504	lcl|CP000800.1_prot_ABV20972.1_2207	lcl|NC_011741.1_prot_WP_000880161.1_2041	lcl|NC_011415.1_prot_WP_000880161.1_2305	lcl|CP000036.1_prot_ABB65521.1_785	lcl|CP000038.1_prot_AAZ88752.1_1955	lcl|NC_017635.1_prot_WP_000880199.1_2159
9	9	0.854	lcl|AP010960.1_prot_BAI36698.1_2862	lcl|AP010953.1_prot_BAI26269.1_3057	lcl|AP010958.1_prot_BAI31395.1_2620	lcl|CP000800.1_prot_ABV19667.1_2327	lcl|NC_011741.1_prot_WP_000383096.1_2166	lcl|NC_011415.1_prot_WP_000383096.1_2425	lcl|CP000036.1_prot_ABB65653.1_918	lcl|CP000038.1_prot_AAZ88852.1_2055	lcl|NC_017635.1_prot_WP_000383096.1_2322
9	9	0.854	lcl|AP010960.1_prot_BAI36720.1_2887	lcl|AP010953.1_prot_BAI26293.1_3081	lcl|AP010958.1_prot_BAI31419.1_2644	lcl|CP000800.1_prot_ABV21186.1_2352	lcl|NC_011741.1_prot_WP_000487246.1_2190	lcl|NC_011415.1_prot_WP_000615494.1_2449	lcl|CP000036.1_prot_ABB66731.1_1999	lcl|CP000038.1_prot_AAZ88875.1_2078	lcl|NC_017635.1_prot_WP_000487224.1_2346
9	9	0.854	lcl|AP010960.1_prot_BAI36975.1_3157	lcl|AP010953.1_prot_BAI26680.1_3480	lcl|AP010958.1_prot_BAI31712.1_2946	lcl|CP000800.1_prot_ABV16877.1_2588	lcl|NC_011741.1_prot_WP_001175648.1_2414	lcl|NC_011415.1_prot_WP_001175648.1_2732	lcl|CP000036.1_prot_ABB67007.1_2275	lcl|CP000038.1_prot_AAZ89148.1_2351	lcl|NC_017635.1_prot_WP_001175648.1_2628
9	9	0.854	lcl|AP010960.1_prot_BAI36979.1_3161	lcl|AP010953.1_prot_BAI26684.1_3484	lcl|AP010958.1_prot_BAI31716.1_2950	lcl|CP000800.1_prot_ABV18036.1_2592	lcl|NC_011741.1_prot_WP_000838945.1_2418	lcl|NC_011415.1_prot_WP_000838945.1_2736	lcl|CP000036.1_prot_ABB67010.1_2278	lcl|CP000038.1_prot_AAZ89151.1_2354	lcl|NC_017635.1_prot_WP_000838945.1_2632
9	9	0.854	lcl|AP010960.1_prot_BAI37141.1_3330	lcl|AP010953.1_prot_BAI26849.1_3651	lcl|AP010958.1_prot_BAI31934.1_3183	lcl|CP000800.1_prot_ABV18169.1_2759	lcl|NC_011741.1_prot_WP_000256450.1_2641	lcl|NC_011415.1_prot_WP_000256450.1_2908	lcl|CP000036.1_prot_ABB67272.1_2540	lcl|CP000038.1_prot_AAZ89383.1_2586	lcl|NC_017635.1_prot_WP_000256450.1_2804
9	9	0.854	lcl|AP010960.1_prot_BAI37712.1_3932	lcl|AP010953.1_prot_BAI27387.1_4213	lcl|AP010958.1_prot_BAI32566.1_3855	lcl|CP000800.1_prot_ABV19736.1_3407	lcl|NC_011741.1_prot_WP_000633577.1_3141	lcl|NC_011415.1_prot_WP_000633577.1_3398	lcl|CP000036.1_prot_ABB67486.1_2754	lcl|CP000038.1_prot_AAZ89841.1_3044	lcl|NC_017635.1_prot_WP_000633577.1_3326
9	9	0.854	lcl|AP010960.1_prot_BAI37808.1_4031	lcl|AP010953.1_prot_BAI27484.1_4310	lcl|AP010958.1_prot_BAI32663.1_3953	lcl|CP000800.1_prot_ABV18474.1_3515	lcl|NC_011741.1_prot_WP_000216791.1_3238	lcl|NC_011415.1_prot_WP_000216791.1_3495	lcl|CP000036.1_prot_ABB67676.1_2944	lcl|CP000038.1_prot_AAZ89927.1_3130	lcl|NC_017635.1_prot_WP_000216791.1_3423
9	9	0.854	lcl|AP010960.1_prot_BAI37905.1_4132	lcl|AP010953.1_prot_BAI27583.1_4413	lcl|AP010958.1_prot_BAI32753.1_4043	lcl|CP000800.1_prot_ABV17990.1_3610	lcl|NC_011741.1_prot_WP_000130100.1_3328	lcl|NC_011415.1_prot_WP_000130100.1_3585	lcl|CP000036.1_prot_ABB67793.1_3061	lcl|CP000038.1_prot_AAZ90014.1_3217	lcl|NC_017635.1_prot_WP_000130100.1_3513
9	9	0.854	lcl|AP010960.1_prot_BAI37947.1_4179	lcl|AP010953.1_prot_BAI27628.1_4458	lcl|AP010958.1_prot_BAI32798.1_4088	lcl|CP000800.1_prot_ABV20358.1_3655	lcl|NC_011741.1_prot_WP_001031834.1_3373	lcl|NC_011415.1_prot_WP_001031834.1_3630	lcl|CP000036.1_prot_ABB67845.1_3113	lcl|CP000038.1_prot_AAZ90060.1_3263	lcl|NC_017635.1_prot_WP_001031834.1_3558
9	9	0.854	lcl|AP010960.1_prot_BAI38535.1_4789	lcl|AP010953.1_prot_BAI28233.1_5081	lcl|AP010958.1_prot_BAI33417.1_4722	lcl|CP000800.1_prot_ABV17392.1_4294	lcl|NC_011741.1_prot_WP_000806411.1_3990	lcl|NC_011415.1_prot_WP_000806411.1_4247	lcl|CP000036.1_prot_ABB68434.1_3702	lcl|CP000038.1_prot_AAZ90650.1_3853	lcl|NC_017635.1_prot_WP_000806411.1_4233
9	9	0.854	lcl|AP010960.1_prot_BAI38687.1_4953	lcl|AP010953.1_prot_BAI28338.1_5195	lcl|AP010958.1_prot_BAI33515.1_4828	lcl|CP000800.1_prot_ABV17642.1_4412	lcl|NC_011741.1_prot_WP_000835799.1_4096	lcl|NC_011415.1_prot_WP_000835799.1_4353	lcl|CP000036.1_prot_ABB68540.1_3809	lcl|CP000038.1_prot_AAZ90754.1_3957	lcl|NC_017635.1_prot_WP_000835799.1_4338
9	9	0.854	lcl|AP010960.1_prot_BAI38840.1_5119	lcl|AP010953.1_prot_BAI28537.1_5401	lcl|AP010958.1_prot_BAI33711.1_5030	lcl|CP000800.1_prot_ABV16646.1_4573	lcl|NC_011741.1_prot_WP_000166270.1_4247	lcl|NC_011415.1_prot_WP_000166270.1_4515	lcl|CP000036.1_prot_ABB68638.1_3907	lcl|CP000038.1_prot_AAZ90895.1_4098	lcl|NC_017635.1_prot_WP_000166270.1_4489
9	9	0.853	lcl|AP010960.1_prot_BAI34055.1_54	lcl|AP010953.1_prot_BAI23415.1_54	lcl|AP010958.1_prot_BAI28931.1_53	lcl|CP000800.1_prot_ABV19136.1_53	lcl|NC_011741.1_prot_WP_000610901.1_48	lcl|NC_011415.1_prot_WP_000610901.1_48	lcl|CP000036.1_prot_ABB64775.1_38	lcl|CP000038.1_prot_AAZ86853.1_55	lcl|NC_017635.1_prot_WP_000610901.1_49
9	9	0.853	lcl|AP010960.1_prot_BAI34071.1_70	lcl|AP010953.1_prot_BAI23431.1_70	lcl|AP010958.1_prot_BAI28947.1_69	lcl|CP000800.1_prot_ABV20789.1_69	lcl|NC_011741.1_prot_WP_001295536.1_64	lcl|NC_011415.1_prot_WP_001295536.1_65	lcl|CP000036.1_prot_ABB64791.1_54	lcl|CP000038.1_prot_AAZ86869.1_71	lcl|NC_017635.1_prot_WP_001295536.1_65
9	9	0.853	lcl|AP010960.1_prot_BAI34104.1_103	lcl|AP010953.1_prot_BAI23465.1_104	lcl|AP010958.1_prot_BAI28980.1_102	lcl|CP000800.1_prot_ABV17095.1_102	lcl|NC_011741.1_prot_WP_000005042.1_98	lcl|NC_011415.1_prot_WP_000005042.1_99	lcl|CP000036.1_prot_ABB64824.1_88	lcl|CP000038.1_prot_AAZ86904.1_106	lcl|NC_017635.1_prot_WP_000005042.1_99
9	9	0.853	lcl|AP010960.1_prot_BAI34173.1_174	lcl|AP010953.1_prot_BAI23534.1_175	lcl|AP010958.1_prot_BAI29049.1_171	lcl|CP000800.1_prot_ABV18356.1_173	lcl|NC_011741.1_prot_WP_000811923.1_171	lcl|NC_011415.1_prot_WP_000811923.1_171	lcl|CP000036.1_prot_ABB64891.1_155	lcl|CP000038.1_prot_AAZ86977.1_179	lcl|NC_017635.1_prot_WP_000811923.1_171
9	9	0.853	lcl|AP010960.1_prot_BAI34189.1_190	lcl|AP010953.1_prot_BAI23550.1_191	lcl|AP010958.1_prot_BAI29065.1_187	lcl|CP000800.1_prot_ABV16755.1_189	lcl|NC_011741.1_prot_WP_000062312.1_187	lcl|NC_011415.1_prot_WP_000062312.1_187	lcl|CP000036.1_prot_ABB64906.1_170	lcl|CP000038.1_prot_AAZ86994.1_196	lcl|NC_017635.1_prot_WP_000062312.1_187
9	9	0.853	lcl|AP010960.1_prot_BAI34403.1_421	lcl|AP010953.1_prot_BAI23764.1_424	lcl|AP010958.1_prot_BAI29235.1_366	lcl|CP000800.1_prot_ABV17539.1_400	lcl|NC_011741.1_prot_WP_000941942.1_372	lcl|NC_011415.1_prot_WP_000941942.1_411	lcl|CP000036.1_prot_ABB65001.1_265	lcl|CP000038.1_prot_AAZ87143.1_345	lcl|NC_017635.1_prot_WP_000941942.1_458
9	9	0.853	lcl|AP010960.1_prot_BAI34404.1_423	lcl|AP010953.1_prot_BAI23765.1_426	lcl|AP010958.1_prot_BAI29236.1_368	lcl|CP000800.1_prot_ABV18020.1_402	lcl|NC_011741.1_prot_WP_001298537.1_374	lcl|NC_011415.1_prot_WP_001298537.1_414	lcl|CP000036.1_prot_ABB65003.1_267	lcl|CP000038.1_prot_AAZ87148.1_349	lcl|NC_017635.1_prot_WP_001298537.1_461
9	9	0.853	lcl|AP010960.1_prot_BAI34419.1_440	lcl|AP010953.1_prot_BAI23781.1_442	lcl|AP010958.1_prot_BAI29252.1_384	lcl|CP000800.1_prot_ABV20919.1_422	lcl|NC_011741.1_prot_WP_000974813.1_390	lcl|NC_011415.1_prot_WP_000974813.1_430	lcl|CP000036.1_prot_ABB65017.1_281	lcl|CP000038.1_prot_AAZ87163.1_365	lcl|NC_017635.1_prot_WP_000974813.1_477
9	9	0.853	lcl|AP010960.1_prot_BAI34455.1_476	lcl|AP010953.1_prot_BAI23817.1_478	lcl|AP010958.1_prot_BAI29288.1_420	lcl|CP000800.1_prot_ABV17748.1_461	lcl|NC_011741.1_prot_WP_001194534.1_426	lcl|NC_011415.1_prot_WP_001194534.1_466	lcl|CP000036.1_prot_ABB65050.1_314	lcl|CP000038.1_prot_AAZ87207.1_409	lcl|NC_017635.1_prot_WP_001194534.1_513
9	9	0.853	lcl|AP010960.1_prot_BAI34615.1_646	lcl|AP010953.1_prot_BAI24019.1_690	lcl|AP010958.1_prot_BAI29486.1_623	lcl|CP000800.1_prot_ABV18428.1_611	lcl|NC_011741.1_prot_WP_000192245.1_578	lcl|NC_011415.1_prot_WP_000192245.1_688	lcl|CP000036.1_prot_ABB65182.1_446	lcl|CP000038.1_prot_AAZ87334.1_536	lcl|NC_017635.1_prot_WP_000192245.1_668
9	9	0.853	lcl|AP010960.1_prot_BAI34709.1_744	lcl|AP010953.1_prot_BAI24113.1_788	lcl|AP010958.1_prot_BAI29578.1_721	lcl|CP000800.1_prot_ABV18382.1_718	lcl|NC_011741.1_prot_WP_001048604.1_678	lcl|NC_011415.1_prot_WP_001048602.1_788	lcl|CP000036.1_prot_ABB65274.1_538	lcl|CP000038.1_prot_AAZ87436.1_638	lcl|NC_017635.1_prot_WP_001048602.1_772
9	9	0.853	lcl|AP010960.1_prot_BAI34857.1_900	lcl|AP010953.1_prot_BAI24275.1_959	lcl|AP010958.1_prot_BAI29727.1_876	lcl|CP000800.1_prot_ABV17736.1_859	lcl|NC_011741.1_prot_WP_001236044.1_851	lcl|NC_011415.1_prot_WP_001236044.1_891	lcl|CP000036.1_prot_ABB65396.1_660	lcl|CP000038.1_prot_AAZ87561.1_763	lcl|NC_017635.1_prot_WP_001236037.1_875
9	9	0.853	lcl|AP010960.1_prot_BAI34940.1_985	lcl|AP010953.1_prot_BAI24359.1_1043	lcl|AP010958.1_prot_BAI29810.1_961	lcl|CP000800.1_prot_ABV17619.1_966	lcl|NC_011741.1_prot_WP_000350058.1_936	lcl|NC_011415.1_prot_WP_000350058.1_976	lcl|CP000036.1_prot_ABB66775.1_2043	lcl|CP000038.1_prot_AAZ87658.1_860	lcl|NC_017635.1_prot_WP_000350058.1_1009
9	9	0.853	lcl|AP010960.1_prot_BAI34951.1_996	lcl|AP010953.1_prot_BAI24371.1_1055	lcl|AP010958.1_prot_BAI29822.1_973	lcl|CP000800.1_prot_ABV18389.1_978	lcl|NC_011741.1_prot_WP_000462687.1_947	lcl|NC_011415.1_prot_WP_000462687.1_987	lcl|CP000036.1_prot_ABB66789.1_2057	lcl|CP000038.1_prot_AAZ87670.1_872	lcl|NC_017635.1_prot_WP_000462687.1_1020
9	9	0.853	lcl|AP010960.1_prot_BAI35266.1_1329	lcl|AP010953.1_prot_BAI24686.1_1385	lcl|AP010958.1_prot_BAI29936.1_1097	lcl|CP000800.1_prot_ABV19673.1_1115	lcl|NC_011741.1_prot_WP_000180056.1_1060	lcl|NC_011415.1_prot_WP_000180056.1_1107	lcl|CP000036.1_prot_ABB66601.1_1869	lcl|CP000038.1_prot_AAZ87791.1_994	lcl|NC_017635.1_prot_WP_000180056.1_1140
9	9	0.853	lcl|AP010960.1_prot_BAI35583.1_1664	lcl|AP010953.1_prot_BAI25132.1_1849	lcl|AP010958.1_prot_BAI30275.1_1446	lcl|CP000800.1_prot_ABV18086.1_1414	lcl|NC_011741.1_prot_WP_000498253.1_1272	lcl|NC_011415.1_prot_WP_000498253.1_1323	lcl|CP000036.1_prot_ABB66381.1_1649	lcl|CP000038.1_prot_AAZ88529.1_1732	lcl|NC_017635.1_prot_WP_000498253.1_1354
9	9	0.853	lcl|AP010960.1_prot_BAI35628.1_1715	lcl|AP010953.1_prot_BAI25179.1_1898	lcl|AP010958.1_prot_BAI30321.1_1495	lcl|CP000800.1_prot_ABV17477.1_1469	lcl|NC_011741.1_prot_WP_000817693.1_1323	lcl|NC_011415.1_prot_WP_000817693.1_1374	lcl|CP000036.1_prot_ABB66335.1_1603	lcl|CP000038.1_prot_AAZ88484.1_1687	lcl|NC_017635.1_prot_WP_000817693.1_1405
9	9	0.853	lcl|AP010960.1_prot_BAI35710.1_1801	lcl|AP010953.1_prot_BAI25289.1_2011	lcl|AP010958.1_prot_BAI30368.1_1544	lcl|CP000800.1_prot_ABV19614.1_1518	lcl|NC_011741.1_prot_WP_000048955.1_1373	lcl|NC_011415.1_prot_WP_000048955.1_1484	lcl|CP000036.1_prot_ABB66280.1_1548	lcl|CP000038.1_prot_AAZ88423.1_1626	lcl|NC_017635.1_prot_WP_000048942.1_1515
9	9	0.853	lcl|AP010960.1_prot_BAI35711.1_1802	lcl|AP010953.1_prot_BAI25290.1_2012	lcl|AP010958.1_prot_BAI30369.1_1545	lcl|CP000800.1_prot_ABV19082.1_1519	lcl|NC_011741.1_prot_WP_000139551.1_1374	lcl|NC_011415.1_prot_WP_000139551.1_1485	lcl|CP000036.1_prot_ABB66279.1_1547	lcl|CP000038.1_prot_AAZ88422.1_1625	lcl|NC_017635.1_prot_WP_000139551.1_1516
9	9	0.853	lcl|AP010960.1_prot_BAI36026.1_2153	lcl|AP010953.1_prot_BAI25659.1_2412	lcl|AP010958.1_prot_BAI30634.1_1827	lcl|CP000800.1_prot_ABV17819.1_1809	lcl|NC_011741.1_prot_WP_000367160.1_1704	lcl|NC_011415.1_prot_WP_000367160.1_1807	lcl|CP000036.1_prot_ABB66065.1_1333	lcl|CP000038.1_prot_AAZ88175.1_1378	lcl|NC_017635.1_prot_WP_000367160.1_1832
9	9	0.853	lcl|AP010960.1_prot_BAI36045.1_2174	lcl|AP010953.1_prot_BAI25678.1_2433	lcl|AP010958.1_prot_BAI30653.1_1848	lcl|CP000800.1_prot_ABV19342.1_1831	lcl|NC_011741.1_prot_WP_001082226.1_1724	lcl|NC_011415.1_prot_WP_001082226.1_1827	lcl|CP000036.1_prot_ABB66047.1_1314	lcl|CP000038.1_prot_AAZ88161.1_1364	lcl|NC_017635.1_prot_WP_001082226.1_1852
9	9	0.853	lcl|AP010960.1_prot_BAI36587.1_2739	lcl|AP010953.1_prot_BAI26149.1_2926	lcl|AP010958.1_prot_BAI31270.1_2494	lcl|CP000800.1_prot_ABV17181.1_2198	lcl|NC_011741.1_prot_WP_000754763.1_2031	lcl|NC_011415.1_prot_WP_000754758.1_2295	lcl|CP000036.1_prot_ABB65512.1_776	lcl|CP000038.1_prot_AAZ88742.1_1945	lcl|NC_017635.1_prot_WP_000754749.1_2149
