# Species	Genes	Alg.-Conn.	AC30.fasta	ATCC17978.fasta	ATCC19606.fasta	BJAB0715.fasta	D1279779.fasta	MDR-TJ.fasta	NCGM237.fasta	PKAB07.fasta	TYTH-1.fasta
9	10	0.749	lcl|CP007577.1_prot_AHX65712.1_2046	lcl|NZ_CP033110.1_prot_WP_000941215.1_413	lcl|NZ_CP058289.1_prot_WP_000941215.1_204	lcl|NC_021733.1_prot_WP_000941215.1_3366	lcl|NC_020547.2_prot_WP_000941215.1_3028	lcl|NC_017847.1_prot_WP_000941215.1_404	lcl|NZ_AP013357.1_prot_WP_000941215.1_421	lcl|CP006963.1_prot_AHJ94696.1_3249,lcl|CP006963.1_prot_AHJ94870.1_3423	lcl|NC_018706.1_prot_WP_000941215.1_3504
9	10	0.749	lcl|CP007577.1_prot_AHX65715.1_2049	lcl|NZ_CP033110.1_prot_WP_001138119.1_410	lcl|NZ_CP058289.1_prot_WP_001138119.1_201	lcl|NC_021733.1_prot_WP_001138119.1_3369	lcl|NC_020547.2_prot_WP_001138119.1_3031	lcl|NC_017847.1_prot_WP_001138119.1_401	lcl|NZ_AP013357.1_prot_WP_001138119.1_418	lcl|CP006963.1_prot_AHJ94699.1_3252,lcl|CP006963.1_prot_AHJ94873.1_3426	lcl|NC_018706.1_prot_WP_001138119.1_3507
9	10	0.748	lcl|CP007577.1_prot_AHX63858.1_191	lcl|NZ_CP033110.1_prot_WP_000897185.1_1039	lcl|NZ_CP058289.1_prot_WP_000897185.1_741	lcl|NC_021733.1_prot_WP_000897189.1_2788	lcl|NC_020547.2_prot_WP_000897185.1_2487	lcl|NC_017847.1_prot_WP_000897185.1_1011	lcl|NZ_AP013357.1_prot_WP_000897185.1_962	lcl|CP006963.1_prot_AHJ94106.1_2656,lcl|CP006963.1_prot_AHJ94167.1_2718	lcl|NC_018706.1_prot_WP_000897185.1_2954
9	10	0.748	lcl|CP007577.1_prot_AHX63860.1_193	lcl|NZ_CP033110.1_prot_WP_000107954.1_1037	lcl|NZ_CP058289.1_prot_WP_000107954.1_739	lcl|NC_021733.1_prot_WP_000107954.1_2790	lcl|NC_020547.2_prot_WP_000107954.1_2489	lcl|NC_017847.1_prot_WP_000107954.1_1009	lcl|NZ_AP013357.1_prot_WP_000107954.1_960	lcl|CP006963.1_prot_AHJ94108.1_2658,lcl|CP006963.1_prot_AHJ94169.1_2720	lcl|NC_018706.1_prot_WP_000107954.1_2956
9	10	0.748	lcl|CP007577.1_prot_AHX63861.1_194	lcl|NZ_CP033110.1_prot_WP_001050723.1_1036	lcl|NZ_CP058289.1_prot_WP_001050723.1_738	lcl|NC_021733.1_prot_WP_001050723.1_2791	lcl|NC_020547.2_prot_WP_001050723.1_2490	lcl|NC_017847.1_prot_WP_001050723.1_1008	lcl|NZ_AP013357.1_prot_WP_001050723.1_959	lcl|CP006963.1_prot_AHJ94109.1_2659,lcl|CP006963.1_prot_AHJ94170.1_2721	lcl|NC_018706.1_prot_WP_001050723.1_2957
9	10	0.748	lcl|CP007577.1_prot_AHX63862.1_195	lcl|NZ_CP033110.1_prot_WP_001238909.1_1035	lcl|NZ_CP058289.1_prot_WP_001238909.1_737	lcl|NC_021733.1_prot_WP_001238906.1_2792	lcl|NC_020547.2_prot_WP_001238909.1_2491	lcl|NC_017847.1_prot_WP_001238909.1_1007	lcl|NZ_AP013357.1_prot_WP_001238909.1_958	lcl|CP006963.1_prot_AHJ94110.1_2660,lcl|CP006963.1_prot_AHJ94171.1_2722	lcl|NC_018706.1_prot_WP_001238909.1_2958
9	10	0.748	lcl|CP007577.1_prot_AHX63863.1_196	lcl|NZ_CP033110.1_prot_WP_000339846.1_1034	lcl|NZ_CP058289.1_prot_WP_000339846.1_736	lcl|NC_021733.1_prot_WP_000339846.1_2793	lcl|NC_020547.2_prot_WP_000383014.1_2492	lcl|NC_017847.1_prot_WP_000339846.1_1006	lcl|NZ_AP013357.1_prot_WP_000339846.1_957	lcl|CP006963.1_prot_AHJ94111.1_2661,lcl|CP006963.1_prot_AHJ94172.1_2723	lcl|NC_018706.1_prot_WP_000339846.1_2959
9	10	0.748	lcl|CP007577.1_prot_AHX63875.1_208	lcl|NZ_CP033110.1_prot_WP_001191205.1_1022	lcl|NZ_CP058289.1_prot_WP_001191208.1_724	lcl|NC_021733.1_prot_WP_001191208.1_2805	lcl|NC_020547.2_prot_WP_001191208.1_2504	lcl|NC_017847.1_prot_WP_001191208.1_994	lcl|NZ_AP013357.1_prot_WP_001191208.1_945	lcl|CP006963.1_prot_AHJ94123.1_2673,lcl|CP006963.1_prot_AHJ94184.1_2735	lcl|NC_018706.1_prot_WP_001191208.1_2971
9	10	0.748	lcl|CP007577.1_prot_AHX63887.1_220	lcl|NZ_CP033110.1_prot_WP_001025081.1_1010	lcl|NZ_CP058289.1_prot_WP_001025080.1_712	lcl|NC_021733.1_prot_WP_001025081.1_2818	lcl|NC_020547.2_prot_WP_001025081.1_2516	lcl|NC_017847.1_prot_WP_001025080.1_982	lcl|NZ_AP013357.1_prot_WP_001025080.1_933	lcl|CP006963.1_prot_AHJ94135.1_2685,lcl|CP006963.1_prot_AHJ94196.1_2747	lcl|NC_018706.1_prot_WP_001025080.1_2983
9	10	0.748	lcl|CP007577.1_prot_AHX63893.1_226	lcl|NZ_CP033110.1_prot_WP_000706554.1_1003	lcl|NZ_CP058289.1_prot_WP_000706554.1_705	lcl|NC_021733.1_prot_WP_000706558.1_2825	lcl|NC_020547.2_prot_WP_000706554.1_2523	lcl|NC_017847.1_prot_WP_000706554.1_975	lcl|NZ_AP013357.1_prot_WP_000706554.1_926	lcl|CP006963.1_prot_AHJ94141.1_2692,lcl|CP006963.1_prot_AHJ94202.1_2754	lcl|NC_018706.1_prot_WP_000706554.1_2990
9	10	0.748	lcl|CP007577.1_prot_AHX63900.1_233	lcl|NZ_CP033110.1_prot_WP_001186266.1_996	lcl|NZ_CP058289.1_prot_WP_001186263.1_698	lcl|NC_021733.1_prot_WP_004746432.1_2832	lcl|NC_020547.2_prot_WP_001186266.1_2530	lcl|NC_017847.1_prot_WP_001186267.1_968	lcl|NZ_AP013357.1_prot_WP_001186267.1_919	lcl|CP006963.1_prot_AHJ94148.1_2699,lcl|CP006963.1_prot_AHJ94209.1_2761	lcl|NC_018706.1_prot_WP_001186267.1_2997
9	10	0.748	lcl|CP007577.1_prot_AHX63912.1_245	lcl|NZ_CP033110.1_prot_WP_000573844.1_984	lcl|NZ_CP058289.1_prot_WP_000573844.1_686	lcl|NC_021733.1_prot_WP_000573840.1_2860	lcl|NC_020547.2_prot_WP_000573844.1_2542	lcl|NC_017847.1_prot_WP_000573844.1_888	lcl|NZ_AP013357.1_prot_WP_000573844.1_907	lcl|CP006963.1_prot_AHJ94160.1_2711,lcl|CP006963.1_prot_AHJ94221.1_2773	lcl|NC_018706.1_prot_WP_000573844.1_3009
9	10	0.748	lcl|CP007577.1_prot_AHX63913.1_246	lcl|NZ_CP033110.1_prot_WP_069330051.1_983	lcl|NZ_CP058289.1_prot_WP_001212949.1_685	lcl|NC_021733.1_prot_WP_001212949.1_2861	lcl|NC_020547.2_prot_WP_001212949.1_2543	lcl|NC_017847.1_prot_WP_001212949.1_887	lcl|NZ_AP013357.1_prot_WP_001212949.1_906	lcl|CP006963.1_prot_AHJ94161.1_2712,lcl|CP006963.1_prot_AHJ94222.1_2774	lcl|NC_018706.1_prot_WP_001212949.1_3010
9	10	0.748	lcl|CP007577.1_prot_AHX63916.1_249	lcl|NZ_CP033110.1_prot_WP_000031230.1_980	lcl|NZ_CP058289.1_prot_WP_000031228.1_682	lcl|NC_021733.1_prot_WP_000031228.1_2864	lcl|NC_020547.2_prot_WP_000031228.1_2546	lcl|NC_017847.1_prot_WP_000031228.1_884	lcl|NZ_AP013357.1_prot_WP_000031228.1_903	lcl|CP006963.1_prot_AHJ94164.1_2715,lcl|CP006963.1_prot_AHJ94225.1_2777	lcl|NC_018706.1_prot_WP_000031228.1_3013
9	10	0.748	lcl|CP007577.1_prot_AHX64724.1_1057	lcl|NZ_CP033110.1_prot_WP_001060808.1_1693	lcl|NZ_CP058289.1_prot_WP_001058535.1_1390	lcl|NC_021733.1_prot_WP_001060816.1_2061	lcl|NC_020547.2_prot_WP_001060819.1_1900	lcl|NC_017847.1_prot_WP_001060816.1_1684	lcl|NZ_AP013357.1_prot_WP_001060816.1_1780	lcl|CP006963.1_prot_AHJ93460.1_2004,lcl|CP006963.1_prot_AHJ93469.1_2013	lcl|NC_018706.1_prot_WP_001060816.1_2306
9	10	0.748	lcl|CP007577.1_prot_AHX65387.1_1720	lcl|NZ_CP033110.1_prot_WP_000529524.1_275	lcl|NZ_CP058289.1_prot_WP_000529521.1_68	lcl|NC_021733.1_prot_WP_000529525.1_3505	lcl|NC_020547.2_prot_WP_000529525.1_3165	lcl|NC_017847.1_prot_WP_000529525.1_267	lcl|NZ_AP013357.1_prot_WP_000529524.1_281	lcl|CP006963.1_prot_AHJ94832.1_3385,lcl|CP006963.1_prot_AHJ95007.1_3560	lcl|NC_018706.1_prot_WP_000529525.1_3641
9	10	0.748	lcl|CP007577.1_prot_AHX65415.1_1748	lcl|NZ_CP033110.1_prot_WP_001112080.1_373	lcl|NZ_CP058289.1_prot_WP_001112080.1_165	lcl|NC_021733.1_prot_WP_001112080.1_3405	lcl|NC_020547.2_prot_WP_001112080.1_3067	lcl|NC_017847.1_prot_WP_001112081.1_365	lcl|NZ_AP013357.1_prot_WP_001112081.1_382	lcl|CP006963.1_prot_AHJ94735.1_3288,lcl|CP006963.1_prot_AHJ94909.1_3462	lcl|NC_018706.1_prot_WP_001112081.1_3543
9	10	0.748	lcl|CP007577.1_prot_AHX65423.1_1756	lcl|NZ_CP033110.1_prot_WP_000085212.1_366	lcl|NZ_CP058289.1_prot_WP_000085212.1_158	lcl|NC_021733.1_prot_WP_000085212.1_3413	lcl|NC_020547.2_prot_WP_000085212.1_3074	lcl|NC_017847.1_prot_WP_000085212.1_357	lcl|NZ_AP013357.1_prot_WP_000085212.1_374	lcl|CP006963.1_prot_AHJ94743.1_3296,lcl|CP006963.1_prot_AHJ94917.1_3470	lcl|NC_018706.1_prot_WP_000085212.1_3551
9	10	0.748	lcl|CP007577.1_prot_AHX65439.1_1772	lcl|NZ_CP033110.1_prot_WP_001191140.1_348	lcl|NZ_CP058289.1_prot_WP_001191140.1_142	lcl|NC_021733.1_prot_WP_001191140.1_3431	lcl|NC_020547.2_prot_WP_001191140.1_3091	lcl|NC_017847.1_prot_WP_001191140.1_341	lcl|NZ_AP013357.1_prot_WP_001191140.1_358	lcl|CP006963.1_prot_AHJ94760.1_3313,lcl|CP006963.1_prot_AHJ94934.1_3487	lcl|NC_018706.1_prot_WP_001191140.1_3567
9	10	0.748	lcl|CP007577.1_prot_AHX65455.1_1788	lcl|NZ_CP033110.1_prot_WP_000077814.1_332	lcl|NZ_CP058289.1_prot_WP_000077814.1_126	lcl|NC_021733.1_prot_WP_000077814.1_3447	lcl|NC_020547.2_prot_WP_000077814.1_3107	lcl|NC_017847.1_prot_WP_000077814.1_325	lcl|NZ_AP013357.1_prot_WP_000077814.1_340	lcl|CP006963.1_prot_AHJ94776.1_3329,lcl|CP006963.1_prot_AHJ94950.1_3503	lcl|NC_018706.1_prot_WP_000077814.1_3583
9	10	0.748	lcl|CP007577.1_prot_AHX65474.1_1807	lcl|NZ_CP033110.1_prot_WP_000407064.1_313	lcl|NZ_CP058289.1_prot_WP_000407064.1_107	lcl|NC_021733.1_prot_WP_000407064.1_3466	lcl|NC_020547.2_prot_WP_000407064.1_3126	lcl|NC_017847.1_prot_WP_000407064.1_306	lcl|NZ_AP013357.1_prot_WP_000407064.1_321	lcl|CP006963.1_prot_AHJ94795.1_3348,lcl|CP006963.1_prot_AHJ94969.1_3522	lcl|NC_018706.1_prot_WP_000407064.1_3602
9	10	0.748	lcl|CP007577.1_prot_AHX65476.1_1809	lcl|NZ_CP033110.1_prot_WP_000135049.1_311	lcl|NZ_CP058289.1_prot_WP_000135049.1_105	lcl|NC_021733.1_prot_WP_000135049.1_3468	lcl|NC_020547.2_prot_WP_000135049.1_3128	lcl|NC_017847.1_prot_WP_000135049.1_304	lcl|NZ_AP013357.1_prot_WP_000135049.1_319	lcl|CP006963.1_prot_AHJ94797.1_3350,lcl|CP006963.1_prot_AHJ94971.1_3524	lcl|NC_018706.1_prot_WP_000135049.1_3604
9	10	0.748	lcl|CP007577.1_prot_AHX65477.1_1810	lcl|NZ_CP033110.1_prot_WP_001117590.1_309	lcl|NZ_CP058289.1_prot_WP_001117590.1_103	lcl|NC_021733.1_prot_WP_020753492.1_3470	lcl|NC_020547.2_prot_WP_001117592.1_3130	lcl|NC_017847.1_prot_WP_001117590.1_302	lcl|NZ_AP013357.1_prot_WP_041114736.1_317	lcl|CP006963.1_prot_AHJ94798.1_3351,lcl|CP006963.1_prot_AHJ94972.1_3525	lcl|NC_018706.1_prot_WP_001117590.1_3606
9	10	0.748	lcl|CP007577.1_prot_AHX65478.1_1811	lcl|NZ_CP033110.1_prot_WP_000090000.1_308	lcl|NZ_CP058289.1_prot_WP_000090000.1_102	lcl|NC_021733.1_prot_WP_000090000.1_3471	lcl|NC_020547.2_prot_WP_000090000.1_3131	lcl|NC_017847.1_prot_WP_000090000.1_301	lcl|NZ_AP013357.1_prot_WP_000090000.1_316	lcl|CP006963.1_prot_AHJ94799.1_3352,lcl|CP006963.1_prot_AHJ94973.1_3526	lcl|NC_018706.1_prot_WP_000090000.1_3607
9	10	0.748	lcl|CP007577.1_prot_AHX65488.1_1821	lcl|NZ_CP033110.1_prot_WP_001139944.1_298	lcl|NZ_CP058289.1_prot_WP_001139944.1_91	lcl|NC_021733.1_prot_WP_020753497.1_3482	lcl|NC_020547.2_prot_WP_001139944.1_3142	lcl|NC_017847.1_prot_WP_001139945.1_290	lcl|NZ_AP013357.1_prot_WP_001139953.1_304	lcl|CP006963.1_prot_AHJ94808.1_3361,lcl|CP006963.1_prot_AHJ94983.1_3536	lcl|NC_018706.1_prot_WP_001139945.1_3618
9	10	0.748	lcl|CP007577.1_prot_AHX65490.1_1823	lcl|NZ_CP033110.1_prot_WP_001193998.1_296	lcl|NZ_CP058289.1_prot_WP_001194003.1_89	lcl|NC_021733.1_prot_WP_020753499.1_3484	lcl|NC_020547.2_prot_WP_001193999.1_3144	lcl|NC_017847.1_prot_WP_001193997.1_288	lcl|NZ_AP013357.1_prot_WP_001193991.1_302	lcl|CP006963.1_prot_AHJ94810.1_3363,lcl|CP006963.1_prot_AHJ94985.1_3538	lcl|NC_018706.1_prot_WP_001193997.1_3620
9	10	0.748	lcl|CP007577.1_prot_AHX65493.1_1826	lcl|NZ_CP033110.1_prot_WP_000695065.1_293	lcl|NZ_CP058289.1_prot_WP_000695065.1_86	lcl|NC_021733.1_prot_WP_000695065.1_3487	lcl|NC_020547.2_prot_WP_000695065.1_3147	lcl|NC_017847.1_prot_WP_000695065.1_285	lcl|NZ_AP013357.1_prot_WP_000695065.1_299	lcl|CP006963.1_prot_AHJ94813.1_3366,lcl|CP006963.1_prot_AHJ94988.1_3541	lcl|NC_018706.1_prot_WP_000695065.1_3623
9	10	0.748	lcl|CP007577.1_prot_AHX65494.1_1827	lcl|NZ_CP033110.1_prot_WP_000076102.1_292	lcl|NZ_CP058289.1_prot_WP_000076101.1_85	lcl|NC_021733.1_prot_WP_000076099.1_3488	lcl|NC_020547.2_prot_WP_000076101.1_3148	lcl|NC_017847.1_prot_WP_000076101.1_284	lcl|NZ_AP013357.1_prot_WP_000076101.1_298	lcl|CP006963.1_prot_AHJ94814.1_3367,lcl|CP006963.1_prot_AHJ94989.1_3542	lcl|NC_018706.1_prot_WP_000076101.1_3624
9	10	0.748	lcl|CP007577.1_prot_AHX65499.1_1832	lcl|NZ_CP033110.1_prot_WP_000169602.1_287	lcl|NZ_CP058289.1_prot_WP_000169602.1_80	lcl|NC_021733.1_prot_WP_000169603.1_3493	lcl|NC_020547.2_prot_WP_000169598.1_3153	lcl|NC_017847.1_prot_WP_000169594.1_279	lcl|NZ_AP013357.1_prot_WP_000169602.1_293	lcl|CP006963.1_prot_AHJ94819.1_3372,lcl|CP006963.1_prot_AHJ94994.1_3547	lcl|NC_018706.1_prot_WP_000169594.1_3629
9	10	0.748	lcl|CP007577.1_prot_AHX65503.1_1836	lcl|NZ_CP033110.1_prot_WP_000227936.1_283	lcl|NZ_CP058289.1_prot_WP_000227936.1_76	lcl|NC_021733.1_prot_WP_000227936.1_3497	lcl|NC_020547.2_prot_WP_000227936.1_3157	lcl|NC_017847.1_prot_WP_000227940.1_275	lcl|NZ_AP013357.1_prot_WP_041114733.1_289	lcl|CP006963.1_prot_AHJ94823.1_3376,lcl|CP006963.1_prot_AHJ94998.1_3551	lcl|NC_018706.1_prot_WP_000227936.1_3633
9	10	0.748	lcl|CP007577.1_prot_AHX65508.1_1841	lcl|NZ_CP033110.1_prot_WP_000868422.1_278	lcl|NZ_CP058289.1_prot_WP_000868422.1_71	lcl|NC_021733.1_prot_WP_000868422.1_3502	lcl|NC_020547.2_prot_WP_000868422.1_3162	lcl|NC_017847.1_prot_WP_000868422.1_270	lcl|NZ_AP013357.1_prot_WP_000868422.1_284	lcl|CP006963.1_prot_AHJ94828.1_3381,lcl|CP006963.1_prot_AHJ95003.1_3556	lcl|NC_018706.1_prot_WP_000868422.1_3638
9	10	0.748	lcl|CP007577.1_prot_AHX65509.1_1842	lcl|NZ_CP033110.1_prot_WP_001183126.1_277	lcl|NZ_CP058289.1_prot_WP_001183123.1_70	lcl|NC_021733.1_prot_WP_020753504.1_3503	lcl|NC_020547.2_prot_WP_001183126.1_3163	lcl|NC_017847.1_prot_WP_001183126.1_269	lcl|NZ_AP013357.1_prot_WP_001183129.1_283	lcl|CP006963.1_prot_AHJ94830.1_3383,lcl|CP006963.1_prot_AHJ95005.1_3558	lcl|NC_018706.1_prot_WP_001183126.1_3639
9	10	0.748	lcl|CP007577.1_prot_AHX65690.1_2024	lcl|NZ_CP033110.1_prot_WP_001288210.1_435	lcl|NZ_CP058289.1_prot_WP_001288210.1_226	lcl|NC_021733.1_prot_WP_001288210.1_3344	lcl|NC_020547.2_prot_WP_001288210.1_3006	lcl|NC_017847.1_prot_WP_001288210.1_426	lcl|NZ_AP013357.1_prot_WP_001288210.1_443	lcl|CP006963.1_prot_AHJ94675.1_3228,lcl|CP006963.1_prot_AHJ94848.1_3401	lcl|NC_018706.1_prot_WP_001288210.1_3482
9	10	0.748	lcl|CP007577.1_prot_AHX65695.1_2029	lcl|NZ_CP033110.1_prot_WP_000135204.1_430	lcl|NZ_CP058289.1_prot_WP_000135204.1_221	lcl|NC_021733.1_prot_WP_000135204.1_3349	lcl|NC_020547.2_prot_WP_000135204.1_3011	lcl|NC_017847.1_prot_WP_000135204.1_421	lcl|NZ_AP013357.1_prot_WP_000135204.1_438	lcl|CP006963.1_prot_AHJ94679.1_3232,lcl|CP006963.1_prot_AHJ94853.1_3406	lcl|NC_018706.1_prot_WP_000135204.1_3487
9	10	0.748	lcl|CP007577.1_prot_AHX65714.1_2048	lcl|NZ_CP033110.1_prot_WP_001982638.1_411	lcl|NZ_CP058289.1_prot_WP_001982638.1_202	lcl|NC_021733.1_prot_WP_001982638.1_3368	lcl|NC_020547.2_prot_WP_001982638.1_3030	lcl|NC_017847.1_prot_WP_001982638.1_402	lcl|NZ_AP013357.1_prot_WP_001982638.1_419	lcl|CP006963.1_prot_AHJ94698.1_3251,lcl|CP006963.1_prot_AHJ94872.1_3425	lcl|NC_018706.1_prot_WP_001982638.1_3506
9	10	0.748	lcl|CP007577.1_prot_AHX65716.1_2050	lcl|NZ_CP033110.1_prot_WP_001122317.1_409	lcl|NZ_CP058289.1_prot_WP_001122318.1_200	lcl|NC_021733.1_prot_WP_001122317.1_3370	lcl|NC_020547.2_prot_WP_001122317.1_3032	lcl|NC_017847.1_prot_WP_001122317.1_400	lcl|NZ_AP013357.1_prot_WP_001122317.1_417	lcl|CP006963.1_prot_AHJ94700.1_3253,lcl|CP006963.1_prot_AHJ94874.1_3427	lcl|NC_018706.1_prot_WP_001122317.1_3508
9	10	0.748	lcl|CP007577.1_prot_AHX65719.1_2053	lcl|NZ_CP033110.1_prot_WP_001982642.1_406	lcl|NZ_CP058289.1_prot_WP_001982642.1_197	lcl|NC_021733.1_prot_WP_001982642.1_3373	lcl|NC_020547.2_prot_WP_001982642.1_3035	lcl|NC_017847.1_prot_WP_001982642.1_397	lcl|NZ_AP013357.1_prot_WP_001982642.1_414	lcl|CP006963.1_prot_AHJ94703.1_3256,lcl|CP006963.1_prot_AHJ94877.1_3430	lcl|NC_018706.1_prot_WP_001982642.1_3511
9	10	0.748	lcl|CP007577.1_prot_AHX65729.1_2063	lcl|NZ_CP033110.1_prot_WP_000993136.1_395	lcl|NZ_CP058289.1_prot_WP_000993136.1_187	lcl|NC_021733.1_prot_WP_000993136.1_3383	lcl|NC_020547.2_prot_WP_000993136.1_3045	lcl|NC_017847.1_prot_WP_000993136.1_387	lcl|NZ_AP013357.1_prot_WP_000993136.1_404	lcl|CP006963.1_prot_AHJ94713.1_3266,lcl|CP006963.1_prot_AHJ94887.1_3440	lcl|NC_018706.1_prot_WP_000993136.1_3521
9	10	0.748	lcl|CP007577.1_prot_AHX65737.1_2071	lcl|NZ_CP033110.1_prot_WP_000888321.1_387	lcl|NZ_CP058289.1_prot_WP_000888321.1_179	lcl|NC_021733.1_prot_WP_000888321.1_3391	lcl|NC_020547.2_prot_WP_000888321.1_3053	lcl|NC_017847.1_prot_WP_000888321.1_379	lcl|NZ_AP013357.1_prot_WP_000888321.1_396	lcl|CP006963.1_prot_AHJ94721.1_3274,lcl|CP006963.1_prot_AHJ94895.1_3448	lcl|NC_018706.1_prot_WP_000888321.1_3529
9	10	0.748	lcl|CP007577.1_prot_AHX65739.1_2073	lcl|NZ_CP033110.1_prot_WP_009518191.1_385	lcl|NZ_CP058289.1_prot_WP_001093907.1_177	lcl|NC_021733.1_prot_WP_001093907.1_3393	lcl|NC_020547.2_prot_WP_001093907.1_3055	lcl|NC_017847.1_prot_WP_001093907.1_377	lcl|NZ_AP013357.1_prot_WP_001093907.1_394	lcl|CP006963.1_prot_AHJ94723.1_3276,lcl|CP006963.1_prot_AHJ94897.1_3450	lcl|NC_018706.1_prot_WP_001093907.1_3531
9	10	0.747	lcl|CP007577.1_prot_AHX63859.1_192	lcl|NZ_CP033110.1_prot_WP_001091973.1_1038	lcl|NZ_CP058289.1_prot_WP_001091973.1_740	lcl|NC_021733.1_prot_WP_001091973.1_2789	lcl|NC_020547.2_prot_WP_001091975.1_2488	lcl|NC_017847.1_prot_WP_001091973.1_1010	lcl|NZ_AP013357.1_prot_WP_001091973.1_961	lcl|CP006963.1_prot_AHJ94107.1_2657,lcl|CP006963.1_prot_AHJ94168.1_2719	lcl|NC_018706.1_prot_WP_001091973.1_2955
9	10	0.747	lcl|CP007577.1_prot_AHX63864.1_197	lcl|NZ_CP033110.1_prot_WP_000469459.1_1033	lcl|NZ_CP058289.1_prot_WP_000469454.1_735	lcl|NC_021733.1_prot_WP_000469455.1_2794	lcl|NC_020547.2_prot_WP_000469459.1_2493	lcl|NC_017847.1_prot_WP_000469457.1_1005	lcl|NZ_AP013357.1_prot_WP_000469457.1_956	lcl|CP006963.1_prot_AHJ94112.1_2662,lcl|CP006963.1_prot_AHJ94173.1_2724	lcl|NC_018706.1_prot_WP_000469457.1_2960
9	10	0.747	lcl|CP007577.1_prot_AHX63868.1_201	lcl|NZ_CP033110.1_prot_WP_000117540.1_1029	lcl|NZ_CP058289.1_prot_WP_000117542.1_731	lcl|NC_021733.1_prot_WP_000117540.1_2798	lcl|NC_020547.2_prot_WP_000117540.1_2497	lcl|NC_017847.1_prot_WP_000117540.1_1001	lcl|NZ_AP013357.1_prot_WP_000117540.1_952	lcl|CP006963.1_prot_AHJ94116.1_2666,lcl|CP006963.1_prot_AHJ94177.1_2728	lcl|NC_018706.1_prot_WP_000117540.1_2964
9	10	0.747	lcl|CP007577.1_prot_AHX63872.1_205	lcl|NZ_CP033110.1_prot_WP_001057073.1_1025	lcl|NZ_CP058289.1_prot_WP_001057073.1_727	lcl|NC_021733.1_prot_WP_001057073.1_2802	lcl|NC_020547.2_prot_WP_001057073.1_2501	lcl|NC_017847.1_prot_WP_001057073.1_997	lcl|NZ_AP013357.1_prot_WP_001057073.1_948	lcl|CP006963.1_prot_AHJ94120.1_2670,lcl|CP006963.1_prot_AHJ94181.1_2732	lcl|NC_018706.1_prot_WP_001057073.1_2968
9	10	0.747	lcl|CP007577.1_prot_AHX63877.1_210	lcl|NZ_CP033110.1_prot_WP_001279315.1_1020	lcl|NZ_CP058289.1_prot_WP_001279315.1_722	lcl|NC_021733.1_prot_WP_001279315.1_2807	lcl|NC_020547.2_prot_WP_015451588.1_2506	lcl|NC_017847.1_prot_WP_001279312.1_992	lcl|NZ_AP013357.1_prot_WP_001279312.1_943	lcl|CP006963.1_prot_AHJ94125.1_2675,lcl|CP006963.1_prot_AHJ94186.1_2737	lcl|NC_018706.1_prot_WP_001279312.1_2973
9	10	0.747	lcl|CP007577.1_prot_AHX63879.1_212	lcl|NZ_CP033110.1_prot_WP_000059223.1_1018	lcl|NZ_CP058289.1_prot_WP_000059225.1_720	lcl|NC_021733.1_prot_WP_000059224.1_2809	lcl|NC_020547.2_prot_WP_000059223.1_2508	lcl|NC_017847.1_prot_WP_000059234.1_990	lcl|NZ_AP013357.1_prot_WP_000059234.1_941	lcl|CP006963.1_prot_AHJ94127.1_2677,lcl|CP006963.1_prot_AHJ94188.1_2739	lcl|NC_018706.1_prot_WP_000059234.1_2975
9	10	0.747	lcl|CP007577.1_prot_AHX63884.1_217	lcl|NZ_CP033110.1_prot_WP_000078676.1_1013	lcl|NZ_CP058289.1_prot_WP_000078676.1_715	lcl|NC_021733.1_prot_WP_000078676.1_2814	lcl|NC_020547.2_prot_WP_000078676.1_2513	lcl|NC_017847.1_prot_WP_000078676.1_985	lcl|NZ_AP013357.1_prot_WP_000078676.1_936	lcl|CP006963.1_prot_AHJ94132.1_2682,lcl|CP006963.1_prot_AHJ94193.1_2744	lcl|NC_018706.1_prot_WP_000078676.1_2980
9	10	0.747	lcl|CP007577.1_prot_AHX63888.1_221	lcl|NZ_CP033110.1_prot_WP_000925116.1_1009	lcl|NZ_CP058289.1_prot_WP_000925118.1_711	lcl|NC_021733.1_prot_WP_000925116.1_2819	lcl|NC_020547.2_prot_WP_000925116.1_2517	lcl|NC_017847.1_prot_WP_000925116.1_981	lcl|NZ_AP013357.1_prot_WP_000925116.1_932	lcl|CP006963.1_prot_AHJ94136.1_2686,lcl|CP006963.1_prot_AHJ94197.1_2748	lcl|NC_018706.1_prot_WP_000925116.1_2984
9	10	0.747	lcl|CP007577.1_prot_AHX63894.1_227	lcl|NZ_CP033110.1_prot_WP_000896679.1_1002	lcl|NZ_CP058289.1_prot_WP_000896681.1_704	lcl|NC_021733.1_prot_WP_000896679.1_2826	lcl|NC_020547.2_prot_WP_000896679.1_2524	lcl|NC_017847.1_prot_WP_000896679.1_974	lcl|NZ_AP013357.1_prot_WP_000896679.1_925	lcl|CP006963.1_prot_AHJ94142.1_2693,lcl|CP006963.1_prot_AHJ94203.1_2755	lcl|NC_018706.1_prot_WP_000896679.1_2991
