# Species	Genes	Alg.-Conn.	A:5291.fasta	B_TZ1A828_OT.fasta	E:SW3.fasta	F:SW5.fasta	G:11222.fasta	L1:115.fasta	L1:440:LN.fasta	L2b:UCH-2.fasta
8	8	0.994	lcl|NC_020939.1_prot_WP_011324625.1_186	lcl|NC_012687.1_prot_WP_011324625.1_188	lcl|NC_017952.1_prot_WP_009872441.1_188	lcl|NC_017953.1_prot_WP_009872441.1_189	lcl|CP001888.1_prot_ADH18794.1_186	lcl|NC_020929.1_prot_WP_009873623.1_186	lcl|NC_020937.1_prot_WP_009873623.1_185	lcl|NC_020931.1_prot_WP_009873623.1_186
8	8	0.994	lcl|NC_020939.1_prot_WP_011324630.1_195	lcl|NC_012687.1_prot_WP_011324630.1_197	lcl|NC_017952.1_prot_WP_009872450.1_197	lcl|NC_017953.1_prot_WP_009872450.1_198	lcl|CP001888.1_prot_ADH18803.1_195	lcl|NC_020929.1_prot_WP_009872450.1_195	lcl|NC_020937.1_prot_WP_009872450.1_194	lcl|NC_020931.1_prot_WP_009872450.1_195
8	8	0.994	lcl|NC_020939.1_prot_WP_011324640.1_209	lcl|NC_012687.1_prot_WP_011324640.1_211	lcl|NC_017952.1_prot_WP_009871554.1_211	lcl|NC_017953.1_prot_WP_009871554.1_212	lcl|CP001888.1_prot_ADH18817.1_209	lcl|NC_020929.1_prot_WP_012263620.1_209	lcl|NC_020937.1_prot_WP_009873639.1_208	lcl|NC_020931.1_prot_WP_012263620.1_209
8	8	0.994	lcl|NC_020939.1_prot_WP_011324841.1_723	lcl|NC_012687.1_prot_WP_011324841.1_725	lcl|NC_017952.1_prot_WP_009872864.1_725	lcl|NC_017953.1_prot_WP_009872864.1_726	lcl|CP001888.1_prot_ADH19347.1_739	lcl|NC_020929.1_prot_WP_010725309.1_722	lcl|NC_020937.1_prot_WP_010725309.1_721	lcl|NC_020931.1_prot_WP_010725309.1_722
8	8	0.994	lcl|NC_020939.1_prot_WP_011324863.1_795	lcl|NC_012687.1_prot_WP_011324863.1_798	lcl|NC_017952.1_prot_WP_009873211.1_797	lcl|NC_017953.1_prot_WP_009873211.1_798	lcl|CP001888.1_prot_ADH19425.1_817	lcl|NC_020929.1_prot_WP_009873394.1_794	lcl|NC_020937.1_prot_WP_009873394.1_793	lcl|NC_020931.1_prot_WP_009873394.1_794
8	8	0.994	lcl|NC_020939.1_prot_WP_011324884.1_848	lcl|NC_012687.1_prot_WP_011324884.1_851	lcl|NC_017952.1_prot_WP_009872211.1_850	lcl|NC_017953.1_prot_WP_009872211.1_851	lcl|CP001888.1_prot_ADH19481.1_873	lcl|NC_020929.1_prot_WP_012263566.1_847	lcl|NC_020937.1_prot_WP_012263566.1_846	lcl|NC_020931.1_prot_WP_012263566.1_847
8	8	0.994	lcl|NC_020939.1_prot_WP_011324909.1_889	lcl|NC_012687.1_prot_WP_011324909.1_892	lcl|NC_017952.1_prot_WP_014541782.1_891	lcl|NC_017953.1_prot_WP_014736675.1_892	lcl|CP001888.1_prot_ADH19524.1_916	lcl|NC_020929.1_prot_WP_009873471.1_888	lcl|NC_020937.1_prot_WP_009873471.1_887	lcl|NC_020931.1_prot_WP_009873471.1_888
8	8	0.994	lcl|NC_020939.1_prot_WP_012727900.1_395	lcl|NC_012687.1_prot_WP_012727900.1_397	lcl|NC_017952.1_prot_WP_009871738.1_398	lcl|NC_017953.1_prot_WP_009871738.1_399	lcl|CP001888.1_prot_ADH19003.1_395	lcl|NC_020929.1_prot_WP_009871738.1_394	lcl|NC_020937.1_prot_WP_009871738.1_394	lcl|NC_020931.1_prot_WP_009871738.1_394
8	8	0.994	lcl|NC_020939.1_prot_WP_012727937.1_546	lcl|NC_012687.1_prot_WP_012727937.1_548	lcl|NC_017952.1_prot_WP_009872729.1_549	lcl|NC_017953.1_prot_WP_009872729.1_550	lcl|CP001888.1_prot_ADH19161.1_553	lcl|NC_020929.1_prot_WP_009872729.1_545	lcl|NC_020937.1_prot_WP_009872729.1_545	lcl|NC_020931.1_prot_WP_009872729.1_545
8	8	0.994	lcl|NC_020939.1_prot_WP_012728049.1_116	lcl|NC_012687.1_prot_WP_012728049.1_117	lcl|NC_017952.1_prot_WP_014541750.1_116	lcl|NC_017953.1_prot_WP_009872385.1_116	lcl|CP001888.1_prot_ADH18723.1_115	lcl|NC_020929.1_prot_WP_011324576.1_116	lcl|NC_020937.1_prot_WP_041198412.1_116	lcl|NC_020931.1_prot_WP_011324576.1_116
8	8	0.994	lcl|NC_020939.1_prot_WP_012728134.1_471	lcl|NC_012687.1_prot_WP_012728134.1_473	lcl|NC_017952.1_prot_WP_009871816.1_474	lcl|NC_017953.1_prot_WP_009871816.1_475	lcl|CP001888.1_prot_ADH19083.1_475	lcl|NC_020929.1_prot_WP_009871816.1_470	lcl|NC_020937.1_prot_WP_009871816.1_470	lcl|NC_020931.1_prot_WP_009871816.1_470
8	8	0.994	lcl|NC_020939.1_prot_WP_012728143.1_523	lcl|NC_012687.1_prot_WP_012728143.1_525	lcl|NC_017952.1_prot_WP_009871871.1_526	lcl|NC_017953.1_prot_WP_009871871.1_527	lcl|CP001888.1_prot_ADH19138.1_530	lcl|NC_020929.1_prot_WP_009873864.1_522	lcl|NC_020937.1_prot_WP_009873864.1_522	lcl|NC_020931.1_prot_WP_009873864.1_522
8	8	0.994	lcl|NC_020939.1_prot_WP_012728155.1_583	lcl|NC_012687.1_prot_WP_012728155.1_585	lcl|NC_017952.1_prot_WP_009871932.1_586	lcl|NC_017953.1_prot_WP_009871932.1_587	lcl|CP001888.1_prot_ADH19199.1_591	lcl|NC_020929.1_prot_WP_009871932.1_582	lcl|NC_020937.1_prot_WP_009871932.1_582	lcl|NC_020931.1_prot_WP_009871932.1_582
8	8	0.994	lcl|NC_020939.1_prot_WP_012728185.1_769	lcl|NC_012687.1_prot_WP_012728185.1_772	lcl|NC_017952.1_prot_WP_009872901.1_771	lcl|NC_017953.1_prot_WP_009872901.1_772	lcl|CP001888.1_prot_ADH19397.1_789	lcl|NC_020929.1_prot_WP_009872901.1_768	lcl|NC_020937.1_prot_WP_009872901.1_767	lcl|NC_020931.1_prot_WP_009872901.1_768
8	8	0.994	lcl|NC_020939.1_prot_WP_014315977.1_20	lcl|NC_012687.1_prot_WP_012728032.1_20	lcl|NC_017952.1_prot_WP_009872319.1_20	lcl|NC_017953.1_prot_WP_009872319.1_20	lcl|CP001888.1_prot_ADH18629.1_21	lcl|NC_020929.1_prot_WP_009873497.1_20	lcl|NC_020937.1_prot_WP_012263584.1_20	lcl|NC_020931.1_prot_WP_012263584.1_20
8	8	0.994	lcl|NC_020939.1_prot_WP_014315982.1_65	lcl|NC_012687.1_prot_WP_012728040.1_65	lcl|NC_017952.1_prot_WP_009873031.1_65	lcl|NC_017953.1_prot_WP_009873031.1_65	lcl|CP001888.1_prot_ADH18674.1_66	lcl|NC_020929.1_prot_WP_009873531.1_65	lcl|NC_020937.1_prot_WP_009873531.1_65	lcl|NC_020931.1_prot_WP_009873531.1_65
8	8	0.993	lcl|NC_020939.1_prot_WP_009871349.1_4	lcl|NC_012687.1_prot_WP_009871349.1_4	lcl|NC_017952.1_prot_WP_009871349.1_4	lcl|NC_017953.1_prot_WP_009872304.1_4	lcl|CP001888.1_prot_ADH18612.1_4	lcl|NC_020929.1_prot_WP_009872304.1_4	lcl|NC_020937.1_prot_WP_009872304.1_4	lcl|NC_020931.1_prot_WP_009872304.1_4
8	8	0.993	lcl|NC_020939.1_prot_WP_009871537.1_192	lcl|NC_012687.1_prot_WP_009871537.1_194	lcl|NC_017952.1_prot_WP_009872447.1_194	lcl|NC_017953.1_prot_WP_009872447.1_195	lcl|CP001888.1_prot_ADH18800.1_192	lcl|NC_020929.1_prot_WP_009871537.1_192	lcl|NC_020937.1_prot_WP_009871537.1_191	lcl|NC_020931.1_prot_WP_009871537.1_192
8	8	0.993	lcl|NC_020939.1_prot_WP_009871586.1_241	lcl|NC_012687.1_prot_WP_009871586.1_243	lcl|NC_017952.1_prot_WP_009872490.1_243	lcl|NC_017953.1_prot_WP_009872490.1_244	lcl|CP001888.1_prot_ADH18849.1_241	lcl|NC_020929.1_prot_WP_009871586.1_241	lcl|NC_020937.1_prot_WP_009871586.1_240	lcl|NC_020931.1_prot_WP_009871586.1_241
8	8	0.993	lcl|NC_020939.1_prot_WP_009871610.1_265	lcl|NC_012687.1_prot_WP_009871610.1_267	lcl|NC_017952.1_prot_WP_009872512.1_267	lcl|NC_017953.1_prot_WP_009872512.1_268	lcl|CP001888.1_prot_ADH18874.1_266	lcl|NC_020929.1_prot_WP_009873683.1_265	lcl|NC_020937.1_prot_WP_009873683.1_264	lcl|NC_020931.1_prot_WP_009873683.1_265
8	8	0.993	lcl|NC_020939.1_prot_WP_009871622.1_277	lcl|NC_012687.1_prot_WP_009871622.1_279	lcl|NC_017952.1_prot_WP_009871622.1_279	lcl|NC_017953.1_prot_WP_009871622.1_280	lcl|CP001888.1_prot_ADH18886.1_278	lcl|NC_020929.1_prot_WP_009873691.1_277	lcl|NC_020937.1_prot_WP_009873691.1_276	lcl|NC_020931.1_prot_WP_009873691.1_277
8	8	0.993	lcl|NC_020939.1_prot_WP_009871655.1_310	lcl|NC_012687.1_prot_WP_012728100.1_312	lcl|NC_017952.1_prot_WP_009872546.1_312	lcl|NC_017953.1_prot_WP_009873099.1_313	lcl|CP001888.1_prot_ADH18919.1_311	lcl|NC_020929.1_prot_WP_009873713.1_310	lcl|NC_020937.1_prot_WP_009873713.1_309	lcl|NC_020931.1_prot_WP_009873713.1_310
8	8	0.993	lcl|NC_020939.1_prot_WP_009871695.1_350	lcl|NC_012687.1_prot_WP_009871695.1_352	lcl|NC_017952.1_prot_WP_009872579.1_353	lcl|NC_017953.1_prot_WP_009872579.1_354	lcl|CP001888.1_prot_ADH18959.1_351	lcl|NC_020929.1_prot_WP_009873741.1_349	lcl|NC_020937.1_prot_WP_009873741.1_349	lcl|NC_020931.1_prot_WP_009873741.1_349
8	8	0.993	lcl|NC_020939.1_prot_WP_009871759.1_416	lcl|NC_012687.1_prot_WP_009871759.1_418	lcl|NC_017952.1_prot_WP_009871759.1_419	lcl|NC_017953.1_prot_WP_009871759.1_420	lcl|CP001888.1_prot_ADH19025.1_417	lcl|NC_020929.1_prot_WP_009871759.1_415	lcl|NC_020937.1_prot_WP_009871759.1_415	lcl|NC_020931.1_prot_WP_009871759.1_415
8	8	0.993	lcl|NC_020939.1_prot_WP_009871763.1_420	lcl|NC_012687.1_prot_WP_009871763.1_422	lcl|NC_017952.1_prot_WP_009872638.1_423	lcl|NC_017953.1_prot_WP_009872638.1_424	lcl|CP001888.1_prot_ADH19029.1_421	lcl|NC_020929.1_prot_WP_009872638.1_419	lcl|NC_020937.1_prot_WP_009872638.1_419	lcl|NC_020931.1_prot_WP_009872638.1_419
8	8	0.993	lcl|NC_020939.1_prot_WP_009871784.1_442	lcl|NC_012687.1_prot_WP_009871784.1_444	lcl|NC_017952.1_prot_WP_009873129.1_445	lcl|NC_017953.1_prot_WP_009873129.1_446	lcl|CP001888.1_prot_ADH19050.1_442	lcl|NC_020929.1_prot_WP_009871784.1_441	lcl|NC_020937.1_prot_WP_009871784.1_441	lcl|NC_020931.1_prot_WP_009871784.1_441
8	8	0.993	lcl|NC_020939.1_prot_WP_009871845.1_498	lcl|NC_012687.1_prot_WP_009871845.1_500	lcl|NC_017952.1_prot_WP_009871845.1_501	lcl|NC_017953.1_prot_WP_009871845.1_502	lcl|CP001888.1_prot_ADH19112.1_504	lcl|NC_020929.1_prot_WP_009871845.1_497	lcl|NC_020937.1_prot_WP_009871845.1_497	lcl|NC_020931.1_prot_WP_009871845.1_497
8	8	0.993	lcl|NC_020939.1_prot_WP_009871851.1_504	lcl|NC_012687.1_prot_WP_009871851.1_506	lcl|NC_017952.1_prot_WP_009871851.1_507	lcl|NC_017953.1_prot_WP_009871851.1_508	lcl|CP001888.1_prot_ADH19118.1_510	lcl|NC_020929.1_prot_WP_009873850.1_503	lcl|NC_020937.1_prot_WP_009873850.1_503	lcl|NC_020931.1_prot_WP_009873850.1_503
8	8	0.993	lcl|NC_020939.1_prot_WP_009871926.1_577	lcl|NC_012687.1_prot_WP_009871926.1_579	lcl|NC_017952.1_prot_WP_009872754.1_580	lcl|NC_017953.1_prot_WP_009872754.1_581	lcl|CP001888.1_prot_ADH19193.1_585	lcl|NC_020929.1_prot_WP_015505714.1_576	lcl|NC_020937.1_prot_WP_009873901.1_576	lcl|NC_020931.1_prot_WP_009873901.1_576
8	8	0.993	lcl|NC_020939.1_prot_WP_009871936.1_587	lcl|NC_012687.1_prot_WP_009871936.1_589	lcl|NC_017952.1_prot_WP_014541769.1_590	lcl|NC_017953.1_prot_WP_009873155.1_591	lcl|CP001888.1_prot_ADH19203.1_595	lcl|NC_020929.1_prot_WP_009872759.1_586	lcl|NC_020937.1_prot_WP_009872759.1_586	lcl|NC_020931.1_prot_WP_009872759.1_586
8	8	0.993	lcl|NC_020939.1_prot_WP_009871950.1_600	lcl|NC_012687.1_prot_WP_009871950.1_602	lcl|NC_017952.1_prot_WP_009871950.1_603	lcl|NC_017953.1_prot_WP_009871950.1_604	lcl|CP001888.1_prot_ADH19217.1_609	lcl|NC_020929.1_prot_WP_009871950.1_599	lcl|NC_020937.1_prot_WP_009871950.1_599	lcl|NC_020931.1_prot_WP_009871950.1_599
8	8	0.993	lcl|NC_020939.1_prot_WP_009871982.1_632	lcl|NC_012687.1_prot_WP_009871982.1_634	lcl|NC_017952.1_prot_WP_009871982.1_634	lcl|NC_017953.1_prot_WP_009871982.1_635	lcl|CP001888.1_prot_ADH19248.1_640	lcl|NC_020929.1_prot_WP_009871982.1_631	lcl|NC_020937.1_prot_WP_009871982.1_630	lcl|NC_020931.1_prot_WP_009871982.1_631
8	8	0.993	lcl|NC_020939.1_prot_WP_009872017.1_665	lcl|NC_012687.1_prot_WP_009872017.1_667	lcl|NC_017952.1_prot_WP_009872017.1_667	lcl|NC_017953.1_prot_WP_009872017.1_668	lcl|CP001888.1_prot_ADH19284.1_676	lcl|NC_020929.1_prot_WP_009872017.1_664	lcl|NC_020937.1_prot_WP_009872017.1_663	lcl|NC_020931.1_prot_WP_009872017.1_664
8	8	0.993	lcl|NC_020939.1_prot_WP_009872040.1_687	lcl|NC_012687.1_prot_WP_009872040.1_689	lcl|NC_017952.1_prot_WP_009872040.1_689	lcl|NC_017953.1_prot_WP_009872040.1_690	lcl|CP001888.1_prot_ADH19307.1_699	lcl|NC_020929.1_prot_WP_009872040.1_686	lcl|NC_020937.1_prot_WP_009872040.1_685	lcl|NC_020931.1_prot_WP_009872040.1_686
8	8	0.993	lcl|NC_020939.1_prot_WP_009872073.1_717	lcl|NC_012687.1_prot_WP_009872073.1_719	lcl|NC_017952.1_prot_WP_009872073.1_719	lcl|NC_017953.1_prot_WP_009872073.1_720	lcl|CP001888.1_prot_ADH19341.1_733	lcl|NC_020929.1_prot_WP_009872073.1_716	lcl|NC_020937.1_prot_WP_009872073.1_715	lcl|NC_020931.1_prot_WP_009872073.1_716
8	8	0.993	lcl|NC_020939.1_prot_WP_009872082.1_726	lcl|NC_012687.1_prot_WP_009872082.1_728	lcl|NC_017952.1_prot_WP_009872082.1_728	lcl|NC_017953.1_prot_WP_009873203.1_729	lcl|CP001888.1_prot_ADH19350.1_742	lcl|NC_020929.1_prot_WP_009873310.1_725	lcl|NC_020937.1_prot_WP_009873310.1_724	lcl|NC_020931.1_prot_WP_009873310.1_725
8	8	0.993	lcl|NC_020939.1_prot_WP_009872085.1_728	lcl|NC_012687.1_prot_WP_009872085.1_730	lcl|NC_017952.1_prot_WP_009872085.1_730	lcl|NC_017953.1_prot_WP_009872085.1_731	lcl|CP001888.1_prot_ADH19353.1_745	lcl|NC_020929.1_prot_WP_009872085.1_727	lcl|NC_020937.1_prot_WP_009872085.1_726	lcl|NC_020931.1_prot_WP_009872085.1_727
8	8	0.993	lcl|NC_020939.1_prot_WP_009872134.1_773	lcl|NC_012687.1_prot_WP_009872134.1_776	lcl|NC_017952.1_prot_WP_014541774.1_775	lcl|NC_017953.1_prot_WP_009872903.1_776	lcl|CP001888.1_prot_ADH19402.1_794	lcl|NC_020929.1_prot_WP_009872134.1_772	lcl|NC_020937.1_prot_WP_009872134.1_771	lcl|NC_020931.1_prot_WP_009872134.1_772
8	8	0.993	lcl|NC_020939.1_prot_WP_009872141.1_780	lcl|NC_012687.1_prot_WP_009872141.1_783	lcl|NC_017952.1_prot_WP_009872909.1_782	lcl|NC_017953.1_prot_WP_009872909.1_783	lcl|CP001888.1_prot_ADH19409.1_801	lcl|NC_020929.1_prot_WP_009872909.1_779	lcl|NC_020937.1_prot_WP_009872909.1_778	lcl|NC_020931.1_prot_WP_009872909.1_779
8	8	0.993	lcl|NC_020939.1_prot_WP_009872149.1_788	lcl|NC_012687.1_prot_WP_009872149.1_791	lcl|NC_017952.1_prot_WP_009872149.1_790	lcl|NC_017953.1_prot_WP_009872149.1_791	lcl|CP001888.1_prot_ADH19417.1_809	lcl|NC_020929.1_prot_WP_009872149.1_787	lcl|NC_020937.1_prot_WP_009872149.1_786	lcl|NC_020931.1_prot_WP_009872149.1_787
8	8	0.993	lcl|NC_020939.1_prot_WP_009872187.1_825	lcl|NC_012687.1_prot_WP_009872187.1_828	lcl|NC_017952.1_prot_WP_009872187.1_827	lcl|NC_017953.1_prot_WP_009872187.1_828	lcl|CP001888.1_prot_ADH19457.1_849	lcl|NC_020929.1_prot_WP_009872187.1_824	lcl|NC_020937.1_prot_WP_009872187.1_823	lcl|NC_020931.1_prot_WP_009872187.1_824
8	8	0.993	lcl|NC_020939.1_prot_WP_009872188.1_826	lcl|NC_012687.1_prot_WP_009872188.1_829	lcl|NC_017952.1_prot_WP_009872942.1_828	lcl|NC_017953.1_prot_WP_009872942.1_829	lcl|CP001888.1_prot_ADH19458.1_850	lcl|NC_020929.1_prot_WP_009873416.1_825	lcl|NC_020937.1_prot_WP_009873416.1_824	lcl|NC_020931.1_prot_WP_009873416.1_825
8	8	0.993	lcl|NC_020939.1_prot_WP_009872193.1_831	lcl|NC_012687.1_prot_WP_009872193.1_834	lcl|NC_017952.1_prot_WP_009872193.1_833	lcl|NC_017953.1_prot_WP_009872193.1_834	lcl|CP001888.1_prot_ADH19463.1_855	lcl|NC_020929.1_prot_WP_009872193.1_830	lcl|NC_020937.1_prot_WP_009872193.1_829	lcl|NC_020931.1_prot_WP_009872193.1_830
8	8	0.993	lcl|NC_020939.1_prot_WP_009872199.1_836	lcl|NC_012687.1_prot_WP_009872199.1_839	lcl|NC_017952.1_prot_WP_009872199.1_838	lcl|NC_017953.1_prot_WP_009872199.1_839	lcl|CP001888.1_prot_ADH19469.1_861	lcl|NC_020929.1_prot_WP_009872199.1_835	lcl|NC_020937.1_prot_WP_009872199.1_834	lcl|NC_020931.1_prot_WP_009872199.1_835
8	8	0.993	lcl|NC_020939.1_prot_WP_009872217.1_854	lcl|NC_012687.1_prot_WP_009872217.1_857	lcl|NC_017952.1_prot_WP_009872217.1_856	lcl|NC_017953.1_prot_WP_009872217.1_857	lcl|CP001888.1_prot_ADH19487.1_879	lcl|NC_020929.1_prot_WP_009873442.1_853	lcl|NC_020937.1_prot_WP_009873442.1_852	lcl|NC_020931.1_prot_WP_009873442.1_853
8	8	0.993	lcl|NC_020939.1_prot_WP_009872505.1_257	lcl|NC_012687.1_prot_WP_009872505.1_259	lcl|NC_017952.1_prot_WP_009872505.1_259	lcl|NC_017953.1_prot_WP_009872505.1_260	lcl|CP001888.1_prot_ADH18865.1_257	lcl|NC_020929.1_prot_WP_009873676.1_257	lcl|NC_020937.1_prot_WP_009873676.1_256	lcl|NC_020931.1_prot_WP_009873676.1_257
8	8	0.993	lcl|NC_020939.1_prot_WP_009872581.1_353	lcl|NC_012687.1_prot_WP_009872581.1_355	lcl|NC_017952.1_prot_WP_009872581.1_356	lcl|NC_017953.1_prot_WP_014736667.1_357	lcl|CP001888.1_prot_ADH18962.1_354	lcl|NC_020929.1_prot_WP_009872581.1_352	lcl|NC_020937.1_prot_WP_009872581.1_352	lcl|NC_020931.1_prot_WP_009872581.1_352
8	8	0.993	lcl|NC_020939.1_prot_WP_009872598.1_371	lcl|NC_012687.1_prot_WP_009872598.1_373	lcl|NC_017952.1_prot_WP_009872598.1_374	lcl|NC_017953.1_prot_WP_009871716.1_375	lcl|CP001888.1_prot_ADH18980.1_372	lcl|NC_020929.1_prot_WP_009872598.1_370	lcl|NC_020937.1_prot_WP_009872598.1_370	lcl|NC_020931.1_prot_WP_009872598.1_370
8	8	0.993	lcl|NC_020939.1_prot_WP_009872655.1_450	lcl|NC_012687.1_prot_WP_009872655.1_452	lcl|NC_017952.1_prot_WP_009872655.1_453	lcl|NC_017953.1_prot_WP_009872655.1_454	lcl|CP001888.1_prot_ADH19059.1_451	lcl|NC_020929.1_prot_WP_009872655.1_449	lcl|NC_020937.1_prot_WP_009872655.1_449	lcl|NC_020931.1_prot_WP_009872655.1_449
8	8	0.993	lcl|NC_020939.1_prot_WP_009872805.1_650	lcl|NC_012687.1_prot_WP_009872805.1_652	lcl|NC_017952.1_prot_WP_009873179.1_652	lcl|NC_017953.1_prot_WP_009873179.1_653	lcl|CP001888.1_prot_ADH19267.1_659	lcl|NC_020929.1_prot_WP_009873962.1_649	lcl|NC_020937.1_prot_WP_009873962.1_648	lcl|NC_020931.1_prot_WP_009873962.1_649
8	8	0.993	lcl|NC_020939.1_prot_WP_009873512.1_42	lcl|NC_012687.1_prot_WP_009873512.1_42	lcl|NC_017952.1_prot_WP_009872338.1_42	lcl|NC_017953.1_prot_WP_009872338.1_42	lcl|CP001888.1_prot_ADH18651.1_43	lcl|NC_020929.1_prot_WP_009873512.1_42	lcl|NC_020937.1_prot_WP_009873512.1_42	lcl|NC_020931.1_prot_WP_009873512.1_42
8	8	0.993	lcl|NC_020939.1_prot_WP_009873530.1_64	lcl|NC_012687.1_prot_WP_012728039.1_64	lcl|NC_017952.1_prot_WP_009873030.1_64	lcl|NC_017953.1_prot_WP_009873030.1_64	lcl|CP001888.1_prot_ADH18673.1_65	lcl|NC_020929.1_prot_WP_009873530.1_64	lcl|NC_020937.1_prot_WP_009873530.1_64	lcl|NC_020931.1_prot_WP_009873530.1_64
8	8	0.993	lcl|NC_020939.1_prot_WP_010725133.1_247	lcl|NC_012687.1_prot_WP_010725133.1_249	lcl|NC_017952.1_prot_WP_009872496.1_249	lcl|NC_017953.1_prot_WP_009872496.1_250	lcl|CP001888.1_prot_ADH18855.1_247	lcl|NC_020929.1_prot_WP_009873668.1_247	lcl|NC_020937.1_prot_WP_009873668.1_246	lcl|NC_020931.1_prot_WP_009873668.1_247
8	8	0.993	lcl|NC_020939.1_prot_WP_010725233.1_534	lcl|NC_012687.1_prot_WP_010725233.1_536	lcl|NC_017952.1_prot_WP_009872720.1_537	lcl|NC_017953.1_prot_WP_009872720.1_538	lcl|CP001888.1_prot_ADH19149.1_541	lcl|NC_020929.1_prot_WP_009873871.1_533	lcl|NC_020937.1_prot_WP_009873871.1_533	lcl|NC_020931.1_prot_WP_009873871.1_533
8	8	0.993	lcl|NC_020939.1_prot_WP_011324600.1_155	lcl|NC_012687.1_prot_WP_011324600.1_156	lcl|NC_017952.1_prot_WP_009872416.1_155	lcl|NC_017953.1_prot_WP_009872416.1_155	lcl|CP001888.1_prot_ADH18762.1_154	lcl|NC_020929.1_prot_WP_009873600.1_155	lcl|NC_020937.1_prot_WP_009873600.1_155	lcl|NC_020931.1_prot_WP_009873600.1_155
8	8	0.993	lcl|NC_020939.1_prot_WP_011324622.1_179	lcl|NC_012687.1_prot_WP_011324622.1_181	lcl|NC_017952.1_prot_WP_009872434.1_181	lcl|NC_017953.1_prot_WP_009871524.1_182	lcl|CP001888.1_prot_ADH18787.1_179	lcl|NC_020929.1_prot_WP_009873618.1_179	lcl|NC_020937.1_prot_WP_009873618.1_178	lcl|NC_020931.1_prot_WP_009873618.1_179
8	8	0.993	lcl|NC_020939.1_prot_WP_011324646.1_218	lcl|NC_012687.1_prot_WP_011324646.1_220	lcl|NC_017952.1_prot_WP_014540974.1_220	lcl|NC_017953.1_prot_WP_014540974.1_221	lcl|CP001888.1_prot_ADH18826.1_218	lcl|NC_020929.1_prot_WP_009873646.1_218	lcl|NC_020937.1_prot_WP_009873646.1_217	lcl|NC_020931.1_prot_WP_009873646.1_218
8	8	0.993	lcl|NC_020939.1_prot_WP_011324714.1_389	lcl|NC_012687.1_prot_WP_011324714.1_391	lcl|NC_017952.1_prot_WP_014541270.1_392	lcl|NC_017953.1_prot_WP_009871733.1_393	lcl|CP001888.1_prot_ADH18997.1_389	lcl|NC_020929.1_prot_WP_009873772.1_388	lcl|NC_020937.1_prot_WP_009873772.1_388	lcl|NC_020931.1_prot_WP_009873772.1_388
8	8	0.993	lcl|NC_020939.1_prot_WP_011324832.1_711	lcl|NC_012687.1_prot_WP_011324832.1_713	lcl|NC_017952.1_prot_WP_009872855.1_713	lcl|NC_017953.1_prot_WP_009872855.1_714	lcl|CP001888.1_prot_ADH19335.1_727	lcl|NC_020929.1_prot_WP_009873301.1_710	lcl|NC_020937.1_prot_WP_009873301.1_709	lcl|NC_020931.1_prot_WP_009873301.1_710
8	8	0.993	lcl|NC_020939.1_prot_WP_011324839.1_720	lcl|NC_012687.1_prot_WP_011324839.1_722	lcl|NC_017952.1_prot_WP_009872862.1_722	lcl|NC_017953.1_prot_WP_009872862.1_723	lcl|CP001888.1_prot_ADH19344.1_736	lcl|NC_020929.1_prot_WP_009873306.1_719	lcl|NC_020937.1_prot_WP_009873306.1_718	lcl|NC_020931.1_prot_WP_009873306.1_719
8	8	0.993	lcl|NC_020939.1_prot_WP_011324852.1_758	lcl|NC_012687.1_prot_WP_011324852.1_760	lcl|NC_017952.1_prot_WP_009872890.1_760	lcl|NC_017953.1_prot_WP_009872890.1_761	lcl|CP001888.1_prot_ADH19384.1_776	lcl|NC_020929.1_prot_WP_009873339.1_757	lcl|NC_020937.1_prot_WP_015505919.1_756	lcl|NC_020931.1_prot_WP_009873339.1_757
8	8	0.993	lcl|NC_020939.1_prot_WP_011324853.1_763	lcl|NC_012687.1_prot_WP_011324853.1_766	lcl|NC_017952.1_prot_WP_009872894.1_765	lcl|NC_017953.1_prot_WP_009872894.1_766	lcl|CP001888.1_prot_ADH19390.1_782	lcl|NC_020929.1_prot_WP_009873345.1_762	lcl|NC_020937.1_prot_WP_009873345.1_761	lcl|NC_020931.1_prot_WP_009873345.1_762
8	8	0.993	lcl|NC_020939.1_prot_WP_011324865.1_801	lcl|NC_012687.1_prot_WP_011324865.1_804	lcl|NC_017952.1_prot_WP_009873213.1_803	lcl|NC_017953.1_prot_WP_009873213.1_804	lcl|CP001888.1_prot_ADH19432.1_824	lcl|NC_020929.1_prot_WP_009873400.1_800	lcl|NC_020937.1_prot_WP_009873400.1_799	lcl|NC_020931.1_prot_WP_009873400.1_800
8	8	0.993	lcl|NC_020939.1_prot_WP_011324889.1_864	lcl|NC_012687.1_prot_WP_011324889.1_867	lcl|NC_017952.1_prot_WP_009872971.1_866	lcl|NC_017953.1_prot_WP_009872971.1_867	lcl|CP001888.1_prot_ADH19498.1_890	lcl|NC_020929.1_prot_WP_009873450.1_863	lcl|NC_020937.1_prot_WP_009873450.1_862	lcl|NC_020931.1_prot_WP_009873450.1_863
