# Species	Genes	Alg.-Conn.	A:363.fasta	D:SotonD1.fasta	D:SotonD5.fasta	E:150.fasta	L1:224.fasta	L2b:Ams5.fasta	L3:404:LN.fasta
7	7	0.989	lcl|NC_020966.1_prot_WP_009871759.1_417	lcl|NC_020967.1_prot_WP_009871759.1_420	lcl|NC_020943.1_prot_WP_009871759.1_418	lcl|CP001886.1_prot_ADH17179.1_418	lcl|NC_020973.1_prot_WP_009871759.1_416	lcl|NC_020936.1_prot_WP_009871759.1_415	lcl|NC_020974.1_prot_WP_009871759.1_416
7	7	0.989	lcl|NC_020966.1_prot_WP_009871784.1_443	lcl|NC_020967.1_prot_WP_009873129.1_446	lcl|NC_020943.1_prot_WP_009871784.1_444	lcl|CP001886.1_prot_ADH17204.1_443	lcl|NC_020973.1_prot_WP_009871784.1_442	lcl|NC_020936.1_prot_WP_009871784.1_441	lcl|NC_020974.1_prot_WP_009871784.1_442
7	7	0.989	lcl|NC_020966.1_prot_WP_009871792.1_450	lcl|NC_020967.1_prot_WP_009872654.1_453	lcl|NC_020943.1_prot_WP_009871792.1_451	lcl|CP001886.1_prot_ADH17212.1_451	lcl|NC_020973.1_prot_WP_009873810.1_449	lcl|NC_020936.1_prot_WP_012263656.1_448	lcl|NC_020974.1_prot_WP_009873810.1_449
7	7	0.989	lcl|NC_020966.1_prot_WP_009871874.1_527	lcl|NC_020967.1_prot_WP_009872713.1_530	lcl|NC_020943.1_prot_WP_009871874.1_529	lcl|CP001886.1_prot_ADH17293.1_532	lcl|NC_020973.1_prot_WP_009873867.1_526	lcl|NC_020936.1_prot_WP_009873867.1_525	lcl|NC_020974.1_prot_WP_009873867.1_526
7	7	0.989	lcl|NC_020966.1_prot_WP_009871876.1_529	lcl|NC_020967.1_prot_WP_009871876.1_532	lcl|NC_020943.1_prot_WP_009871876.1_531	lcl|CP001886.1_prot_ADH17295.1_534	lcl|NC_020973.1_prot_WP_009871876.1_528	lcl|NC_020936.1_prot_WP_009871876.1_527	lcl|NC_020974.1_prot_WP_009871876.1_528
7	7	0.989	lcl|NC_020966.1_prot_WP_009871885.1_538	lcl|NC_020967.1_prot_WP_009872721.1_541	lcl|NC_020943.1_prot_WP_009871885.1_540	lcl|CP001886.1_prot_ADH17304.1_543	lcl|NC_020973.1_prot_WP_009872721.1_537	lcl|NC_020936.1_prot_WP_009872721.1_536	lcl|NC_020974.1_prot_WP_009872721.1_537
7	7	0.989	lcl|NC_020966.1_prot_WP_009871899.1_552	lcl|NC_020967.1_prot_WP_009871899.1_555	lcl|NC_020943.1_prot_WP_009871899.1_554	lcl|CP001886.1_prot_ADH17318.1_557	lcl|NC_020973.1_prot_WP_009871899.1_551	lcl|NC_020936.1_prot_WP_009871899.1_550	lcl|NC_020974.1_prot_WP_009871899.1_551
7	7	0.989	lcl|NC_020966.1_prot_WP_009871953.1_604	lcl|NC_020967.1_prot_WP_009873167.1_607	lcl|NC_020943.1_prot_WP_009871953.1_606	lcl|CP001886.1_prot_ADH17372.1_611	lcl|NC_020973.1_prot_WP_009873920.1_603	lcl|NC_020936.1_prot_WP_009873920.1_602	lcl|NC_020974.1_prot_WP_009873920.1_603
7	7	0.989	lcl|NC_020966.1_prot_WP_009871963.1_614	lcl|NC_020967.1_prot_WP_009871963.1_616	lcl|NC_020943.1_prot_WP_009871963.1_616	lcl|CP001886.1_prot_ADH17380.1_619	lcl|NC_020973.1_prot_WP_009873930.1_613	lcl|NC_020936.1_prot_WP_009873930.1_612	lcl|NC_020974.1_prot_WP_009873930.1_612
7	7	0.989	lcl|NC_020966.1_prot_WP_009871982.1_633	lcl|NC_020967.1_prot_WP_009871982.1_635	lcl|NC_020943.1_prot_WP_009871982.1_635	lcl|CP001886.1_prot_ADH17399.1_638	lcl|NC_020973.1_prot_WP_009871982.1_632	lcl|NC_020936.1_prot_WP_009871982.1_631	lcl|NC_020974.1_prot_WP_009871982.1_631
7	7	0.989	lcl|NC_020966.1_prot_WP_009872005.1_654	lcl|NC_020967.1_prot_WP_009873183.1_656	lcl|NC_020943.1_prot_WP_009872005.1_656	lcl|CP001886.1_prot_ADH17424.1_663	lcl|NC_020973.1_prot_WP_009873183.1_653	lcl|NC_020936.1_prot_WP_009873183.1_652	lcl|NC_020974.1_prot_WP_009873183.1_652
7	7	0.989	lcl|NC_020966.1_prot_WP_009872015.1_664	lcl|NC_020967.1_prot_WP_009872015.1_666	lcl|NC_020943.1_prot_WP_009872015.1_666	lcl|CP001886.1_prot_ADH17434.1_673	lcl|NC_020973.1_prot_WP_009873262.1_663	lcl|NC_020936.1_prot_WP_009873262.1_662	lcl|NC_020974.1_prot_WP_009873262.1_662
7	7	0.989	lcl|NC_020966.1_prot_WP_009872017.1_666	lcl|NC_020967.1_prot_WP_009872017.1_668	lcl|NC_020943.1_prot_WP_009872017.1_668	lcl|CP001886.1_prot_ADH17436.1_675	lcl|NC_020973.1_prot_WP_009872017.1_665	lcl|NC_020936.1_prot_WP_009872017.1_664	lcl|NC_020974.1_prot_WP_009872017.1_664
7	7	0.989	lcl|NC_020966.1_prot_WP_009872021.1_669	lcl|NC_020967.1_prot_WP_009872817.1_671	lcl|NC_020943.1_prot_WP_010725291.1_671	lcl|CP001886.1_prot_ADH17440.1_679	lcl|NC_020973.1_prot_WP_009872817.1_668	lcl|NC_020936.1_prot_WP_009872817.1_667	lcl|NC_020974.1_prot_WP_009872817.1_667
7	7	0.989	lcl|NC_020966.1_prot_WP_009872040.1_688	lcl|NC_020967.1_prot_WP_009872040.1_690	lcl|NC_020943.1_prot_WP_009872040.1_690	lcl|CP001886.1_prot_ADH17460.1_699	lcl|NC_020973.1_prot_WP_009872040.1_687	lcl|NC_020936.1_prot_WP_009872040.1_686	lcl|NC_020974.1_prot_WP_009872040.1_686
7	7	0.989	lcl|NC_020966.1_prot_WP_009872062.1_707	lcl|NC_020967.1_prot_WP_009872851.1_709	lcl|NC_020943.1_prot_WP_009872062.1_709	lcl|CP001886.1_prot_ADH17480.1_719	lcl|NC_020973.1_prot_WP_009873299.1_706	lcl|NC_020936.1_prot_WP_009873299.1_705	lcl|NC_020974.1_prot_WP_009873299.1_705
7	7	0.989	lcl|NC_020966.1_prot_WP_009872071.1_716	lcl|NC_020967.1_prot_WP_009872071.1_718	lcl|NC_020943.1_prot_WP_009872071.1_718	lcl|CP001886.1_prot_ADH17490.1_729	lcl|NC_020973.1_prot_WP_009872071.1_715	lcl|NC_020936.1_prot_WP_009872071.1_714	lcl|NC_020974.1_prot_WP_009872071.1_714
7	7	0.989	lcl|NC_020966.1_prot_WP_009872073.1_718	lcl|NC_020967.1_prot_WP_009872073.1_720	lcl|NC_020943.1_prot_WP_009872073.1_720	lcl|CP001886.1_prot_ADH17492.1_731	lcl|NC_020973.1_prot_WP_009872073.1_717	lcl|NC_020936.1_prot_WP_009872073.1_716	lcl|NC_020974.1_prot_WP_009872073.1_716
7	7	0.989	lcl|NC_020966.1_prot_WP_009872082.1_727	lcl|NC_020967.1_prot_WP_009873203.1_729	lcl|NC_020943.1_prot_WP_010725310.1_729	lcl|CP001886.1_prot_ADH17501.1_740	lcl|NC_020973.1_prot_WP_009873310.1_726	lcl|NC_020936.1_prot_WP_009873310.1_725	lcl|NC_020974.1_prot_WP_009873310.1_725
7	7	0.989	lcl|NC_020966.1_prot_WP_009872085.1_729	lcl|NC_020967.1_prot_WP_009872085.1_731	lcl|NC_020943.1_prot_WP_009872085.1_731	lcl|CP001886.1_prot_ADH17504.1_743	lcl|NC_020973.1_prot_WP_009872085.1_728	lcl|NC_020936.1_prot_WP_009872085.1_727	lcl|NC_020974.1_prot_WP_009872085.1_727
7	7	0.989	lcl|NC_020966.1_prot_WP_009872088.1_732	lcl|NC_020967.1_prot_WP_009872867.1_734	lcl|NC_020943.1_prot_WP_009872088.1_734	lcl|CP001886.1_prot_ADH17507.1_746	lcl|NC_020973.1_prot_WP_009873315.1_731	lcl|NC_020936.1_prot_WP_009873315.1_730	lcl|NC_020974.1_prot_WP_009873315.1_730
7	7	0.989	lcl|NC_020966.1_prot_WP_009872101.1_744	lcl|NC_020967.1_prot_WP_009872879.1_746	lcl|NC_020943.1_prot_WP_010725322.1_746	lcl|CP001886.1_prot_ADH17521.1_760	lcl|NC_020973.1_prot_WP_009873327.1_743	lcl|NC_020936.1_prot_WP_009873327.1_742	lcl|NC_020974.1_prot_WP_009873327.1_742
7	7	0.989	lcl|NC_020966.1_prot_WP_009872106.1_749	lcl|NC_020967.1_prot_WP_009872882.1_751	lcl|NC_020943.1_prot_WP_009872106.1_751	lcl|CP001886.1_prot_ADH17526.1_765	lcl|NC_020973.1_prot_WP_009873332.1_748	lcl|NC_020936.1_prot_WP_009873332.1_747	lcl|NC_020974.1_prot_WP_009873332.1_747
7	7	0.989	lcl|NC_020966.1_prot_WP_009872124.1_766	lcl|NC_020967.1_prot_WP_009872896.1_768	lcl|NC_020943.1_prot_WP_009872124.1_768	lcl|CP001886.1_prot_ADH17544.1_783	lcl|NC_020973.1_prot_WP_009873347.1_766	lcl|NC_020936.1_prot_WP_009873347.1_764	lcl|NC_020974.1_prot_WP_009873347.1_764
7	7	0.989	lcl|NC_020966.1_prot_WP_009872141.1_781	lcl|NC_020967.1_prot_WP_009872909.1_783	lcl|NC_020943.1_prot_WP_009872141.1_783	lcl|CP001886.1_prot_ADH17561.1_800	lcl|NC_020973.1_prot_WP_009872909.1_782	lcl|NC_020936.1_prot_WP_009872909.1_779	lcl|NC_020974.1_prot_WP_009872909.1_779
7	7	0.989	lcl|NC_020966.1_prot_WP_009872149.1_789	lcl|NC_020967.1_prot_WP_009872149.1_791	lcl|NC_020943.1_prot_WP_009872149.1_791	lcl|CP001886.1_prot_ADH17569.1_808	lcl|NC_020973.1_prot_WP_009872149.1_790	lcl|NC_020936.1_prot_WP_009872149.1_787	lcl|NC_020974.1_prot_WP_009872149.1_787
7	7	0.989	lcl|NC_020966.1_prot_WP_009872171.1_810	lcl|NC_020967.1_prot_WP_009872171.1_812	lcl|NC_020943.1_prot_WP_009872171.1_812	lcl|CP001886.1_prot_ADH17592.1_831	lcl|NC_020973.1_prot_WP_009873405.1_811	lcl|NC_020936.1_prot_WP_009873405.1_808	lcl|NC_020974.1_prot_WP_009873405.1_808
7	7	0.989	lcl|NC_020966.1_prot_WP_009872193.1_832	lcl|NC_020967.1_prot_WP_009872193.1_834	lcl|NC_020943.1_prot_WP_009872193.1_834	lcl|CP001886.1_prot_ADH17616.1_855	lcl|NC_020973.1_prot_WP_009872193.1_833	lcl|NC_020936.1_prot_WP_009872193.1_830	lcl|NC_020974.1_prot_WP_009872193.1_830
7	7	0.989	lcl|NC_020966.1_prot_WP_009872217.1_855	lcl|NC_020967.1_prot_WP_009872217.1_858	lcl|NC_020943.1_prot_WP_009872217.1_857	lcl|CP001886.1_prot_ADH17640.1_879	lcl|NC_020973.1_prot_WP_009873442.1_856	lcl|NC_020936.1_prot_WP_009873442.1_853	lcl|NC_020974.1_prot_WP_009873442.1_853
7	7	0.989	lcl|NC_020966.1_prot_WP_009872247.1_883	lcl|NC_020967.1_prot_WP_009872247.1_886	lcl|NC_020943.1_prot_WP_009872247.1_885	lcl|CP001886.1_prot_ADH17670.1_909	lcl|NC_020973.1_prot_WP_009873463.1_884	lcl|NC_020936.1_prot_WP_009873463.1_881	lcl|NC_020974.1_prot_WP_009873463.1_881
7	7	0.989	lcl|NC_020966.1_prot_WP_009872626.1_406	lcl|NC_020967.1_prot_WP_009872626.1_409	lcl|NC_020943.1_prot_WP_009871748.1_407	lcl|CP001886.1_prot_ADH17168.1_407	lcl|NC_020973.1_prot_WP_009872626.1_405	lcl|NC_020936.1_prot_WP_009872626.1_404	lcl|NC_020974.1_prot_WP_009872626.1_405
7	7	0.989	lcl|NC_020966.1_prot_WP_009872655.1_451	lcl|NC_020967.1_prot_WP_009872655.1_454	lcl|NC_020943.1_prot_WP_009871793.1_452	lcl|CP001886.1_prot_ADH17213.1_452	lcl|NC_020973.1_prot_WP_009872655.1_450	lcl|NC_020936.1_prot_WP_009872655.1_449	lcl|NC_020974.1_prot_WP_009872655.1_450
7	7	0.989	lcl|NC_020966.1_prot_WP_009873346.1_765	lcl|NC_020967.1_prot_WP_009872895.1_767	lcl|NC_020943.1_prot_WP_010725331.1_767	lcl|CP001886.1_prot_ADH17543.1_782	lcl|NC_020973.1_prot_WP_015505740.1_765	lcl|NC_020936.1_prot_WP_009873346.1_763	lcl|NC_020974.1_prot_WP_009873346.1_763
7	7	0.989	lcl|NC_020966.1_prot_WP_009873438.1_850	lcl|NC_020967.1_prot_WP_009872212.1_853	lcl|NC_020943.1_prot_WP_009872212.1_852	lcl|CP001886.1_prot_ADH17635.1_874	lcl|NC_020973.1_prot_WP_009873438.1_851	lcl|NC_020936.1_prot_WP_009873438.1_848	lcl|NC_020974.1_prot_WP_009873438.1_848
7	7	0.989	lcl|NC_020966.1_prot_WP_010725198.1_454	lcl|NC_020967.1_prot_WP_009873134.1_457	lcl|NC_020943.1_prot_WP_010725198.1_455	lcl|CP001886.1_prot_ADH17216.1_455	lcl|NC_020973.1_prot_WP_009873811.1_453	lcl|NC_020936.1_prot_WP_009873811.1_452	lcl|NC_020974.1_prot_WP_015505892.1_453
7	7	0.989	lcl|NC_020966.1_prot_WP_010725333.1_769	lcl|NC_020967.1_prot_WP_009872899.1_771	lcl|NC_020943.1_prot_WP_010725333.1_771	lcl|CP001886.1_prot_ADH17547.1_786	lcl|NC_020973.1_prot_WP_009873349.1_769	lcl|NC_020936.1_prot_WP_009873349.1_767	lcl|NC_020974.1_prot_WP_009873349.1_767
7	7	0.989	lcl|NC_020966.1_prot_WP_011324544.1_59	lcl|NC_020967.1_prot_WP_015506433.1_59	lcl|NC_020943.1_prot_WP_010725012.1_59	lcl|CP001886.1_prot_ADH16822.1_61	lcl|NC_020973.1_prot_WP_015505647.1_59	lcl|NC_020936.1_prot_WP_012263592.1_59	lcl|NC_020974.1_prot_WP_015505647.1_59
7	7	0.989	lcl|NC_020966.1_prot_WP_011324554.1_79	lcl|NC_020967.1_prot_WP_009872363.1_79	lcl|NC_020943.1_prot_WP_009871426.1_79	lcl|CP001886.1_prot_ADH16844.1_83	lcl|NC_020973.1_prot_WP_009873541.1_79	lcl|NC_020936.1_prot_WP_009873541.1_79	lcl|NC_020974.1_prot_WP_009873541.1_79
7	7	0.989	lcl|NC_020966.1_prot_WP_011324627.1_192	lcl|NC_020967.1_prot_WP_009872446.1_194	lcl|NC_020943.1_prot_WP_015506291.1_193	lcl|CP001886.1_prot_ADH16954.1_193	lcl|NC_020973.1_prot_WP_012263617.1_191	lcl|NC_020936.1_prot_WP_012263617.1_191	lcl|NC_020974.1_prot_WP_012263617.1_191
7	7	0.989	lcl|NC_020966.1_prot_WP_011324698.1_362	lcl|NC_020967.1_prot_WP_009872589.1_365	lcl|NC_020943.1_prot_WP_041200471.1_363	lcl|CP001886.1_prot_ADH17126.1_365	lcl|NC_020973.1_prot_WP_009872589.1_361	lcl|NC_020936.1_prot_WP_009872589.1_360	lcl|NC_020974.1_prot_WP_009872589.1_361
7	7	0.989	lcl|NC_020966.1_prot_WP_011324749.1_492	lcl|NC_020967.1_prot_WP_009873145.1_495	lcl|NC_020943.1_prot_WP_010725210.1_494	lcl|CP001886.1_prot_ADH17257.1_496	lcl|NC_020973.1_prot_WP_009873841.1_491	lcl|NC_020936.1_prot_WP_009873841.1_490	lcl|NC_020974.1_prot_WP_009873841.1_491
7	7	0.989	lcl|NC_020966.1_prot_WP_011324844.1_730	lcl|NC_020967.1_prot_WP_009872865.1_732	lcl|NC_020943.1_prot_WP_009872086.1_732	lcl|CP001886.1_prot_ADH17505.1_744	lcl|NC_020973.1_prot_WP_009873313.1_729	lcl|NC_020936.1_prot_WP_009873313.1_728	lcl|NC_020974.1_prot_WP_009873313.1_728
7	7	0.989	lcl|NC_020966.1_prot_WP_011324852.1_759	lcl|NC_020967.1_prot_WP_009872890.1_761	lcl|NC_020943.1_prot_WP_009872116.1_761	lcl|CP001886.1_prot_ADH17536.1_775	lcl|NC_020973.1_prot_WP_009873339.1_758	lcl|NC_020936.1_prot_WP_009873339.1_757	lcl|NC_020974.1_prot_WP_015505919.1_757
7	7	0.989	lcl|NC_020966.1_prot_WP_011324853.1_764	lcl|NC_020967.1_prot_WP_009872894.1_766	lcl|NC_020943.1_prot_WP_010725330.1_766	lcl|CP001886.1_prot_ADH17542.1_781	lcl|NC_020973.1_prot_WP_009873345.1_764	lcl|NC_020936.1_prot_WP_009873345.1_762	lcl|NC_020974.1_prot_WP_041198434.1_762
7	7	0.989	lcl|NC_020966.1_prot_WP_011324862.1_794	lcl|NC_020967.1_prot_WP_009872919.1_796	lcl|NC_020943.1_prot_WP_010725338.1_796	lcl|CP001886.1_prot_ADH17575.1_814	lcl|NC_020973.1_prot_WP_009872154.1_795	lcl|NC_020936.1_prot_WP_009872154.1_792	lcl|NC_020974.1_prot_WP_009872154.1_792
7	7	0.989	lcl|NC_020966.1_prot_WP_011324863.1_796	lcl|NC_020967.1_prot_WP_015506454.1_798	lcl|NC_020943.1_prot_WP_009872156.1_798	lcl|CP001886.1_prot_ADH17577.1_816	lcl|NC_020973.1_prot_WP_009873394.1_797	lcl|NC_020936.1_prot_WP_009873394.1_794	lcl|NC_020974.1_prot_WP_009873394.1_794
7	7	0.989	lcl|NC_020966.1_prot_WP_011324893.1_870	lcl|NC_020967.1_prot_WP_009872973.1_873	lcl|NC_020943.1_prot_WP_009872233.1_872	lcl|CP001886.1_prot_ADH17656.1_895	lcl|NC_020973.1_prot_WP_009873453.1_871	lcl|NC_020936.1_prot_WP_009873453.1_868	lcl|NC_020974.1_prot_WP_015505929.1_868
7	7	0.989	lcl|NC_020966.1_prot_WP_011324895.1_873	lcl|NC_020967.1_prot_WP_009872975.1_876	lcl|NC_020943.1_prot_WP_009872237.1_875	lcl|CP001886.1_prot_ADH17660.1_899	lcl|NC_020973.1_prot_WP_009872975.1_874	lcl|NC_020936.1_prot_WP_009872975.1_871	lcl|NC_020974.1_prot_WP_009872975.1_871
7	7	0.989	lcl|NC_020966.1_prot_WP_011324909.1_890	lcl|NC_020967.1_prot_WP_009873241.1_893	lcl|NC_020943.1_prot_WP_009872254.1_892	lcl|CP001886.1_prot_ADH17677.1_916	lcl|NC_020973.1_prot_WP_009873471.1_891	lcl|NC_020936.1_prot_WP_009873471.1_888	lcl|NC_020974.1_prot_WP_009873471.1_888
7	7	0.989	lcl|NC_020966.1_prot_WP_012727855.1_240	lcl|NC_020967.1_prot_WP_009872488.1_242	lcl|NC_020943.1_prot_WP_009871584.1_241	lcl|CP001886.1_prot_ADH17002.1_241	lcl|NC_020973.1_prot_WP_009872488.1_239	lcl|NC_020936.1_prot_WP_009872488.1_239	lcl|NC_020974.1_prot_WP_009872488.1_239
7	7	0.989	lcl|NC_020966.1_prot_WP_012727919.1_469	lcl|NC_020967.1_prot_WP_015506446.1_472	lcl|NC_020943.1_prot_WP_009871813.1_470	lcl|CP001886.1_prot_ADH17234.1_473	lcl|NC_020973.1_prot_WP_009873824.1_468	lcl|NC_020936.1_prot_WP_009873824.1_467	lcl|NC_020974.1_prot_WP_009873824.1_468
7	7	0.989	lcl|NC_020966.1_prot_WP_012728025.1_900	lcl|NC_020967.1_prot_WP_014736636.1_903	lcl|NC_020943.1_prot_WP_010725381.1_902	lcl|CP001886.1_prot_ADH17687.1_926	lcl|NC_020973.1_prot_WP_009873481.1_901	lcl|NC_020936.1_prot_WP_009873481.1_898	lcl|NC_020974.1_prot_WP_009873481.1_898
7	7	0.989	lcl|NC_020966.1_prot_WP_012728053.1_126	lcl|NC_020967.1_prot_WP_009872394.1_126	lcl|NC_020943.1_prot_WP_010725079.1_126	lcl|CP001886.1_prot_ADH16890.1_129	lcl|NC_020973.1_prot_WP_009873577.1_126	lcl|NC_020936.1_prot_WP_009873577.1_126	lcl|NC_020974.1_prot_WP_009873577.1_126
7	7	0.989	lcl|NC_020966.1_prot_WP_012728055.1_141	lcl|NC_020967.1_prot_WP_009872405.1_141	lcl|NC_020943.1_prot_WP_010725088.1_141	lcl|CP001886.1_prot_ADH16906.1_145	lcl|NC_020973.1_prot_WP_009872405.1_141	lcl|NC_020936.1_prot_WP_009872405.1_141	lcl|NC_020974.1_prot_WP_009872405.1_141
7	7	0.989	lcl|NC_020966.1_prot_WP_012728057.1_147	lcl|NC_020967.1_prot_WP_009872410.1_147	lcl|NC_020943.1_prot_WP_010725091.1_147	lcl|CP001886.1_prot_ADH16912.1_151	lcl|NC_020973.1_prot_WP_009873593.1_147	lcl|NC_020936.1_prot_WP_009873593.1_147	lcl|NC_020974.1_prot_WP_009873593.1_147
7	7	0.989	lcl|NC_020966.1_prot_WP_012728112.1_357	lcl|NC_020967.1_prot_WP_009872584.1_360	lcl|NC_020943.1_prot_WP_010725165.1_358	lcl|CP001886.1_prot_ADH17121.1_360	lcl|NC_020973.1_prot_WP_012263643.1_356	lcl|NC_020936.1_prot_WP_012263643.1_355	lcl|NC_020974.1_prot_WP_012263643.1_356
7	7	0.989	lcl|NC_020966.1_prot_WP_012728149.1_553	lcl|NC_020967.1_prot_WP_009871900.1_556	lcl|NC_020943.1_prot_WP_010725246.1_555	lcl|CP001886.1_prot_ADH17319.1_558	lcl|NC_020973.1_prot_WP_009873881.1_552	lcl|NC_020936.1_prot_WP_009873881.1_551	lcl|NC_020974.1_prot_WP_009873881.1_552
7	7	0.989	lcl|NC_020966.1_prot_WP_012728150.1_562	lcl|NC_020967.1_prot_WP_009872739.1_565	lcl|NC_020943.1_prot_WP_010725247.1_564	lcl|CP001886.1_prot_ADH17328.1_567	lcl|NC_020973.1_prot_WP_009873889.1_561	lcl|NC_020936.1_prot_WP_009873889.1_560	lcl|NC_020974.1_prot_WP_009873889.1_561
7	7	0.989	lcl|NC_020966.1_prot_WP_012728156.1_589	lcl|NC_020967.1_prot_WP_009873156.1_592	lcl|NC_020943.1_prot_WP_010725256.1_591	lcl|CP001886.1_prot_ADH17356.1_595	lcl|NC_020973.1_prot_WP_015505715.1_588	lcl|NC_020936.1_prot_WP_009873907.1_587	lcl|NC_020974.1_prot_WP_009873907.1_588
7	7	0.989	lcl|NC_020966.1_prot_WP_012728163.1_635	lcl|NC_020967.1_prot_WP_009872790.1_637	lcl|NC_020943.1_prot_WP_080114758.1_637	lcl|CP001886.1_prot_ADH17401.1_640	lcl|NC_020973.1_prot_WP_009873946.1_634	lcl|NC_020936.1_prot_WP_009873946.1_633	lcl|NC_020974.1_prot_WP_009873946.1_633
7	7	0.989	lcl|NC_020966.1_prot_WP_012728203.1_862	lcl|NC_020967.1_prot_WP_009872969.1_865	lcl|NC_020943.1_prot_WP_009872225.1_864	lcl|CP001886.1_prot_ADH17648.1_887	lcl|NC_020973.1_prot_WP_009873447.1_863	lcl|NC_020936.1_prot_WP_009873447.1_860	lcl|NC_020974.1_prot_WP_009873447.1_860
7	7	0.989	lcl|NC_020966.1_prot_WP_014315978.1_21	lcl|NC_020967.1_prot_WP_009873009.1_21	lcl|NC_020943.1_prot_WP_080114756.1_21	lcl|CP001886.1_prot_ADH16783.1_22	lcl|NC_020973.1_prot_WP_009873498.1_21	lcl|NC_020936.1_prot_WP_009873498.1_21	lcl|NC_020974.1_prot_WP_009873498.1_21
7	7	0.989	lcl|NC_020966.1_prot_WP_014315989.1_153	lcl|NC_020967.1_prot_WP_009872415.1_153	lcl|NC_020943.1_prot_WP_010725095.1_153	lcl|CP001886.1_prot_ADH16918.1_157	lcl|NC_020973.1_prot_WP_009873599.1_153	lcl|NC_020936.1_prot_WP_012263610.1_153	lcl|NC_020974.1_prot_WP_015506604.1_153
7	7	0.989	lcl|NC_020966.1_prot_WP_014315990.1_171	lcl|NC_020967.1_prot_WP_009873061.1_173	lcl|NC_020943.1_prot_WP_009873061.1_172	lcl|CP001886.1_prot_ADH16935.1_174	lcl|NC_020973.1_prot_WP_009873061.1_171	lcl|NC_020936.1_prot_WP_009873061.1_171	lcl|NC_020974.1_prot_WP_009873061.1_171
7	7	0.989	lcl|NC_020966.1_prot_WP_014316008.1_273	lcl|NC_020967.1_prot_WP_009872517.1_275	lcl|NC_020943.1_prot_WP_009871617.1_274	lcl|CP001886.1_prot_ADH17037.1_276	lcl|NC_020973.1_prot_WP_015506554.1_272	lcl|NC_020936.1_prot_WP_012263632.1_272	lcl|NC_020974.1_prot_WP_009873688.1_272
7	7	0.989	lcl|NC_020966.1_prot_WP_014316017.1_346	lcl|NC_020967.1_prot_WP_009872575.1_349	lcl|NC_020943.1_prot_WP_009871690.1_347	lcl|CP001886.1_prot_ADH17110.1_349	lcl|NC_020973.1_prot_WP_009873738.1_345	lcl|NC_020936.1_prot_WP_009873738.1_344	lcl|NC_020974.1_prot_WP_009873738.1_345
7	7	0.989	lcl|NC_020966.1_prot_WP_014316029.1_462	lcl|NC_020967.1_prot_WP_009873139.1_465	lcl|NC_020943.1_prot_WP_009871805.1_463	lcl|CP001886.1_prot_ADH17225.1_464	lcl|NC_020973.1_prot_WP_009873817.1_461	lcl|NC_020936.1_prot_WP_015505848.1_460	lcl|NC_020974.1_prot_WP_015505894.1_461
7	7	0.989	lcl|NC_020966.1_prot_WP_014316038.1_551	lcl|NC_020967.1_prot_WP_009872732.1_554	lcl|NC_020943.1_prot_WP_010725245.1_553	lcl|CP001886.1_prot_ADH17317.1_556	lcl|NC_020973.1_prot_WP_009873880.1_550	lcl|NC_020936.1_prot_WP_009873880.1_549	lcl|NC_020974.1_prot_WP_009873880.1_550
7	7	0.989	lcl|NC_020966.1_prot_WP_014316059.1_703	lcl|NC_020967.1_prot_WP_009872846.1_705	lcl|NC_020943.1_prot_WP_009872056.1_705	lcl|CP001886.1_prot_ADH17475.1_714	lcl|NC_020973.1_prot_WP_009873294.1_702	lcl|NC_020936.1_prot_WP_009873294.1_701	lcl|NC_020974.1_prot_WP_009873294.1_701
7	7	0.989	lcl|NC_020966.1_prot_WP_015506316.1_31	lcl|NC_020967.1_prot_WP_009872328.1_31	lcl|NC_020943.1_prot_WP_009871377.1_31	lcl|CP001886.1_prot_ADH16793.1_32	lcl|NC_020973.1_prot_WP_009871377.1_31	lcl|NC_020936.1_prot_WP_009871377.1_31	lcl|NC_020974.1_prot_WP_009871377.1_31
7	7	0.989	lcl|NC_020966.1_prot_WP_015506317.1_129	lcl|NC_020967.1_prot_WP_009872397.1_129	lcl|NC_020943.1_prot_WP_009871474.1_129	lcl|CP001886.1_prot_ADH16894.1_133	lcl|NC_020973.1_prot_WP_009872397.1_129	lcl|NC_020936.1_prot_WP_009872397.1_129	lcl|NC_020974.1_prot_WP_009872397.1_129
7	7	0.989	lcl|NC_020966.1_prot_WP_015506336.1_715	lcl|NC_020967.1_prot_WP_009873304.1_717	lcl|NC_020943.1_prot_WP_010725305.1_717	lcl|CP001886.1_prot_ADH17489.1_728	lcl|NC_020973.1_prot_WP_009873304.1_714	lcl|NC_020936.1_prot_WP_012263543.1_713	lcl|NC_020974.1_prot_WP_009873304.1_713
7	7	0.988	lcl|NC_020966.1_prot_WP_009871409.1_63	lcl|NC_020967.1_prot_WP_009871409.1_63	lcl|NC_020943.1_prot_WP_009871409.1_63	lcl|CP001886.1_prot_ADH16826.1_65	lcl|NC_020973.1_prot_WP_009873529.1_63	lcl|NC_020936.1_prot_WP_009873529.1_63	lcl|NC_020974.1_prot_WP_009873529.1_63
